average_payment,customer_id,customer_name,payment_count,risk_flag,staff_id,staff_name,total_amount
4.99,72,THERESA WATSON,1,0,2,Jon Stephens,4.99
4.99,73,BEVERLY BROOKS,1,0,2,Jon Stephens,4.99
4.99,77,JANE BENNETT,2,0,2,Jon Stephens,9.98
4.99,92,TINA SIMMONS,1,0,2,Jon Stephens,4.99
4.99,92,TINA SIMMONS,2,0,1,Mike Hillyer,9.98
4.99,93,PHYLLIS FOSTER,1,0,2,Jon Stephens,4.99
5.19,109,EDNA WEST,5,1,2,Jon Stephens,25.95
5.19,12,NANCY THOMAS,5,1,2,Jon Stephens,25.95
5.19,368,HARRY ARCE,5,1,1,Mike Hillyer,25.95
5.24,148,ELEANOR HUNT,4,0,2,Jon Stephens,20.96
5.24,221,BESSIE MORRISON,4,0,1,Mike Hillyer,20.96
5.24,316,STEVEN CURLEY,4,0,2,Jon Stephens,20.96
5.24,322,JASON MORRISSEY,4,0,1,Mike Hillyer,20.96
5.24,327,LARRY THRASHER,4,0,2,Jon Stephens,20.96
5.24,39,DEBRA NELSON,4,0,1,Mike Hillyer,20.96
5.24,406,NATHAN RUNYON,4,0,1,Mike Hillyer,20.96
5.32,11,LISA ANDERSON,3,0,1,Mike Hillyer,15.97
5.32,137,RHONDA KENNEDY,3,0,1,Mike Hillyer,15.97
5.32,204,ROSEMARY SCHMIDT,3,0,1,Mike Hillyer,15.97
5.32,204,ROSEMARY SCHMIDT,3,0,2,Jon Stephens,15.97
5.32,239,MINNIE ROMERO,3,0,1,Mike Hillyer,15.97
5.32,26,JESSICA HALL,3,0,2,Jon Stephens,15.97
5.32,266,NORA HERRERA,3,0,2,Jon Stephens,15.97
5.32,270,LEAH CURTIS,3,0,1,Mike Hillyer,15.97
5.32,303,WILLIAM SATTERFIELD,3,0,1,Mike Hillyer,15.97
5.32,328,JEFFREY SPEAR,3,0,2,Jon Stephens,15.97
5.32,340,PATRICK NEWSOM,3,0,2,Jon Stephens,15.97
5.32,403,MIKE WAY,3,0,2,Jon Stephens,15.97
5.32,538,TED BREAUX,3,0,1,Mike Hillyer,15.97
5.32,543,LANCE PEMBERTON,3,0,2,Jon Stephens,15.97
5.32,98,LILLIAN GRIFFIN,3,0,2,Jon Stephens,15.97
5.39,120,SYLVIA ORTIZ,5,1,1,Mike Hillyer,26.95
5.39,431,JOEL FRANCISCO,5,1,2,Jon Stephens,26.95
5.49,113,CINDY FISHER,4,0,1,Mike Hillyer,21.96
5.49,139,AMBER DIXON,2,0,2,Jon Stephens,10.98
5.49,156,BERTHA FERGUSON,2,0,2,Jon Stephens,10.98
5.49,163,CATHY SPENCER,4,0,2,Jon Stephens,21.96
5.49,181,ANA BRADLEY,2,0,2,Jon Stephens,10.98
5.49,193,KATIE ELLIOTT,4,0,2,Jon Stephens,21.96
5.49,203,TARA RYAN,2,0,2,Jon Stephens,10.98
5.49,212,WILMA RICHARDS,2,0,2,Jon Stephens,10.98
5.49,224,PEARL GARZA,2,0,1,Mike Hillyer,10.98
5.49,244,VIOLA HANSON,2,0,2,Jon Stephens,10.98
5.49,263,HILDA HOPKINS,2,0,2,Jon Stephens,10.98
5.49,272,KAY CALDWELL,2,0,2,Jon Stephens,10.98
5.49,290,KRISTINA CHAMBERS,2,0,1,Mike Hillyer,10.98
5.49,304,DAVID ROYAL,2,0,1,Mike Hillyer,10.98
5.49,375,AARON SELBY,2,0,1,Mike Hillyer,10.98
5.49,383,MARTIN BALES,4,0,1,Mike Hillyer,21.96
5.49,40,AMANDA CARTER,2,0,2,Jon Stephens,10.98
5.49,413,MARVIN YEE,2,0,2,Jon Stephens,10.98
5.49,453,CALVIN MARTEL,2,0,2,Jon Stephens,10.98
5.49,461,DEREK BLAKELY,2,0,2,Jon Stephens,10.98
5.49,48,ANN EVANS,2,0,2,Jon Stephens,10.98
5.49,486,GLEN TALBERT,2,0,1,Mike Hillyer,10.98
5.49,505,RAFAEL ABNEY,2,0,2,Jon Stephens,10.98
5.49,553,MAX PITT,2,0,2,Jon Stephens,10.98
5.49,582,ANDY VANHORN,2,0,1,Mike Hillyer,10.98
5.49,584,SALVADOR TEEL,2,0,2,Jon Stephens,10.98
5.49,588,MARION OCAMPO,4,0,2,Jon Stephens,21.96
5.49,593,RENE MCALISTER,2,0,2,Jon Stephens,10.98
5.66,18,CAROL GARCIA,3,0,2,Jon Stephens,16.97
5.66,213,GINA WILLIAMSON,3,0,2,Jon Stephens,16.97
5.66,259,LENA JENSEN,3,0,2,Jon Stephens,16.97
5.66,339,WALTER PERRYMAN,3,0,1,Mike Hillyer,16.97
5.66,343,DOUGLAS GRAF,3,0,1,Mike Hillyer,16.97
5.66,429,FREDERICK ISBELL,3,0,2,Jon Stephens,16.97
5.66,434,EDDIE TOMLIN,3,0,2,Jon Stephens,16.97
5.66,465,FLOYD GANDY,3,0,1,Mike Hillyer,16.97
5.66,495,CHARLIE BESS,3,0,1,Mike Hillyer,16.97
5.66,500,REGINALD KINDER,3,0,2,Jon Stephens,16.97
5.66,589,TRACY HERRMANN,3,0,1,Mike Hillyer,16.97
5.74,149,VALERIE BLACK,4,0,2,Jon Stephens,22.96
5.74,293,MAE FLETCHER,4,0,1,Mike Hillyer,22.96
5.74,49,JOYCE EDWARDS,4,0,2,Jon Stephens,22.96
5.74,68,NICOLE PETERSON,4,0,2,Jon Stephens,22.96
5.74,89,JULIA FLORES,4,0,1,Mike Hillyer,22.96
5.79,236,MARCIA DEAN,5,1,2,Jon Stephens,28.95
5.99,100,ROBIN HAYES,2,0,2,Jon Stephens,11.98
5.99,102,CRYSTAL FORD,2,0,2,Jon Stephens,11.98
5.99,150,DANIELLE DANIELS,1,0,1,Mike Hillyer,5.99
5.99,16,SANDRA MARTIN,3,0,1,Mike Hillyer,17.97
5.99,167,SALLY PIERCE,1,0,2,Jon Stephens,5.99
5.99,17,DONNA THOMPSON,2,0,2,Jon Stephens,11.98
5.99,205,EILEEN CARR,1,0,2,Jon Stephens,5.99
5.99,223,MELINDA FERNANDEZ,1,0,2,Jon Stephens,5.99
5.99,243,LYDIA BURKE,1,0,2,Jon Stephens,5.99
5.99,244,VIOLA HANSON,1,0,1,Mike Hillyer,5.99
5.99,247,STELLA MORENO,1,0,1,Mike Hillyer,5.99
5.99,270,LEAH CURTIS,1,0,2,Jon Stephens,5.99
5.99,272,KAY CALDWELL,1,0,1,Mike Hillyer,5.99
5.99,276,BRANDY GRAVES,2,0,2,Jon Stephens,11.98
5.99,281,LEONA OBRIEN,1,0,1,Mike Hillyer,5.99
5.99,281,LEONA OBRIEN,1,0,2,Jon Stephens,5.99
5.99,285,MIRIAM MCKINNEY,1,0,1,Mike Hillyer,5.99
5.99,285,MIRIAM MCKINNEY,2,0,2,Jon Stephens,11.98
5.99,288,BOBBIE CRAIG,1,0,1,Mike Hillyer,5.99
5.99,295,DAISY BATES,2,0,2,Jon Stephens,11.98
5.99,305,RICHARD MCCRARY,3,0,1,Mike Hillyer,17.97
5.99,321,KEVIN SCHULER,1,0,2,Jon Stephens,5.99
5.99,330,SCOTT SHELLEY,2,0,1,Mike Hillyer,11.98
5.99,337,JERRY JORDON,1,0,1,Mike Hillyer,5.99
5.99,34,REBECCA SCOTT,1,0,2,Jon Stephens,5.99
5.99,342,HAROLD MARTINO,1,0,2,Jon Stephens,5.99
5.99,348,ROGER QUINTANILLA,2,0,1,Mike Hillyer,11.98
5.99,351,JACK FOUST,1,0,2,Jon Stephens,5.99
5.99,353,JONATHAN SCARBOROUGH,3,0,2,Jon Stephens,17.97
5.99,378,EUGENE CULPEPPER,1,0,1,Mike Hillyer,5.99
5.99,378,EUGENE CULPEPPER,3,0,2,Jon Stephens,17.97
5.99,379,CARLOS COUGHLIN,3,0,1,Mike Hillyer,17.97
5.99,393,PHILIP CAUSEY,2,0,1,Mike Hillyer,11.98
5.99,397,JIMMY SCHRADER,1,0,1,Mike Hillyer,5.99
5.99,399,DANNY ISOM,1,0,1,Mike Hillyer,5.99
5.99,448,MIGUEL BETANCOURT,1,0,1,Mike Hillyer,5.99
5.99,47,FRANCES PARKER,1,0,2,Jon Stephens,5.99
5.99,47,FRANCES PARKER,2,0,1,Mike Hillyer,11.98
5.99,478,LEWIS LYMAN,4,0,2,Jon Stephens,23.96
5.99,501,RUBEN GEARY,1,0,2,Jon Stephens,5.99
5.99,537,CLINTON BUFORD,2,0,1,Mike Hillyer,11.98
5.99,537,CLINTON BUFORD,2,0,2,Jon Stephens,11.98
5.99,556,ARMANDO GRUBER,2,0,1,Mike Hillyer,11.98
5.99,565,JAIME NETTLES,2,0,1,Mike Hillyer,11.98
5.99,569,DAVE GARDINER,1,0,2,Jon Stephens,5.99
5.99,571,JOHNNIE CHISHOLM,4,0,1,Mike Hillyer,23.96
5.99,573,BYRON BOX,1,0,2,Jon Stephens,5.99
5.99,574,JULIAN VEST,1,0,2,Jon Stephens,5.99
5.99,576,MORRIS MCCARTER,4,0,2,Jon Stephens,23.96
5.99,578,WILLARD LUMPKIN,2,0,2,Jon Stephens,11.98
5.99,579,DARYL LARUE,1,0,2,Jon Stephens,5.99
5.99,599,AUSTIN CINTRON,2,0,2,Jon Stephens,11.98
5.99,62,JOAN COOPER,2,0,2,Jon Stephens,11.98
5.99,75,TAMMY SANDERS,2,0,2,Jon Stephens,11.98
5.99,75,TAMMY SANDERS,3,0,1,Mike Hillyer,17.97
5.99,8,SUSAN WILSON,1,0,1,Mike Hillyer,5.99
5.99,83,LOUISE JENKINS,2,0,1,Mike Hillyer,11.98
5.99,84,SARA PERRY,1,0,1,Mike Hillyer,5.99
5.99,87,WANDA PATTERSON,3,0,2,Jon Stephens,17.97
6.24,466,LEO EBERT,4,0,2,Jon Stephens,24.96
6.24,550,GUY BROWNLEE,4,0,1,Mike Hillyer,24.96
6.32,176,JUNE CARROLL,6,1,1,Mike Hillyer,37.94
6.32,21,MICHELLE CLARK,3,0,1,Mike Hillyer,18.97
6.32,273,PRISCILLA LOWE,3,0,2,Jon Stephens,18.97
6.32,3,LINDA WILLIAMS,3,0,1,Mike Hillyer,18.97
6.32,341,PETER MENARD,3,0,2,Jon Stephens,18.97
6.32,384,ERNEST STEPP,3,0,1,Mike Hillyer,18.97
6.32,511,CHESTER BENNER,3,0,2,Jon Stephens,18.97
6.32,554,DWAYNE OLVERA,3,0,1,Mike Hillyer,18.97
6.32,82,KATHRYN COLEMAN,3,0,1,Mike Hillyer,18.97
6.49,21,MICHELLE CLARK,2,0,2,Jon Stephens,12.98
6.49,24,KIMBERLY LEE,2,0,2,Jon Stephens,12.98
6.49,26,JESSICA HALL,4,0,1,Mike Hillyer,25.96
6.49,265,JENNIE TERRY,2,0,2,Jon Stephens,12.98
6.49,398,ANTONIO MEEK,2,0,2,Jon Stephens,12.98
6.49,456,RONNIE RICKETTS,2,0,2,Jon Stephens,12.98
6.49,558,JIMMIE EGGLESTON,4,0,2,Jon Stephens,25.96
6.49,592,TERRANCE ROUSH,2,0,2,Jon Stephens,12.98
6.49,65,ROSE HOWARD,2,0,1,Mike Hillyer,12.98
6.49,9,MARGARET MOORE,2,0,2,Jon Stephens,12.98
6.66,287,BECKY MILES,3,0,2,Jon Stephens,19.97
6.66,322,JASON MORRISSEY,3,0,2,Jon Stephens,19.97
6.66,403,MIKE WAY,3,0,1,Mike Hillyer,19.97
6.66,423,ALFRED CASILLAS,3,0,1,Mike Hillyer,19.97
6.66,506,LESLIE SEWARD,3,0,1,Mike Hillyer,19.97
6.99,111,CARMEN OWENS,1,0,1,Mike Hillyer,6.99
6.99,114,GRACE ELLIS,2,0,2,Jon Stephens,13.98
6.99,115,WENDY HARRISON,1,0,1,Mike Hillyer,6.99
6.99,155,GAIL KNIGHT,3,0,1,Mike Hillyer,20.97
6.99,158,VERONICA STONE,3,0,2,Jon Stephens,20.97
6.99,193,KATIE ELLIOTT,2,0,1,Mike Hillyer,13.98
6.99,201,VICKI FIELDS,1,0,2,Jon Stephens,6.99
6.99,222,DELORES HANSEN,1,0,2,Jon Stephens,6.99
6.99,286,VELMA LUCAS,2,0,1,Mike Hillyer,13.98
6.99,3,LINDA WILLIAMS,1,0,2,Jon Stephens,6.99
6.99,309,CHRISTOPHER GRECO,3,0,2,Jon Stephens,20.97
6.99,331,ERIC ROBERT,1,0,2,Jon Stephens,6.99
6.99,349,JOE GILLILAND,1,0,2,Jon Stephens,6.99
6.99,370,WAYNE TRUONG,1,0,2,Jon Stephens,6.99
6.99,390,SHAWN HEATON,2,0,1,Mike Hillyer,13.98
6.99,398,ANTONIO MEEK,1,0,1,Mike Hillyer,6.99
6.99,414,VINCENT RALSTON,3,0,1,Mike Hillyer,20.97
6.99,424,KYLE SPURLOCK,1,0,1,Mike Hillyer,6.99
6.99,425,FRANCIS SIKES,1,0,1,Mike Hillyer,6.99
6.99,454,ALEX GRESHAM,5,1,2,Jon Stephens,34.95
6.99,472,GREG ROBINS,1,0,2,Jon Stephens,6.99
6.99,477,DAN PAINE,3,0,1,Mike Hillyer,20.97
6.99,483,VERNON CHAPA,2,0,1,Mike Hillyer,13.98
6.99,497,GILBERT SLEDGE,2,0,2,Jon Stephens,13.98
6.99,505,RAFAEL ABNEY,2,0,1,Mike Hillyer,13.98
6.99,520,MITCHELL WESTMORELAND,1,0,2,Jon Stephens,6.99
6.99,533,JESSIE MILAM,1,0,2,Jon Stephens,6.99
6.99,54,TERESA ROGERS,1,0,2,Jon Stephens,6.99
6.99,541,DARREN WINDHAM,1,0,1,Mike Hillyer,6.99
6.99,557,FELIX GAFFNEY,1,0,2,Jon Stephens,6.99
6.99,56,GLORIA COOK,1,0,2,Jon Stephens,6.99
6.99,569,DAVE GARDINER,1,0,1,Mike Hillyer,6.99
6.99,589,TRACY HERRMANN,2,0,2,Jon Stephens,13.98
7.32,178,MARION SNYDER,3,0,1,Mike Hillyer,21.97
7.32,347,RYAN SALISBURY,3,0,1,Mike Hillyer,21.97
7.49,388,CRAIG MORRELL,2,0,2,Jon Stephens,14.98
7.49,409,RODNEY MOELLER,2,0,2,Jon Stephens,14.98
7.49,467,ALVIN DELOACH,2,0,2,Jon Stephens,14.98
7.49,519,RON DELUCA,2,0,2,Jon Stephens,14.98
7.49,550,GUY BROWNLEE,2,0,2,Jon Stephens,14.98
7.49,78,LORI WOOD,2,0,2,Jon Stephens,14.98
7.99,119,SHERRY MARSHALL,1,0,1,Mike Hillyer,7.99
7.99,128,MARJORIE TUCKER,1,0,2,Jon Stephens,7.99
7.99,134,EMMA BOYD,2,0,1,Mike Hillyer,15.98
7.99,138,HAZEL WARREN,1,0,1,Mike Hillyer,7.99
7.99,141,DEBBIE REYES,2,0,2,Jon Stephens,15.98
7.99,179,DANA HART,1,0,2,Jon Stephens,7.99
7.99,211,STACEY MONTGOMERY,2,0,2,Jon Stephens,15.98
7.99,225,ARLENE HARVEY,1,0,2,Jon Stephens,7.99
7.99,25,DEBORAH WALKER,2,0,2,Jon Stephens,15.98
7.99,251,VICKIE BREWER,1,0,2,Jon Stephens,7.99
7.99,259,LENA JENSEN,1,0,1,Mike Hillyer,7.99
7.99,287,BECKY MILES,1,0,1,Mike Hillyer,7.99
7.99,313,DONALD MAHON,1,0,1,Mike Hillyer,7.99
7.99,41,STEPHANIE MITCHELL,1,0,2,Jon Stephens,7.99
7.99,453,CALVIN MARTEL,1,0,1,Mike Hillyer,7.99
7.99,462,WARREN SHERROD,2,0,2,Jon Stephens,15.98
7.99,467,ALVIN DELOACH,2,0,1,Mike Hillyer,15.98
7.99,474,DUSTIN GILLETTE,1,0,2,Jon Stephens,7.99
7.99,501,RUBEN GEARY,1,0,1,Mike Hillyer,7.99
7.99,57,EVELYN MORGAN,1,0,2,Jon Stephens,7.99
7.99,585,PERRY SWAFFORD,1,0,2,Jon Stephens,7.99
7.99,89,JULIA FLORES,1,0,2,Jon Stephens,7.99
8.49,523,HARVEY GUAJARDO,2,0,1,Mike Hillyer,16.98
8.49,590,SETH HANNON,2,0,1,Mike Hillyer,16.98
8.99,110,TIFFANY JORDAN,1,0,2,Jon Stephens,8.99
8.99,164,JOANN GARDNER,1,0,1,Mike Hillyer,8.99
8.99,17,DONNA THOMPSON,1,0,1,Mike Hillyer,8.99
8.99,18,CAROL GARCIA,1,0,1,Mike Hillyer,8.99
8.99,222,DELORES HANSEN,1,0,1,Mike Hillyer,8.99
8.99,232,CONSTANCE REID,1,0,1,Mike Hillyer,8.99
8.99,262,PATSY DAVIDSON,1,0,2,Jon Stephens,8.99
8.99,289,VIOLET RODRIQUEZ,2,0,1,Mike Hillyer,17.98
8.99,33,ANNA HILL,1,0,2,Jon Stephens,8.99
8.99,474,DUSTIN GILLETTE,1,0,1,Mike Hillyer,8.99
8.99,485,CLYDE TOBIAS,1,0,1,Mike Hillyer,8.99
8.99,510,BEN EASTER,1,0,1,Mike Hillyer,8.99
8.99,547,KURT EMMONS,1,0,2,Jon Stephens,8.99
8.99,553,MAX PITT,1,0,1,Mike Hillyer,8.99
8.99,80,MARILYN ROSS,1,0,2,Jon Stephens,8.99
9.99,131,MONICA HICKS,1,0,1,Mike Hillyer,9.99
9.99,274,NAOMI JENNINGS,1,0,2,Jon Stephens,9.99
9.99,436,TROY QUIGLEY,1,0,1,Mike Hillyer,9.99
9.99,469,WESLEY BULL,1,0,1,Mike Hillyer,9.99
9.99,492,LESTER KRAUS,1,0,1,Mike Hillyer,9.99
