customer_id,customer_first_name,customer_last_name,country,city,payment_date,payment_count,daily_sum,prev30_avg_daily_sum,deviation_from_average,risk_rank
103,GLADYS,HAMILTON,Nigeria,Ilorin,2005-07-07,3,11.97,0.66,11.31,579
503,ANGEL,BARCLAY,Japan,Ueda,2005-08-23,4,12.96,1.66,11.3,580
41,STEPHANIE,MITCHELL,Armenia,Yerevan,2005-07-27,3,11.97,0.7,11.27,581
410,CURTIS,IRBY,Canada,Richmond Hill,2005-08-21,3,13.97,2.73,11.24,582
403,MIKE,WAY,India,Valparai,2005-07-11,3,12.97,1.73,11.24,583
416,JEFFERY,PINSON,Pakistan,Dadu,2005-07-29,3,11.97,0.73,11.24,584
29,ANGELA,HERNANDEZ,Japan,Shimonoseki,2005-07-27,3,11.97,0.73,11.24,585
104,RITA,GRAHAM,France,Toulon,2005-08-19,4,11.96,0.73,11.23,586
167,SALLY,PIERCE,India,Chandrapur,2005-07-09,4,11.96,0.73,11.23,587
532,NEIL,RENNER,Vietnam,Cam Ranh,2005-08-02,3,13.97,2.76,11.21,588
436,TROY,QUIGLEY,Canada,Vancouver,2005-08-20,4,13.96,2.76,11.2,589
392,SEAN,DOUGLASS,Ethiopia,Addis Abeba,2005-08-21,3,12.97,1.8,11.17,590
447,CLIFFORD,BOWENS,Russian Federation,Nabereznyje Telny,2005-08-02,3,12.97,1.8,11.17,591
570,IVAN,CROMWELL,Mexico,Monclova,2005-07-30,3,11.97,0.8,11.17,592
152,ALICIA,MILLS,India,Nagaon,2005-08-19,3,11.97,0.8,11.17,593
342,HAROLD,MARTINO,Brazil,Boa Vista,2005-08-20,3,12.97,1.83,11.14,594
63,ASHLEY,RICHARDSON,United States,Lincoln,2005-08-22,3,12.97,1.83,11.14,595
348,ROGER,QUINTANILLA,Taiwan,Hsichuh,2005-07-29,3,12.97,1.83,11.14,596
482,MAURICE,CRAWLEY,Mexico,Coatzacoalcos,2005-08-23,3,12.97,1.86,11.11,597
259,LENA,JENSEN,India,Halisahar,2005-08-19,3,12.97,1.86,11.11,598
433,DON,BONE,Mozambique,Naala-Porto,2005-07-12,3,11.97,0.87,11.11,599
327,LARRY,THRASHER,Turkey,Adana,2005-08-22,3,11.97,0.9,11.07,600
10,DOROTHY,TAYLOR,Iran,Esfahan,2005-07-09,3,11.97,0.9,11.07,601
446,THEODORE,CULP,India,Uluberia,2005-07-27,3,11.97,0.9,11.07,602
442,LEROY,BUSTAMANTE,China,Tongliao,2005-07-07,3,11.97,0.9,11.07,603
257,MARSHA,DOUGLAS,Mozambique,Beira,2005-07-29,3,12.97,1.96,11.01,604
132,ESTHER,CRAWFORD,South Africa,Botshabelo,2005-07-08,3,11.97,0.96,11.01,605
414,VINCENT,RALSTON,Mexico,Allende,2005-07-31,3,11.97,0.96,11.01,606
390,SHAWN,HEATON,Thailand,Nakhon Sawan,2005-07-07,3,11.97,0.96,11.01,607
87,WANDA,PATTERSON,Colombia,Sincelejo,2005-08-20,3,12.97,2.03,10.94,608
403,MIKE,WAY,India,Valparai,2005-08-01,3,12.97,2.06,10.91,609
317,EDWARD,BAUGH,Faroe Islands,Trshavn,2005-08-22,3,12.97,2.1,10.88,610
314,GEORGE,LINTON,Brazil,Sorocaba,2005-07-28,3,11.97,1.1,10.87,611
292,MISTY,LAMBERT,United Arab Emirates,Sharja,2005-07-27,3,11.97,1.1,10.87,612
33,ANNA,HILL,Italy,Alessandria,2005-08-20,3,11.97,1.1,10.87,612
233,LILLIE,KIM,Egypt,Idfu,2005-06-18,3,10.97,0.1,10.87,614
1,MARY,SMITH,Japan,Sasebo,2005-07-28,4,11.96,1.1,10.86,615
184,VIVIAN,RUIZ,Netherlands,s-Hertogenbosch,2005-08-19,3,11.97,1.13,10.84,616
380,RUSSELL,BRINSON,Poland,Tychy,2005-06-17,3,10.97,0.13,10.84,617
438,BARRY,LOVELACE,Zambia,Kitwe,2005-07-27,3,11.97,1.16,10.81,618
348,ROGER,QUINTANILLA,Taiwan,Hsichuh,2005-08-20,4,12.96,2.16,10.8,619
138,HAZEL,WARREN,China,Hohhot,2005-07-31,3,11.97,1.2,10.77,620
126,ELLEN,SIMPSON,Brazil,Po,2005-08-19,3,11.97,1.2,10.77,621
72,THERESA,WATSON,Philippines,Taguig,2005-07-09,3,10.97,0.2,10.77,622
31,BRENDA,WRIGHT,India,Kamarhati,2005-07-27,4,11.96,1.2,10.76,623
382,VICTOR,BARKLEY,United States,Manchester,2005-06-18,4,10.96,0.2,10.76,624
406,NATHAN,RUNYON,"Virgin Islands, U.S.",Charlotte Amalie,2005-08-21,3,12.97,2.23,10.74,625
211,STACEY,MONTGOMERY,China,Fuyu,2005-08-18,3,11.97,1.23,10.74,626
546,KELLY,KNOTT,China,Sanya,2005-08-22,3,11.97,1.23,10.74,626
342,HAROLD,MARTINO,Brazil,Boa Vista,2005-08-21,3,12.97,2.26,10.71,628
360,RALPH,MADRIGAL,Puerto Rico,Arecibo,2005-08-19,3,12.97,2.26,10.71,629
329,FRANK,WAGGONER,Bangladesh,Jamalpur,2005-08-22,3,12.97,2.26,10.71,629
131,MONICA,HICKS,Ukraine,Mukateve,2005-08-18,3,11.97,1.26,10.71,631
503,ANGEL,BARCLAY,Japan,Ueda,2005-08-22,4,11.96,1.26,10.7,632
583,MARSHALL,THORN,United Kingdom,Southampton,2005-08-01,3,12.97,2.3,10.67,633
530,DARRYL,ASHCRAFT,Argentina,Ezeiza,2005-07-27,3,10.97,0.3,10.67,634
591,KENT,ARSENAULT,Brazil,Juiz de Fora,2005-08-19,3,12.97,2.33,10.64,635
57,EVELYN,MORGAN,Liechtenstein,Vaduz,2005-07-12,3,11.97,1.33,10.64,636
579,DARYL,LARUE,Iraq,Mosul,2005-07-30,3,11.97,1.33,10.64,637
346,ARTHUR,SIMPKINS,Russian Federation,Maikop,2005-07-31,3,12.97,2.36,10.61,638
30,MELISSA,KING,Taiwan,Lungtan,2005-07-11,3,11.97,1.36,10.61,639
356,GERALD,FULTZ,India,Satna,2005-08-17,3,11.97,1.36,10.61,639
238,NELLIE,GARRETT,India,Shimoga,2005-08-17,3,11.97,1.36,10.61,641
15,HELEN,HARRIS,India,Bhopal,2005-08-02,4,11.96,1.36,10.6,642
535,JAVIER,ELROD,Chad,NDjamna,2005-08-18,5,11.95,1.36,10.59,643
529,ERIK,GUILLEN,India,Bhimavaram,2005-07-30,3,11.97,1.4,10.57,644
360,RALPH,MADRIGAL,Puerto Rico,Arecibo,2005-07-28,3,11.97,1.4,10.57,645
345,CARL,ARTIS,Paraguay,San Lorenzo,2005-07-07,3,10.97,0.4,10.57,646
581,VIRGIL,WOFFORD,Mexico,Jos Azueta,2005-07-07,3,10.97,0.4,10.57,647
372,STEVE,MACKENZIE,Indonesia,Probolinggo,2005-07-09,3,10.97,0.4,10.57,647
335,GREGORY,MAULDIN,Tunisia,Sousse,2005-07-30,3,11.97,1.46,10.51,649
363,ROY,WHITING,Kenya,Nyeri,2005-07-29,3,11.97,1.46,10.51,650
219,WILLIE,HOWELL,Argentina,Vicente Lpez,2005-07-09,3,10.97,0.47,10.5,651
119,SHERRY,MARSHALL,Egypt,Shubra al-Khayma,2005-08-01,3,11.97,1.5,10.47,652
68,NICOLE,PETERSON,India,Shivapuri,2005-06-19,3,10.97,0.5,10.47,653
362,NICHOLAS,BARFIELD,Brazil,Belm,2005-07-29,4,11.96,1.5,10.46,654
557,FELIX,GAFFNEY,Lithuania,Vilnius,2005-07-12,4,10.96,0.5,10.46,655
186,HOLLY,FOX,India,Haldia,2005-08-20,3,11.97,1.53,10.44,656
53,HEATHER,MORRIS,Japan,Nagareyama,2005-08-21,3,11.97,1.53,10.44,657
459,TOMMY,COLLAZO,Iran,Qomsheh,2005-07-31,3,12.97,2.56,10.41,658
168,REGINA,BERRY,China,Jinchang,2005-07-30,3,11.97,1.56,10.41,659
74,DENISE,KELLY,Brazil,Rio Claro,2005-07-10,3,10.97,0.57,10.41,660
157,DARLENE,ROSE,North Korea,Pyongyang,2005-07-27,3,10.97,0.57,10.41,660
32,AMY,LOPEZ,India,Jhansi,2005-08-20,3,11.97,1.6,10.37,662
450,JAY,ROBB,Indonesia,Surakarta,2005-08-20,3,10.97,0.6,10.37,663
478,LEWIS,LYMAN,Israel,Ashqelon,2005-07-31,3,10.97,0.6,10.37,664
406,NATHAN,RUNYON,"Virgin Islands, U.S.",Charlotte Amalie,2005-07-30,5,11.95,1.6,10.35,665
151,MEGAN,PALMER,China,Laiwu,2005-07-31,3,10.97,0.63,10.34,666
502,BRETT,CORNWELL,India,Siliguri (Shiliguri),2005-08-02,5,12.95,2.63,10.32,667
235,JACKIE,LYNCH,Colombia,Buenaventura,2005-07-31,3,11.97,1.7,10.27,668
273,PRISCILLA,LOWE,Mexico,Salamanca,2005-07-30,3,11.97,1.7,10.27,669
9,MARGARET,MOORE,Oman,Masqat,2005-08-18,3,10.97,0.73,10.24,670
330,SCOTT,SHELLEY,United States,Aurora,2005-07-06,3,10.97,0.73,10.24,671
289,VIOLET,RODRIQUEZ,Hong Kong,Kowloon and New Kowloon,2005-08-18,3,10.97,0.73,10.24,671
91,LOIS,BUTLER,Brunei,Bandar Seri Begawan,2005-08-19,3,10.97,0.76,10.21,673
371,BILLY,POULIN,Philippines,Cabuyao,2005-08-19,3,11.97,1.76,10.21,674
485,CLYDE,TOBIAS,China,Shaoguan,2005-07-09,3,10.97,0.76,10.21,675
418,JEFF,EAST,Dominican Republic,San Felipe de Puerto Plata,2005-08-02,4,11.96,1.76,10.2,676
334,RAYMOND,MCWHORTER,Azerbaijan,Sumqayit,2005-08-01,3,11.97,1.8,10.17,677
434,EDDIE,TOMLIN,Philippines,Ozamis,2005-07-27,3,10.97,0.8,10.17,678
386,TODD,TAN,Ukraine,Kamjanets-Podilskyi,2005-08-01,3,11.97,1.83,10.14,679
285,MIRIAM,MCKINNEY,Japan,Otsu,2005-08-18,3,11.97,1.86,10.11,680
409,RODNEY,MOELLER,Nigeria,Deba Habe,2005-07-09,3,10.97,0.87,10.1,681
595,TERRENCE,GUNDERSON,China,Jinzhou,2005-07-30,4,11.96,1.86,10.1,682
320,ANTHONY,SCHWAB,American Samoa,Tafuna,2005-07-29,3,10.97,0.93,10.04,683
510,BEN,EASTER,Russian Federation,Kamyin,2005-06-19,3,10.97,0.93,10.04,684
58,JEAN,BELL,Malaysia,Kuching,2005-07-31,3,10.97,0.93,10.04,684
473,JORGE,OLIVARES,Indonesia,Lhokseumawe,2005-08-21,4,11.96,1.93,10.03,686
42,CAROLYN,PEREZ,Thailand,Pak Kret,2005-07-28,3,10.97,0.96,10.01,687
295,DAISY,BATES,Russian Federation,Kolpino,2005-07-11,3,11.97,1.99,9.98,688
120,SYLVIA,ORTIZ,Colombia,Dos Quebradas,2005-07-07,3,10.97,1.0,9.97,689
138,HAZEL,WARREN,China,Hohhot,2005-08-21,3,11.97,2.03,9.94,690
306,CHARLES,KOWALSKI,Malaysia,Sungai Petani,2005-08-02,3,11.97,2.03,9.94,691
125,ETHEL,WEBB,South Africa,Boksburg,2005-07-29,3,10.97,1.03,9.94,692
302,MICHAEL,SILVERMAN,China,Tiefa,2005-07-29,3,10.97,1.03,9.94,692
467,ALVIN,DELOACH,Mexico,Cuauhtmoc,2005-07-07,3,10.97,1.03,9.94,694
129,CARRIE,PORTER,China,Liaocheng,2005-06-19,3,9.97,0.03,9.94,695
236,MARCIA,DEAN,Philippines,Tanza,2005-07-27,3,10.97,1.06,9.91,696
508,MILTON,HOWLAND,India,Vijayawada,2005-07-31,3,11.97,2.1,9.87,697
580,ROSS,GREY,Philippines,Iligan,2005-07-30,3,10.97,1.1,9.87,698
561,IAN,STILL,United States,Garland,2005-08-02,3,10.97,1.1,9.87,699
520,MITCHELL,WESTMORELAND,Vietnam,Nha Trang,2005-08-23,3,11.97,2.13,9.84,700
172,BERNICE,WILLIS,Turkey,Batman,2005-08-19,3,11.97,2.13,9.84,701
450,JAY,ROBB,Indonesia,Surakarta,2005-08-22,3,10.97,1.13,9.84,702
576,MORRIS,MCCARTER,Taiwan,Fengshan,2005-07-06,3,10.97,1.13,9.84,703
346,ARTHUR,SIMPKINS,Russian Federation,Maikop,2005-08-02,3,12.97,3.16,9.81,704
521,ROLAND,SOUTH,China,Yingkou,2005-08-21,3,10.97,1.16,9.81,705
351,JACK,FOUST,Russian Federation,Zeleznogorsk,2005-08-23,3,10.97,1.16,9.81,706
229,TAMARA,NGUYEN,Brazil,Anpolis,2005-06-21,3,9.97,0.17,9.8,707
168,REGINA,BERRY,China,Jinchang,2005-07-29,3,10.97,1.2,9.77,708
289,VIOLET,RODRIQUEZ,Hong Kong,Kowloon and New Kowloon,2005-07-27,3,10.97,1.2,9.77,709
539,MATHEW,BOLIN,Venezuela,Valencia,2005-06-15,3,9.97,0.2,9.77,710
260,CHRISTY,VARGAS,China,Datong,2005-08-20,4,10.96,1.2,9.76,711
408,MANUEL,MURRELL,Sri Lanka,Jaffna,2005-08-23,3,11.97,2.23,9.74,712
161,GERALDINE,PERKINS,Israel,Tel Aviv-Jaffa,2005-05-28,3,9.97,0.23,9.74,713
160,ERIN,DUNN,Russian Federation,Ljubertsy,2005-08-23,3,11.97,2.26,9.71,714
594,EDUARDO,HIATT,China,Jining,2005-07-29,3,10.97,1.26,9.71,715
302,MICHAEL,SILVERMAN,China,Tiefa,2005-07-10,4,9.96,0.27,9.69,716
276,BRANDY,GRAVES,United States,Warren,2005-08-23,3,11.97,2.29,9.68,717
128,MARJORIE,TUCKER,Poland,Jastrzebie-Zdrj,2005-08-19,4,10.96,1.3,9.66,718
42,CAROLYN,PEREZ,Thailand,Pak Kret,2005-07-29,3,10.97,1.33,9.64,719
67,KELLY,TORRES,China,Xiangtan,2005-08-20,3,10.97,1.33,9.64,720
1,MARY,SMITH,Japan,Sasebo,2005-08-22,3,10.97,1.4,9.58,721
141,DEBBIE,REYES,Japan,Fukuyama,2005-08-01,3,10.97,1.4,9.57,722
569,DAVE,GARDINER,China,Leshan,2005-07-30,3,9.97,0.43,9.54,723
597,FREDDIE,DUGGAN,Peru,Sullana,2005-08-19,3,10.97,1.46,9.51,724
69,JUDY,GRAY,Algeria,Bchar,2005-08-17,3,9.97,0.47,9.5,725
332,STEPHEN,QUALLS,Bangladesh,Dhaka,2005-07-09,5,9.95,0.47,9.48,726
584,SALVADOR,TEEL,Gambia,Banjul,2005-08-02,3,10.97,1.5,9.47,727
430,RAY,HOULE,Russian Federation,Dzerzinsk,2005-08-20,3,9.97,0.5,9.47,728
122,THELMA,MURRAY,Peru,Lima,2005-06-18,3,9.97,0.5,9.47,729
186,HOLLY,FOX,India,Haldia,2005-07-30,3,9.97,0.5,9.47,729
230,JOY,GEORGE,Romania,Botosani,2005-08-17,3,10.97,1.53,9.44,731
106,CONNIE,WALLACE,Russian Federation,Ivanovo,2005-07-27,3,9.97,0.53,9.44,732
40,AMANDA,CARTER,Morocco,Nador,2005-08-19,3,10.97,1.56,9.41,733
127,ELAINE,STEVENS,Russian Federation,Smolensk,2005-08-19,3,10.97,1.56,9.41,734
566,CASEY,MENA,Turkey,Tokat,2005-07-06,3,9.97,0.57,9.4,735
295,DAISY,BATES,Russian Federation,Kolpino,2005-07-09,3,10.97,1.63,9.34,736
254,MAXINE,SILVA,Brazil,Poos de Caldas,2005-07-09,3,9.97,0.63,9.34,737
204,ROSEMARY,SCHMIDT,Turkey,Usak,2005-07-12,3,10.97,1.66,9.31,738
499,MARC,OUTLAW,Italy,Brindisi,2005-07-09,3,9.97,0.67,9.31,739
487,HECTOR,POINDEXTER,Russian Federation,Pjatigorsk,2005-07-29,3,9.97,0.7,9.27,740
73,BEVERLY,BROOKS,Taiwan,Chiayi,2005-08-02,3,10.97,1.73,9.24,741
577,CLIFTON,MALCOLM,Taiwan,Tanshui,2005-08-01,3,10.97,1.76,9.21,742
237,TANYA,GILBERT,South Korea,Naju,2005-07-31,4,10.96,1.8,9.16,743
211,STACEY,MONTGOMERY,China,Fuyu,2005-08-22,3,10.97,1.83,9.14,744
167,SALLY,PIERCE,India,Chandrapur,2005-08-23,3,10.97,1.86,9.11,745
389,ALAN,KAHN,China,Emeishan,2005-08-02,3,10.97,1.86,9.11,746
126,ELLEN,SIMPSON,Brazil,Po,2005-08-17,3,9.97,0.87,9.11,747
215,JESSIE,BANKS,Bulgaria,Stara Zagora,2005-08-23,4,9.96,0.86,9.1,748
198,ELSIE,KELLEY,Nigeria,Ikerre,2005-07-27,3,9.97,0.9,9.07,749
107,FLORENCE,WOODS,Argentina,Merlo,2005-06-20,4,9.96,0.9,9.06,750
181,ANA,BRADLEY,United States,Memphis,2005-08-18,3,11.97,2.93,9.04,751
244,VIOLA,HANSON,Philippines,Lapu-Lapu,2005-07-10,3,9.97,0.93,9.04,752
131,MONICA,HICKS,Ukraine,Mukateve,2005-07-10,3,9.97,0.93,9.04,753
562,WALLACE,SLONE,Nigeria,Sokoto,2005-07-27,3,9.97,0.93,9.04,753
148,ELEANOR,HUNT,Runion,Saint-Denis,2005-07-31,3,11.97,2.96,9.01,755
565,JAIME,NETTLES,Peru,Hunuco,2005-08-19,3,10.97,1.96,9.01,756
309,CHRISTOPHER,GRECO,Italy,Brescia,2005-07-29,3,10.97,1.96,9.01,757
592,TERRANCE,ROUSH,Hungary,Szkesfehrvr,2005-07-27,3,9.97,1.06,8.91,758
362,NICHOLAS,BARFIELD,Brazil,Belm,2005-07-27,3,9.97,1.06,8.91,759
39,DEBRA,NELSON,Brazil,Vila Velha,2005-07-31,3,10.97,2.1,8.87,760
177,SAMANTHA,DUNCAN,Mexico,Matamoros,2005-06-16,3,8.97,0.1,8.87,761
459,TOMMY,COLLAZO,Iran,Qomsheh,2005-06-17,3,8.97,0.1,8.87,761
144,CLARA,SHAW,Belarus,Molodetno,2005-08-01,3,11.97,3.13,8.84,763
157,DARLENE,ROSE,North Korea,Pyongyang,2005-08-19,3,10.97,2.13,8.84,764
173,AUDREY,RAY,Austria,Graz,2005-07-10,3,9.97,1.13,8.84,765
167,SALLY,PIERCE,India,Chandrapur,2005-07-29,4,9.96,1.13,8.83,766
91,LOIS,BUTLER,Brunei,Bandar Seri Begawan,2005-08-22,3,9.97,1.16,8.81,767
573,BYRON,BOX,Kazakstan,Zhezqazghan,2005-08-17,3,9.97,1.16,8.81,768
243,LYDIA,BURKE,Argentina,San Miguel de Tucumn,2005-08-21,4,9.96,1.16,8.8,769
414,VINCENT,RALSTON,Mexico,Allende,2005-07-12,3,9.97,1.2,8.77,770
442,LEROY,BUSTAMANTE,China,Tongliao,2005-08-19,3,9.97,1.23,8.74,771
380,RUSSELL,BRINSON,Poland,Tychy,2005-08-22,3,10.97,2.26,8.71,772
220,CHARLENE,ALVAREZ,Tanzania,Zanzibar,2005-08-19,3,10.97,2.26,8.71,773
278,BILLIE,HORTON,Turkey,Inegl,2005-08-01,3,9.97,1.26,8.71,774
564,BOB,PFEIFFER,China,Xintai,2005-08-01,3,9.97,1.26,8.71,774
504,NATHANIEL,ADAM,United States,Joliet,2005-07-28,3,9.97,1.26,8.71,776
596,ENRIQUE,FORSYTHE,Greece,Patras,2005-07-11,3,8.97,0.27,8.7,777
577,CLIFTON,MALCOLM,Taiwan,Tanshui,2005-08-23,3,10.97,2.3,8.68,778
97,ANNIE,RUSSELL,Mozambique,Tete,2005-07-06,3,8.97,0.3,8.67,779
225,ARLENE,HARVEY,India,Ambattur,2005-07-31,3,10.97,2.33,8.64,780
304,DAVID,ROYAL,Peru,Callao,2005-07-10,3,9.97,1.33,8.64,781
161,GERALDINE,PERKINS,Israel,Tel Aviv-Jaffa,2005-08-01,3,9.97,1.4,8.57,782
279,DIANNE,SHELTON,Iran,Tabriz,2005-06-21,3,8.97,0.4,8.57,783
102,CRYSTAL,FORD,Israel,Ashdod,2005-07-06,3,8.97,0.4,8.57,784
286,VELMA,LUCAS,Nigeria,Effon-Alaiye,2005-07-27,4,9.96,1.4,8.56,785
351,JACK,FOUST,Russian Federation,Zeleznogorsk,2005-07-08,3,8.97,0.43,8.54,786
79,RACHEL,BARNES,Japan,Kamakura,2005-07-31,3,9.97,1.46,8.51,787
241,HEIDI,LARSON,China,Xiangfan,2005-07-09,3,8.97,0.46,8.51,788
488,SHANE,MILLARD,Mexico,La Paz,2005-08-22,3,9.97,1.5,8.47,789
385,PHILLIP,HOLM,Japan,Tama,2005-08-01,3,9.97,1.5,8.47,790
436,TROY,QUIGLEY,Canada,Vancouver,2005-07-08,3,8.97,0.5,8.47,791
533,JESSIE,MILAM,China,Binzhou,2005-07-29,4,9.96,1.5,8.46,792
60,MILDRED,BAILEY,India,Jaipur,2005-08-23,3,9.97,1.56,8.41,793
563,KEN,PREWITT,Romania,Bucuresti,2005-08-23,3,9.97,1.56,8.41,794
6,JENNIFER,DAVIS,United States,Laredo,2005-08-17,3,8.97,0.56,8.41,795
599,AUSTIN,CINTRON,China,Tieli,2005-08-21,3,8.97,0.57,8.4,796
588,MARION,OCAMPO,China,Weifang,2005-08-22,3,9.97,1.6,8.37,797
224,PEARL,GARZA,India,Jodhpur,2005-07-29,3,8.97,0.6,8.37,798
383,MARTIN,BALES,Angola,Namibe,2005-06-18,3,8.97,0.6,8.37,799
395,JOHNNY,TURPIN,Sudan,al-Qadarif,2005-08-23,3,8.97,0.63,8.34,800
36,KATHLEEN,ADAMS,Iran,Arak,2005-07-28,3,8.97,0.66,8.31,801
156,BERTHA,FERGUSON,Nigeria,Ondo,2005-07-10,3,8.97,0.67,8.31,802
552,HUGH,WALDROP,China,Haining,2005-07-28,3,8.97,0.67,8.3,803
36,KATHLEEN,ADAMS,Iran,Arak,2005-08-20,3,9.97,1.73,8.24,804
322,JASON,MORRISSEY,Argentina,Baha Blanca,2005-07-12,3,9.97,1.73,8.24,805
297,SHERRI,RHODES,India,Ahmadnagar,2005-08-17,3,8.97,0.73,8.24,806
596,ENRIQUE,FORSYTHE,Greece,Patras,2005-08-01,3,8.97,0.73,8.24,807
177,SAMANTHA,DUNCAN,Mexico,Matamoros,2005-08-01,3,8.97,0.76,8.21,808
99,EMILY,DIAZ,South Korea,Kimchon,2005-07-08,3,8.97,0.77,8.21,809
375,AARON,SELBY,"Congo, The Democratic Republic of the",Mwene-Ditu,2005-08-01,4,8.96,0.77,8.2,810
346,ARTHUR,SIMPKINS,Russian Federation,Maikop,2005-08-01,3,10.97,2.8,8.18,811
591,KENT,ARSENAULT,Brazil,Juiz de Fora,2005-07-28,3,9.97,1.8,8.17,812
229,TAMARA,NGUYEN,Brazil,Anpolis,2005-08-19,3,8.97,0.83,8.14,813
330,SCOTT,SHELLEY,United States,Aurora,2005-06-20,3,8.97,0.83,8.14,814
172,BERNICE,WILLIS,Turkey,Batman,2005-08-23,3,10.97,2.86,8.11,815
20,SHARON,ROBINSON,Pakistan,Mardan,2005-08-22,3,9.97,1.86,8.11,816
128,MARJORIE,TUCKER,Poland,Jastrzebie-Zdrj,2005-07-31,3,9.97,1.86,8.11,817
230,JOY,GEORGE,Romania,Botosani,2005-07-09,3,8.97,0.86,8.11,818
114,GRACE,ELLIS,Germany,Duisburg,2005-07-27,3,8.97,0.86,8.11,818
164,JOANN,GARDNER,Turkey,Tarsus,2005-07-12,3,8.97,0.9,8.07,820
334,RAYMOND,MCWHORTER,Azerbaijan,Sumqayit,2005-08-23,3,9.97,1.93,8.04,821
265,JENNIE,TERRY,Czech Republic,Olomouc,2005-07-29,3,9.97,1.93,8.04,822
481,HERMAN,DEVORE,Tanzania,Mwanza,2005-08-20,3,9.97,1.93,8.04,822
303,WILLIAM,SATTERFIELD,Yemen,Sanaa,2005-07-29,3,8.97,0.93,8.04,824
308,THOMAS,GRIGSBY,United States,Kansas City,2005-08-01,3,8.97,0.93,8.04,824
468,TIM,CARY,India,Bijapur,2005-08-23,4,10.96,2.93,8.03,826
391,CLARENCE,GAMEZ,Japan,Izumisano,2005-07-30,3,8.97,0.96,8.01,827
439,ALEXANDER,FENNELL,Italy,Bergamo,2005-07-29,3,8.97,0.96,8.01,828
123,SHANNON,FREEMAN,India,Varanasi (Benares),2005-08-23,3,9.97,2.0,7.97,829
513,DUANE,TUBBS,Nauru,Yangor,2005-08-02,3,9.97,2.03,7.94,830
574,JULIAN,VEST,Japan,Akishima,2005-06-16,3,7.97,0.03,7.94,831
475,PEDRO,CHESTNUT,Ukraine,ostka,2005-07-31,3,9.97,2.06,7.91,832
74,DENISE,KELLY,Brazil,Rio Claro,2005-08-20,3,8.97,1.06,7.91,833
96,DIANA,ALEXANDER,United States,Augusta-Richmond County,2005-07-10,3,8.97,1.1,7.87,834
551,CLAYTON,BARBEE,Brazil,Alvorada,2005-08-21,3,8.97,1.1,7.87,835
329,FRANK,WAGGONER,Bangladesh,Jamalpur,2005-06-17,3,7.97,0.1,7.87,836
207,GERTRUDE,CASTILLO,Greenland,Nuuk,2005-08-02,3,9.97,2.13,7.84,837
529,ERIK,GUILLEN,India,Bhimavaram,2005-07-07,3,7.97,0.13,7.84,838
220,CHARLENE,ALVAREZ,Tanzania,Zanzibar,2005-08-02,3,9.97,2.16,7.81,839
570,IVAN,CROMWELL,Mexico,Monclova,2005-07-31,3,8.97,1.2,7.77,840
88,BONNIE,HUGHES,South Korea,Cheju,2005-07-29,3,8.97,1.2,7.77,841
550,GUY,BROWNLEE,China,Zhoushan,2005-07-31,3,8.97,1.2,7.77,841
452,TOM,MILNER,United Arab Emirates,Abu Dhabi,2005-07-07,3,8.97,1.23,7.74,843
504,NATHANIEL,ADAM,United States,Joliet,2005-08-19,3,8.97,1.23,7.74,843
225,ARLENE,HARVEY,India,Ambattur,2005-07-11,3,8.97,1.23,7.74,845
403,MIKE,WAY,India,Valparai,2005-08-17,3,9.97,2.26,7.71,846
54,TERESA,ROGERS,Japan,Iwakuni,2005-08-19,3,8.97,1.3,7.67,847
560,JORDAN,ARCHULETA,Argentina,Avellaneda,2005-08-21,3,9.97,2.33,7.64,848
200,JEANNE,LAWSON,Turkmenistan,Ashgabat,2005-07-11,3,8.97,1.33,7.64,849
57,EVELYN,MORGAN,Liechtenstein,Vaduz,2005-07-31,3,8.97,1.36,7.61,850
15,HELEN,HARRIS,India,Bhopal,2005-08-18,3,8.97,1.36,7.61,851
409,RODNEY,MOELLER,Nigeria,Deba Habe,2005-07-28,3,8.97,1.36,7.61,852
122,THELMA,MURRAY,Peru,Lima,2005-07-28,3,8.97,1.4,7.57,853
241,HEIDI,LARSON,China,Xiangfan,2005-06-18,3,7.97,0.4,7.57,854
451,JIM,REA,Mexico,El Fuerte,2005-08-19,4,8.96,1.43,7.53,855
332,STEPHEN,QUALLS,Bangladesh,Dhaka,2005-08-22,3,9.97,2.46,7.51,856
132,ESTHER,CRAWFORD,South Africa,Botshabelo,2005-07-10,3,8.97,1.46,7.51,857
424,KYLE,SPURLOCK,China,Shanwei,2005-07-08,3,7.97,0.47,7.5,858
151,MEGAN,PALMER,China,Laiwu,2005-06-20,3,7.97,0.47,7.5,859
46,CATHERINE,CAMPBELL,Russian Federation,Moscow,2005-08-23,3,9.97,2.53,7.44,860
91,LOIS,BUTLER,Brunei,Bandar Seri Begawan,2005-07-30,3,8.97,1.53,7.44,861
361,LAWRENCE,LAWTON,Cameroon,Yaound,2005-07-12,3,7.97,0.56,7.41,862
94,NORMA,GONZALES,Philippines,Bislig,2005-08-22,3,7.97,0.6,7.37,863
555,DWIGHT,LOMBARDI,South Africa,Chatsworth,2005-08-18,3,8.97,1.63,7.34,864
8,SUSAN,WILSON,New Zealand,Hamilton,2005-07-07,3,7.97,0.67,7.3,865
35,VIRGINIA,GREEN,France,Toulouse,2005-08-21,3,8.97,1.7,7.27,866
77,JANE,BENNETT,Brazil,Araatuba,2005-08-02,4,7.96,0.7,7.26,867
