customer_id,customer_name,city_name,country_name,payment_date,payment_count,total_amount,max_payment,r_or_nc17_payment_share,country_amount_rank
433,DON BONE,Naala-Porto,Mozambique,2005-07-12,3,11.97,5.99,0.3333,7
97,ANNIE RUSSELL,Tete,Mozambique,2005-07-06,3,8.97,4.99,0.3333,18
256,MABEL HOLLAND,Monywa,Myanmar,2005-08-23,3,15.97,7.99,0.3333,1
256,MABEL HOLLAND,Monywa,Myanmar,2005-08-20,4,13.96,6.99,0.5,2
4,BARBARA JONES,Myingyan,Myanmar,2005-06-16,3,4.97,2.99,0.3333,19
513,DUANE TUBBS,Yangor,Nauru,2005-07-29,4,25.96,9.99,0.75,1
513,DUANE TUBBS,Yangor,Nauru,2005-08-22,4,24.96,7.99,0.75,2
513,DUANE TUBBS,Yangor,Nauru,2005-07-07,3,12.97,4.99,0.3333,3
513,DUANE TUBBS,Yangor,Nauru,2005-08-02,3,9.97,3.99,0.6667,5
321,KEVIN SCHULER,Birgunj,Nepal,2005-08-17,3,17.97,7.99,1.0,1
137,RHONDA KENNEDY,Apeldoorn,Netherlands,2005-07-30,4,20.96,7.99,0.75,1
137,RHONDA KENNEDY,Apeldoorn,Netherlands,2005-08-23,3,17.97,9.99,1.0,2
184,VIVIAN RUIZ,s-Hertogenbosch,Netherlands,2005-08-18,3,15.97,9.99,0.3333,4
474,DUSTIN GILLETTE,Emmen,Netherlands,2005-08-18,4,13.96,4.99,0.5,7
474,DUSTIN GILLETTE,Emmen,Netherlands,2005-07-08,5,12.95,4.99,0.4,9
184,VIVIAN RUIZ,s-Hertogenbosch,Netherlands,2005-08-19,3,11.97,5.99,0.3333,11
8,SUSAN WILSON,Hamilton,New Zealand,2005-07-07,3,7.97,3.99,0.3333,4
103,GLADYS HAMILTON,Ilorin,Nigeria,2005-08-23,5,25.95,8.99,0.6,1
198,ELSIE KELLEY,Ikerre,Nigeria,2005-08-17,6,22.94,6.99,0.0,2
280,TRACEY BARRETT,Owo,Nigeria,2005-08-19,3,20.97,9.99,0.0,3
280,TRACEY BARRETT,Owo,Nigeria,2005-07-29,5,20.95,7.99,0.2,4
80,MARILYN ROSS,Ife,Nigeria,2005-08-01,3,16.97,8.99,0.3333,7
198,ELSIE KELLEY,Ikerre,Nigeria,2005-07-12,3,14.97,4.99,0.0,10
284,SONIA GREGORY,Benin City,Nigeria,2005-07-27,3,14.97,6.99,0.3333,10
156,BERTHA FERGUSON,Ondo,Nigeria,2005-08-22,4,14.96,6.99,0.0,13
277,OLGA JIMENEZ,Ogbomosho,Nigeria,2005-06-21,3,13.97,5.99,0.0,15
232,CONSTANCE REID,Zaria,Nigeria,2005-07-29,3,12.97,4.99,0.3333,20
103,GLADYS HAMILTON,Ilorin,Nigeria,2005-07-07,3,11.97,6.99,0.0,26
232,CONSTANCE REID,Zaria,Nigeria,2005-07-28,4,11.96,4.99,0.5,28
409,RODNEY MOELLER,Deba Habe,Nigeria,2005-07-09,3,10.97,5.99,0.3333,33
198,ELSIE KELLEY,Ikerre,Nigeria,2005-07-27,3,9.97,5.99,0.3333,45
562,WALLACE SLONE,Sokoto,Nigeria,2005-07-27,3,9.97,3.99,0.0,45
286,VELMA LUCAS,Effon-Alaiye,Nigeria,2005-07-27,4,9.96,2.99,0.0,47
156,BERTHA FERGUSON,Ondo,Nigeria,2005-07-10,3,8.97,4.99,0.0,65
409,RODNEY MOELLER,Deba Habe,Nigeria,2005-07-28,3,8.97,4.99,0.0,65
157,DARLENE ROSE,Pyongyang,North Korea,2005-07-29,5,12.95,4.99,0.2,2
157,DARLENE ROSE,Pyongyang,North Korea,2005-07-27,3,10.97,4.99,1.0,3
157,DARLENE ROSE,Pyongyang,North Korea,2005-08-19,3,10.97,4.99,0.6667,3
498,GENE SANBORN,Salala,Oman,2005-07-27,3,16.97,6.99,0.3333,1
9,MARGARET MOORE,Masqat,Oman,2005-08-18,3,10.97,4.99,0.3333,3
416,JEFFERY PINSON,Dadu,Pakistan,2005-08-01,3,13.97,6.99,0.6667,1
25,DEBORAH WALKER,Shikarpur,Pakistan,2005-07-30,3,12.97,8.99,0.6667,4
20,SHARON ROBINSON,Mardan,Pakistan,2005-08-19,3,12.97,4.99,0.3333,4
416,JEFFERY PINSON,Dadu,Pakistan,2005-07-29,3,11.97,5.99,0.3333,6
20,SHARON ROBINSON,Mardan,Pakistan,2005-08-22,3,9.97,6.99,0.6667,12
416,JEFFERY PINSON,Dadu,Pakistan,2005-08-23,3,8.97,4.99,0.3333,20
25,DEBORAH WALKER,Shikarpur,Pakistan,2005-07-07,3,6.97,2.99,0.3333,34
416,JEFFERY PINSON,Dadu,Pakistan,2005-06-16,3,4.97,2.99,0.3333,59
226,MAUREEN LITTLE,Asuncin,Paraguay,2005-08-23,4,16.96,5.99,0.5,1
205,EILEEN CARR,Ciudad del Este,Paraguay,2005-08-21,4,15.96,6.99,0.75,2
226,MAUREEN LITTLE,Asuncin,Paraguay,2005-08-21,4,13.96,6.99,0.0,3
345,CARL ARTIS,San Lorenzo,Paraguay,2005-07-07,3,10.97,4.99,0.6667,7
597,FREDDIE DUGGAN,Sullana,Peru,2005-08-02,4,16.96,5.99,0.5,1
565,JAIME NETTLES,Hunuco,Peru,2005-08-02,3,14.97,6.99,0.3333,3
565,JAIME NETTLES,Hunuco,Peru,2005-08-19,3,10.97,4.99,0.0,8
597,FREDDIE DUGGAN,Sullana,Peru,2005-08-19,3,10.97,6.99,1.0,8
122,THELMA MURRAY,Lima,Peru,2005-06-18,3,9.97,4.99,0.6667,12
304,DAVID ROYAL,Callao,Peru,2005-07-10,3,9.97,4.99,0.6667,12
122,THELMA MURRAY,Lima,Peru,2005-07-28,3,8.97,4.99,0.0,18
522,ARNOLD HAVENS,Santa Rosa,Philippines,2005-07-30,5,29.95,7.99,0.2,1
461,DEREK BLAKELY,Gingoog,Philippines,2005-08-22,5,22.95,6.99,0.4,2
27,SHIRLEY ALLEN,Davao,Philippines,2005-08-17,3,21.97,8.99,0.0,3
373,LOUIS LEONE,Tanauan,Philippines,2005-08-18,4,20.96,7.99,0.25,4
261,DEANNA BYRD,Tuguegarao,Philippines,2005-06-17,3,18.97,8.99,0.6667,5
71,KATHY JAMES,Baybay,Philippines,2005-07-10,3,18.97,8.99,0.0,5
27,SHIRLEY ALLEN,Davao,Philippines,2005-07-31,3,18.97,7.99,0.0,5
349,JOE GILLILAND,Imus,Philippines,2005-08-02,3,18.97,8.99,0.0,5
522,ARNOLD HAVENS,Santa Rosa,Philippines,2005-08-01,4,18.96,7.99,0.75,9
71,KATHY JAMES,Baybay,Philippines,2005-07-29,5,18.95,4.99,0.6,10
236,MARCIA DEAN,Tanza,Philippines,2005-08-21,3,17.97,7.99,0.0,14
388,CRAIG MORRELL,Cavite,Philippines,2005-08-18,4,17.96,6.99,0.0,15
188,MELANIE ARMSTRONG,Bayugan,Philippines,2005-08-01,4,16.96,5.99,1.0,16
434,EDDIE TOMLIN,Ozamis,Philippines,2005-06-18,3,15.97,7.99,0.0,18
244,VIOLA HANSON,Lapu-Lapu,Philippines,2005-07-31,3,15.97,5.99,0.3333,18
373,LOUIS LEONE,Tanauan,Philippines,2005-07-30,3,14.97,8.99,0.0,22
261,DEANNA BYRD,Tuguegarao,Philippines,2005-07-31,3,14.97,4.99,0.3333,22
236,MARCIA DEAN,Tanza,Philippines,2005-07-28,3,13.97,5.99,0.3333,26
244,VIOLA HANSON,Lapu-Lapu,Philippines,2005-08-02,3,13.97,9.99,0.6667,26
236,MARCIA DEAN,Tanza,Philippines,2005-08-19,3,13.97,7.99,0.0,26
261,DEANNA BYRD,Tuguegarao,Philippines,2005-08-20,3,13.97,5.99,0.0,26
72,THERESA WATSON,Taguig,Philippines,2005-08-17,4,13.96,4.99,0.75,30
522,ARNOLD HAVENS,Santa Rosa,Philippines,2005-06-20,3,12.97,8.99,0.6667,36
522,ARNOLD HAVENS,Santa Rosa,Philippines,2005-07-10,3,12.97,6.99,0.3333,36
371,BILLY POULIN,Cabuyao,Philippines,2005-08-19,3,11.97,4.99,0.3333,42
72,THERESA WATSON,Taguig,Philippines,2005-07-09,3,10.97,4.99,0.6667,55
236,MARCIA DEAN,Tanza,Philippines,2005-07-27,3,10.97,4.99,0.6667,55
434,EDDIE TOMLIN,Ozamis,Philippines,2005-07-27,3,10.97,6.99,0.6667,55
580,ROSS GREY,Iligan,Philippines,2005-07-30,3,10.97,5.99,0.6667,55
244,VIOLA HANSON,Lapu-Lapu,Philippines,2005-07-10,3,9.97,4.99,0.6667,69
236,MARCIA DEAN,Tanza,Philippines,2005-07-11,3,8.97,4.99,0.6667,79
94,NORMA GONZALES,Bislig,Philippines,2005-08-22,3,7.97,4.99,0.3333,100
388,CRAIG MORRELL,Cavite,Philippines,2005-07-31,3,6.97,2.99,0.3333,127
72,THERESA WATSON,Taguig,Philippines,2005-08-20,3,6.97,4.99,0.3333,127
244,VIOLA HANSON,Lapu-Lapu,Philippines,2005-08-20,3,6.97,4.99,0.0,127
188,MELANIE ARMSTRONG,Bayugan,Philippines,2005-08-22,3,6.97,2.99,0.0,127
461,DEREK BLAKELY,Gingoog,Philippines,2005-07-28,3,4.97,2.99,0.3333,243
388,CRAIG MORRELL,Cavite,Philippines,2005-08-17,3,4.97,2.99,0.6667,243
270,LEAH CURTIS,Kalisz,Poland,2005-08-01,3,18.97,7.99,0.3333,1
558,JIMMIE EGGLESTON,Wroclaw,Poland,2005-07-12,3,15.97,9.99,0.3333,3
380,RUSSELL BRINSON,Tychy,Poland,2005-07-27,4,15.96,8.99,0.25,4
558,JIMMIE EGGLESTON,Wroclaw,Poland,2005-07-06,3,14.97,9.99,0.3333,5
128,MARJORIE TUCKER,Jastrzebie-Zdrj,Poland,2005-07-30,3,14.97,5.99,0.3333,5
572,SIDNEY BURLESON,Czestochowa,Poland,2005-08-02,4,13.96,4.99,0.5,11
380,RUSSELL BRINSON,Tychy,Poland,2005-06-17,3,10.97,3.99,0.6667,22
380,RUSSELL BRINSON,Tychy,Poland,2005-08-22,3,10.97,5.99,0.3333,22
128,MARJORIE TUCKER,Jastrzebie-Zdrj,Poland,2005-08-19,4,10.96,5.99,0.75,24
128,MARJORIE TUCKER,Jastrzebie-Zdrj,Poland,2005-07-31,3,9.97,3.99,0.3333,29
380,RUSSELL BRINSON,Tychy,Poland,2005-08-23,3,8.97,2.99,0.3333,36
270,LEAH CURTIS,Kalisz,Poland,2005-08-17,3,6.97,2.99,0.6667,56
360,RALPH MADRIGAL,Arecibo,Puerto Rico,2005-08-19,3,12.97,6.99,0.3333,2
360,RALPH MADRIGAL,Arecibo,Puerto Rico,2005-07-28,3,11.97,4.99,0.6667,3
282,JENNY CASTRO,Ponce,Puerto Rico,2005-07-29,3,7.97,4.99,0.3333,13
563,KEN PREWITT,Bucuresti,Romania,2005-07-08,7,29.93,6.99,0.4286,1
563,KEN PREWITT,Bucuresti,Romania,2005-07-29,4,22.96,7.99,0.25,2
230,JOY GEORGE,Botosani,Romania,2005-07-31,3,17.97,9.99,0.3333,3
230,JOY GEORGE,Botosani,Romania,2005-08-17,3,10.97,5.99,0.3333,5
563,KEN PREWITT,Bucuresti,Romania,2005-08-23,3,9.97,4.99,0.0,8
230,JOY GEORGE,Botosani,Romania,2005-07-09,3,8.97,4.99,1.0,12
148,ELEANOR HUNT,Saint-Denis,Runion,2005-08-22,4,22.96,8.99,0.5,1
148,ELEANOR HUNT,Saint-Denis,Runion,2005-07-28,4,20.96,9.99,0.5,2
148,ELEANOR HUNT,Saint-Denis,Runion,2005-07-29,4,18.96,4.99,0.25,4
148,ELEANOR HUNT,Saint-Denis,Runion,2005-08-21,4,15.96,6.99,0.75,5
148,ELEANOR HUNT,Saint-Denis,Runion,2005-07-31,3,11.97,4.99,0.3333,8
44,MARIE TURNER,Lipetsk,Russian Federation,2005-07-10,4,24.96,8.99,0.25,1
393,PHILIP CAUSEY,Korolev,Russian Federation,2005-07-08,3,22.97,8.99,0.3333,2
462,WARREN SHERROD,Usolje-Sibirskoje,Russian Federation,2005-08-19,3,22.97,8.99,0.3333,2
346,ARTHUR SIMPKINS,Maikop,Russian Federation,2005-07-29,4,22.96,8.99,0.25,4
17,DONNA THOMPSON,Elista,Russian Federation,2005-07-30,4,21.96,8.99,0.0,5
311,PAUL TROUT,Kursk,Russian Federation,2005-07-31,3,20.97,8.99,0.6667,6
106,CONNIE WALLACE,Ivanovo,Russian Federation,2005-08-01,3,20.97,8.99,0.6667,6
462,WARREN SHERROD,Usolje-Sibirskoje,Russian Federation,2005-07-12,4,20.96,7.99,0.0,8
462,WARREN SHERROD,Usolje-Sibirskoje,Russian Federation,2005-07-28,4,19.96,8.99,0.75,9
346,ARTHUR SIMPKINS,Maikop,Russian Federation,2005-08-23,5,19.95,8.99,0.6,10
100,ROBIN HAYES,Jelets,Russian Federation,2005-07-09,3,18.97,6.99,0.3333,13
376,RANDY GAITHER,Kurgan,Russian Federation,2005-07-12,3,18.97,8.99,0.3333,13
295,DAISY BATES,Kolpino,Russian Federation,2005-07-31,3,18.97,8.99,0.6667,13
447,CLIFFORD BOWENS,Nabereznyje Telny,Russian Federation,2005-07-30,3,17.97,6.99,0.6667,16
487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-08-01,3,16.97,6.99,0.3333,17
179,DANA HART,Kirovo-Tepetsk,Russian Federation,2005-08-20,3,16.97,7.99,0.6667,17
46,CATHERINE CAMPBELL,Moscow,Russian Federation,2005-08-01,3,15.97,5.99,0.0,21
46,CATHERINE CAMPBELL,Moscow,Russian Federation,2005-08-18,4,15.96,4.99,0.25,22
487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-07-30,3,14.97,7.99,0.3333,26
350,JUAN FRALEY,Teboksary,Russian Federation,2005-08-17,3,14.97,6.99,0.0,26
295,DAISY BATES,Kolpino,Russian Federation,2005-08-21,3,14.97,6.99,1.0,26
397,JIMMY SCHRADER,Atinsk,Russian Federation,2005-08-18,6,14.94,4.99,0.8333,29
376,RANDY GAITHER,Kurgan,Russian Federation,2005-07-07,3,13.97,8.99,0.3333,34
191,JEANETTE GREENE,Novoterkassk,Russian Federation,2005-07-27,3,13.97,6.99,0.3333,34
222,DELORES HANSEN,Jaroslavl,Russian Federation,2005-07-29,3,13.97,6.99,0.3333,34
160,ERIN DUNN,Ljubertsy,Russian Federation,2005-08-02,3,13.97,5.99,0.0,34
55,DORIS REED,Balaiha,Russian Federation,2005-08-19,3,13.97,6.99,1.0,34
55,DORIS REED,Balaiha,Russian Federation,2005-06-20,3,12.97,4.99,0.6667,42
346,ARTHUR SIMPKINS,Maikop,Russian Federation,2005-07-31,3,12.97,4.99,0.6667,42
346,ARTHUR SIMPKINS,Maikop,Russian Federation,2005-08-02,3,12.97,4.99,0.6667,42
447,CLIFFORD BOWENS,Nabereznyje Telny,Russian Federation,2005-08-02,3,12.97,5.99,0.3333,42
100,ROBIN HAYES,Jelets,Russian Federation,2005-06-15,3,11.97,4.99,0.3333,56
295,DAISY BATES,Kolpino,Russian Federation,2005-07-11,3,11.97,4.99,0.3333,56
160,ERIN DUNN,Ljubertsy,Russian Federation,2005-08-23,3,11.97,4.99,0.0,56
510,BEN EASTER,Kamyin,Russian Federation,2005-06-19,3,10.97,8.99,0.3333,71
295,DAISY BATES,Kolpino,Russian Federation,2005-07-09,3,10.97,4.99,0.3333,71
346,ARTHUR SIMPKINS,Maikop,Russian Federation,2005-08-01,3,10.97,5.99,0.3333,71
127,ELAINE STEVENS,Smolensk,Russian Federation,2005-08-19,3,10.97,4.99,0.3333,71
351,JACK FOUST,Zeleznogorsk,Russian Federation,2005-08-23,3,10.97,4.99,0.6667,71
106,CONNIE WALLACE,Ivanovo,Russian Federation,2005-07-27,3,9.97,4.99,0.0,93
487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-07-29,3,9.97,4.99,0.0,93
430,RAY HOULE,Dzerzinsk,Russian Federation,2005-08-20,3,9.97,5.99,0.0,93
46,CATHERINE CAMPBELL,Moscow,Russian Federation,2005-08-23,3,9.97,5.99,0.6667,93
351,JACK FOUST,Zeleznogorsk,Russian Federation,2005-07-08,3,8.97,5.99,0.3333,119
376,RANDY GAITHER,Kurgan,Russian Federation,2005-07-31,3,8.97,4.99,0.3333,119
100,ROBIN HAYES,Jelets,Russian Federation,2005-07-28,3,7.97,4.99,0.6667,148
462,WARREN SHERROD,Usolje-Sibirskoje,Russian Federation,2005-07-29,3,7.97,3.99,0.3333,148
397,JIMMY SCHRADER,Atinsk,Russian Federation,2005-08-01,3,7.97,4.99,0.6667,148
160,ERIN DUNN,Ljubertsy,Russian Federation,2005-07-31,3,6.97,2.99,0.3333,177
311,PAUL TROUT,Kursk,Russian Federation,2005-08-19,3,5.97,2.99,0.3333,215
326,JOSE ANDREW,Kingstown,Saint Vincent and the Grenadines,2005-07-29,3,13.97,5.99,0.3333,1
326,JOSE ANDREW,Kingstown,Saint Vincent and the Grenadines,2005-08-02,4,13.96,4.99,0.5,2
326,JOSE ANDREW,Kingstown,Saint Vincent and the Grenadines,2005-07-31,3,6.97,4.99,0.0,6
417,TRAVIS ESTEP,al-Qatif,Saudi Arabia,2005-08-02,3,15.97,7.99,0.6667,1
49,JOYCE EDWARDS,Jedda,Saudi Arabia,2005-08-21,3,15.97,6.99,0.3333,1
417,TRAVIS ESTEP,al-Qatif,Saudi Arabia,2005-08-21,3,14.97,6.99,0.3333,3
101,PEGGY MYERS,Abha,Saudi Arabia,2005-08-01,3,8.97,6.99,0.6667,22
101,PEGGY MYERS,Abha,Saudi Arabia,2005-07-29,3,7.97,4.99,0.3333,26
357,KEITH RICO,Bratislava,Slovakia,2005-07-11,3,16.97,8.99,0.3333,1
357,KEITH RICO,Bratislava,Slovakia,2005-08-01,4,13.96,6.99,0.25,2
407,DALE RATCLIFF,Rustenburg,South Africa,2005-07-28,4,22.96,9.99,0.0,1
132,ESTHER CRAWFORD,Botshabelo,South Africa,2005-08-01,4,22.96,6.99,0.75,1
145,LUCILLE HOLMES,Soshanguve,South Africa,2005-07-07,3,20.97,8.99,0.3333,3
407,DALE RATCLIFF,Rustenburg,South Africa,2005-08-02,3,17.97,8.99,0.3333,6
109,EDNA WEST,Klerksdorp,South Africa,2005-05-31,3,15.97,7.99,0.0,8
145,LUCILLE HOLMES,Soshanguve,South Africa,2005-08-19,4,15.96,7.99,0.25,9
471,DEAN SAUER,Johannesburg,South Africa,2005-08-21,3,13.97,5.99,0.0,13
432,EDWIN BURK,Newcastle,South Africa,2005-07-28,3,12.97,6.99,0.3333,15
555,DWIGHT LOMBARDI,Chatsworth,South Africa,2005-08-17,3,12.97,4.99,0.3333,15
132,ESTHER CRAWFORD,Botshabelo,South Africa,2005-07-08,3,11.97,5.99,0.3333,20
125,ETHEL WEBB,Boksburg,South Africa,2005-07-29,3,10.97,4.99,0.6667,27
132,ESTHER CRAWFORD,Botshabelo,South Africa,2005-07-10,3,8.97,5.99,0.3333,38
125,ETHEL WEBB,Boksburg,South Africa,2005-07-31,3,8.97,4.99,0.3333,38
555,DWIGHT LOMBARDI,Chatsworth,South Africa,2005-08-18,3,8.97,2.99,0.0,38
145,LUCILLE HOLMES,Soshanguve,South Africa,2005-07-11,3,5.97,2.99,0.6667,90
237,TANYA GILBERT,Naju,South Korea,2005-08-20,3,20.97,6.99,0.3333,1
245,COURTNEY DAY,Uijongbu,South Korea,2005-07-27,5,17.95,5.99,0.4,3
237,TANYA GILBERT,Naju,South Korea,2005-07-28,3,16.97,8.99,0.0,5
536,FERNANDO CHURCHILL,Tonghae,South Korea,2005-08-17,3,16.97,8.99,0.6667,5
237,TANYA GILBERT,Naju,South Korea,2005-07-29,3,13.97,6.99,0.3333,7
88,BONNIE HUGHES,Cheju,South Korea,2005-07-06,4,13.96,5.99,0.5,8
237,TANYA GILBERT,Naju,South Korea,2005-07-31,4,10.96,4.99,0.0,11
99,EMILY DIAZ,Kimchon,South Korea,2005-07-08,3,8.97,4.99,0.6667,22
88,BONNIE HUGHES,Cheju,South Korea,2005-07-29,3,8.97,2.99,0.3333,22
52,JULIE SANCHEZ,A Corua (La Corua),Spain,2005-08-22,3,15.97,6.99,0.0,4
469,WESLEY BULL,Ourense (Orense),Spain,2005-08-01,4,15.96,4.99,0.75,5
394,CHRIS BROTHERS,Gijn,Spain,2005-08-01,3,6.97,4.99,0.6667,37
408,MANUEL MURRELL,Jaffna,Sri Lanka,2005-08-20,3,14.97,7.99,0.6667,1
408,MANUEL MURRELL,Jaffna,Sri Lanka,2005-08-23,3,11.97,6.99,0.3333,2
50,DIANE COLLINS,Omdurman,Sudan,2005-07-31,5,26.95,10.99,0.2,1
50,DIANE COLLINS,Omdurman,Sudan,2005-07-10,3,21.97,9.99,0.0,2
395,JOHNNY TURPIN,al-Qadarif,Sudan,2005-08-23,3,8.97,4.99,0.6667,10
66,JANICE WARD,Malm,Sweden,2005-07-11,3,18.97,8.99,0.0,1
66,JANICE WARD,Malm,Sweden,2005-07-07,3,14.97,6.99,0.6667,2
66,JANICE WARD,Malm,Sweden,2005-08-21,4,13.96,6.99,0.25,3
155,GAIL KNIGHT,Bern,Switzerland,2005-07-11,3,15.97,5.99,0.3333,1
155,GAIL KNIGHT,Bern,Switzerland,2005-08-21,3,14.97,8.99,0.3333,2
598,WADE DELVALLE,Lausanne,Switzerland,2005-07-12,4,14.96,4.99,0.25,3
598,WADE DELVALLE,Lausanne,Switzerland,2005-07-06,3,12.97,6.99,0.0,4
577,CLIFTON MALCOLM,Tanshui,Taiwan,2005-07-28,3,21.97,8.99,0.3333,1
576,MORRIS MCCARTER,Fengshan,Taiwan,2005-07-31,5,21.95,8.99,0.6,2
139,AMBER DIXON,Touliu,Taiwan,2005-08-22,5,21.95,9.99,0.4,2
348,ROGER QUINTANILLA,Hsichuh,Taiwan,2005-07-08,4,20.96,9.99,0.25,4
30,MELISSA KING,Lungtan,Taiwan,2005-07-28,4,19.96,4.99,0.0,5
139,AMBER DIXON,Touliu,Taiwan,2005-07-09,3,17.97,7.99,0.3333,6
517,BRAD MCCURDY,Chungho,Taiwan,2005-07-07,4,17.96,4.99,0.5,7
30,MELISSA KING,Lungtan,Taiwan,2005-07-09,3,16.97,9.99,0.6667,8
75,TAMMY SANDERS,Changhwa,Taiwan,2005-08-18,5,14.95,5.99,0.8,10
348,ROGER QUINTANILLA,Hsichuh,Taiwan,2005-08-02,3,13.97,7.99,0.6667,12
348,ROGER QUINTANILLA,Hsichuh,Taiwan,2005-08-19,3,13.97,5.99,0.6667,12
5,ELIZABETH BROWN,Nantou,Taiwan,2005-07-09,3,12.97,5.99,0.6667,16
348,ROGER QUINTANILLA,Hsichuh,Taiwan,2005-07-29,3,12.97,4.99,0.3333,16
348,ROGER QUINTANILLA,Hsichuh,Taiwan,2005-08-20,4,12.96,5.99,0.5,18
30,MELISSA KING,Lungtan,Taiwan,2005-07-11,3,11.97,7.99,1.0,19
576,MORRIS MCCARTER,Fengshan,Taiwan,2005-07-06,3,10.97,4.99,0.3333,23
577,CLIFTON MALCOLM,Tanshui,Taiwan,2005-08-01,3,10.97,4.99,0.6667,23
73,BEVERLY BROOKS,Chiayi,Taiwan,2005-08-02,3,10.97,4.99,1.0,23
577,CLIFTON MALCOLM,Tanshui,Taiwan,2005-08-23,3,10.97,4.99,0.0,23
30,MELISSA KING,Lungtan,Taiwan,2005-08-18,3,6.97,2.99,0.3333,63
75,TAMMY SANDERS,Changhwa,Taiwan,2005-07-28,3,5.97,2.99,0.6667,85
75,TAMMY SANDERS,Changhwa,Taiwan,2005-07-12,3,4.97,2.99,0.6667,124
190,YOLANDA WEAVER,Tabora,Tanzania,2005-08-02,4,24.96,6.99,0.5,1
481,HERMAN DEVORE,Mwanza,Tanzania,2005-07-08,4,16.96,10.99,0.25,3
190,YOLANDA WEAVER,Tabora,Tanzania,2005-07-27,3,13.97,5.99,0.0,5
220,CHARLENE ALVAREZ,Zanzibar,Tanzania,2005-08-19,3,10.97,4.99,0.6667,8
220,CHARLENE ALVAREZ,Zanzibar,Tanzania,2005-08-02,3,9.97,4.99,0.6667,10
481,HERMAN DEVORE,Mwanza,Tanzania,2005-08-20,3,9.97,4.99,1.0,10
190,YOLANDA WEAVER,Tabora,Tanzania,2005-08-21,3,8.97,4.99,0.6667,14
390,SHAWN HEATON,Nakhon Sawan,Thailand,2005-08-20,6,27.94,7.99,0.3333,1
86,JACQUELINE LONG,Songkhla,Thailand,2005-08-01,3,20.97,8.99,0.3333,2
390,SHAWN HEATON,Nakhon Sawan,Thailand,2005-07-07,3,11.97,4.99,0.3333,4
42,CAROLYN PEREZ,Pak Kret,Thailand,2005-07-28,3,10.97,6.99,0.6667,6
42,CAROLYN PEREZ,Pak Kret,Thailand,2005-07-29,3,10.97,3.99,0.6667,6
335,GREGORY MAULDIN,Sousse,Tunisia,2005-07-07,4,17.96,8.99,0.25,1
335,GREGORY MAULDIN,Sousse,Tunisia,2005-07-30,3,11.97,5.99,0.3333,2
327,LARRY THRASHER,Adana,Turkey,2005-08-23,3,23.97,9.99,0.6667,1
172,BERNICE WILLIS,Batman,Turkey,2005-07-08,3,17.97,6.99,0.0,3
204,ROSEMARY SCHMIDT,Usak,Turkey,2005-08-22,3,17.97,11.99,0.0,3
566,CASEY MENA,Tokat,Turkey,2005-07-29,5,17.95,6.99,0.2,5
172,BERNICE WILLIS,Batman,Turkey,2005-07-27,4,16.96,6.99,0.75,7
172,BERNICE WILLIS,Batman,Turkey,2005-07-30,3,15.97,6.99,0.3333,8
366,BRANDON HUEY,Balikesir,Turkey,2005-08-21,4,15.96,4.99,0.25,10
124,SHEILA WELLS,Ktahya,Turkey,2005-05-31,3,14.97,5.99,1.0,13
366,BRANDON HUEY,Balikesir,Turkey,2005-07-27,4,14.96,4.99,0.25,14
518,GABRIEL HARDER,Sivas,Turkey,2005-07-27,4,14.96,4.99,0.5,14
366,BRANDON HUEY,Balikesir,Turkey,2005-07-12,3,13.97,6.99,0.6667,18
518,GABRIEL HARDER,Sivas,Turkey,2005-07-28,3,13.97,6.99,0.0,18
13,KAREN JACKSON,Osmaniye,Turkey,2005-07-31,3,13.97,7.99,0.0,18
13,KAREN JACKSON,Osmaniye,Turkey,2005-08-19,3,13.97,7.99,0.6667,18
566,CASEY MENA,Tokat,Turkey,2005-07-28,4,13.96,6.99,0.25,22
172,BERNICE WILLIS,Batman,Turkey,2005-08-19,3,11.97,5.99,0.3333,33
327,LARRY THRASHER,Adana,Turkey,2005-08-22,3,11.97,4.99,0.0,33
204,ROSEMARY SCHMIDT,Usak,Turkey,2005-07-12,3,10.97,6.99,0.3333,40
172,BERNICE WILLIS,Batman,Turkey,2005-08-23,3,10.97,3.99,0.3333,40
566,CASEY MENA,Tokat,Turkey,2005-07-06,3,9.97,4.99,0.3333,50
278,BILLIE HORTON,Inegl,Turkey,2005-08-01,3,9.97,3.99,1.0,50
164,JOANN GARDNER,Tarsus,Turkey,2005-07-12,3,8.97,4.99,0.6667,62
13,KAREN JACKSON,Osmaniye,Turkey,2005-07-12,3,6.97,2.99,0.0,103
200,JEANNE LAWSON,Ashgabat,Turkmenistan,2005-08-23,3,17.97,6.99,0.6667,1
200,JEANNE LAWSON,Ashgabat,Turkmenistan,2005-07-11,3,8.97,4.99,0.3333,6
105,DAWN SULLIVAN,Funafuti,Tuvalu,2005-07-30,4,22.96,9.99,0.5,1
105,DAWN SULLIVAN,Funafuti,Tuvalu,2005-08-23,3,12.97,4.99,0.6667,3
187,BRITTANY RILEY,Sumy,Ukraine,2005-08-18,3,26.97,9.99,1.0,1
82,KATHRYN COLEMAN,Simferopol,Ukraine,2005-07-30,3,19.97,8.99,0.3333,2
