customer_id,customer_name,country,city,payment_date,payment_count,total_amount,avg_amount_prev_30_days,exceed_ratio,day_amount_rank
141,DEBBIE REYES,Japan,Fukuyama,2005-08-17,3,12.97,1.63,7.96,2
147,JOANNE ROBERTSON,Japan,Urawa,2005-08-22,3,12.97,1.63,7.96,4
454,ALEX GRESHAM,Mexico,Uruapan,2005-08-22,4,12.96,1.63,7.95,4
446,THEODORE CULP,India,Uluberia,2005-07-30,3,14.97,1.9,7.9,2
278,BILLIE HORTON,Turkey,Inegl,2005-08-01,3,9.97,1.26,7.89,1
564,BOB PFEIFFER,China,Xintai,2005-08-01,3,9.97,1.26,7.89,4
1,MARY SMITH,Japan,Sasebo,2005-08-22,3,10.97,1.4,7.86,4
259,LENA JENSEN,India,Halisahar,2005-08-20,3,17.97,2.3,7.83,4
186,HOLLY FOX,India,Haldia,2005-08-20,3,11.97,1.53,7.83,2
53,HEATHER MORRIS,Japan,Nagareyama,2005-08-21,3,11.97,1.53,7.82,1
173,AUDREY RAY,Austria,Graz,2005-08-23,3,12.97,1.66,7.8,2
207,GERTRUDE CASTILLO,Greenland,Nuuk,2005-07-09,3,6.97,0.9,7.76,9
459,TOMMY COLLAZO,Iran,Qomsheh,2005-08-01,4,22.96,2.99,7.67,2
168,REGINA BERRY,China,Jinchang,2005-07-30,3,11.97,1.56,7.66,4
314,GEORGE LINTON,Brazil,Sorocaba,2005-08-21,3,14.97,1.96,7.63,1
51,ALICE STEWART,United States,Fontana,2005-08-21,3,16.97,2.23,7.62,1
333,ANDREW PURDY,Azerbaijan,Baku,2005-08-20,3,13.97,1.86,7.5,2
389,ALAN KAHN,China,Emeishan,2005-08-21,3,13.97,1.86,7.5,3
403,MIKE WAY,India,Valparai,2005-07-11,3,12.97,1.73,7.5,3
597,FREDDIE DUGGAN,Peru,Sullana,2005-08-19,3,10.97,1.46,7.5,3
570,IVAN CROMWELL,Mexico,Monclova,2005-07-31,3,8.97,1.2,7.5,4
406,NATHAN RUNYON,"Virgin Islands, U.S.",Charlotte Amalie,2005-07-30,5,11.95,1.6,7.49,3
304,DAVID ROYAL,Peru,Callao,2005-07-10,3,9.97,1.33,7.49,4
88,BONNIE HUGHES,South Korea,Cheju,2005-07-29,3,8.97,1.2,7.49,4
550,GUY BROWNLEE,China,Zhoushan,2005-07-31,3,8.97,1.2,7.49,9
584,SALVADOR TEEL,Gambia,Banjul,2005-08-02,3,10.97,1.5,7.33,4
452,TOM MILNER,United Arab Emirates,Abu Dhabi,2005-07-07,3,8.97,1.23,7.29,5
504,NATHANIEL ADAM,United States,Joliet,2005-08-19,3,8.97,1.23,7.29,6
144,CLARA SHAW,Belarus,Molodetno,2005-08-17,3,15.97,2.19,7.28,4
225,ARLENE HARVEY,India,Ambattur,2005-07-11,3,8.97,1.23,7.28,6
150,DANIELLE DANIELS,Mexico,Hidalgo,2005-08-21,4,14.96,2.06,7.26,2
512,CECIL VINES,United Kingdom,London,2005-08-22,4,13.96,1.93,7.24,2
372,STEVE MACKENZIE,Indonesia,Probolinggo,2005-07-29,4,13.96,1.93,7.23,5
447,CLIFFORD BOWENS,Russian Federation,Nabereznyje Telny,2005-08-02,3,12.97,1.8,7.22,2
392,SEAN DOUGLASS,Ethiopia,Addis Abeba,2005-08-21,3,12.97,1.8,7.22,2
144,CLARA SHAW,Belarus,Molodetno,2005-07-30,4,17.96,2.5,7.2,3
306,CHARLES KOWALSKI,Malaysia,Sungai Petani,2005-08-20,4,16.96,2.36,7.18,1
230,JOY GEORGE,Romania,Botosani,2005-08-17,3,10.97,1.53,7.17,2
388,CRAIG MORRELL,Philippines,Cavite,2005-08-17,3,4.97,0.7,7.12,14
342,HAROLD MARTINO,Brazil,Boa Vista,2005-08-20,3,12.97,1.83,7.1,2
348,ROGER QUINTANILLA,Taiwan,Hsichuh,2005-07-29,3,12.97,1.83,7.09,4
363,ROY WHITING,Kenya,Nyeri,2005-08-22,3,15.97,2.26,7.06,1
273,PRISCILLA LOWE,Mexico,Salamanca,2005-07-30,3,11.97,1.7,7.06,5
235,JACKIE LYNCH,Colombia,Buenaventura,2005-07-31,3,11.97,1.7,7.06,2
40,AMANDA CARTER,Morocco,Nador,2005-08-19,3,10.97,1.56,7.02,2
127,ELAINE STEVENS,Russian Federation,Smolensk,2005-08-19,3,10.97,1.56,7.01,5
259,LENA JENSEN,India,Halisahar,2005-08-19,3,12.97,1.86,6.96,6
482,MAURICE CRAWLEY,Mexico,Coatzacoalcos,2005-08-23,3,12.97,1.86,6.96,2
236,MARCIA DEAN,Philippines,Tanza,2005-08-21,3,17.97,2.59,6.93,1
15,HELEN HARRIS,India,Bhopal,2005-08-20,3,14.97,2.16,6.93,2
54,TERESA ROGERS,Japan,Iwakuni,2005-08-19,3,8.97,1.3,6.91,5
302,MICHAEL SILVERMAN,China,Tiefa,2005-08-23,4,16.96,2.46,6.89,2
569,DAVE GARDINER,China,Leshan,2005-08-18,3,7.97,1.16,6.85,7
75,TAMMY SANDERS,Taiwan,Changhwa,2005-08-18,5,14.95,2.2,6.81,2
79,RACHEL BARNES,Japan,Kamakura,2005-07-31,3,9.97,1.46,6.81,4
371,BILLY POULIN,Philippines,Cabuyao,2005-08-19,3,11.97,1.76,6.79,4
418,JEFF EAST,Dominican Republic,San Felipe de Puerto Plata,2005-08-02,4,11.96,1.76,6.79,2
244,VIOLA HANSON,Philippines,Lapu-Lapu,2005-08-02,3,13.97,2.06,6.78,2
558,JIMMIE EGGLESTON,Poland,Wroclaw,2005-07-12,3,15.97,2.36,6.76,1
12,NANCY THOMAS,India,Yamuna Nagar,2005-07-09,4,6.96,1.03,6.75,5
200,JEANNE LAWSON,Turkmenistan,Ashgabat,2005-07-11,3,8.97,1.33,6.74,6
295,DAISY BATES,Russian Federation,Kolpino,2005-07-09,3,10.97,1.63,6.73,7
410,CURTIS IRBY,Canada,Richmond Hill,2005-08-20,3,14.97,2.23,6.72,4
488,SHANE MILLARD,Mexico,La Paz,2005-08-22,3,9.97,1.5,6.66,3
533,JESSIE MILAM,China,Binzhou,2005-07-29,4,9.96,1.5,6.65,5
2,PATRICIA JOHNSON,United States,San Bernardino,2005-08-02,4,16.96,2.56,6.62,3
257,MARSHA DOUGLAS,Mozambique,Beira,2005-07-29,3,12.97,1.96,6.61,3
204,ROSEMARY SCHMIDT,Turkey,Usak,2005-07-12,3,10.97,1.66,6.6,3
409,RODNEY MOELLER,Nigeria,Deba Habe,2005-07-28,3,8.97,1.36,6.58,5
57,EVELYN MORGAN,Liechtenstein,Vaduz,2005-07-31,3,8.97,1.36,6.58,5
15,HELEN HARRIS,India,Bhopal,2005-08-18,3,8.97,1.36,6.58,5
227,COLLEEN BURTON,Germany,Saarbrcken,2005-07-29,3,6.97,1.06,6.55,4
383,MARTIN BALES,Angola,Namibe,2005-08-02,3,6.97,1.06,6.55,6
386,TODD TAN,Ukraine,Kamjanets-Podilskyi,2005-08-01,3,11.97,1.83,6.54,4
285,MIRIAM MCKINNEY,Japan,Otsu,2005-08-18,3,11.97,1.86,6.42,5
595,TERRENCE GUNDERSON,China,Jinzhou,2005-07-30,4,11.96,1.86,6.42,3
122,THELMA MURRAY,Peru,Lima,2005-07-28,3,8.97,1.4,6.42,5
178,MARION SNYDER,Brazil,Santa Brbara dOeste,2005-07-12,3,15.97,2.5,6.4,3
119,SHERRY MARSHALL,Egypt,Shubra al-Khayma,2005-08-22,3,15.97,2.49,6.4,1
87,WANDA PATTERSON,Colombia,Sincelejo,2005-08-20,3,12.97,2.03,6.39,2
563,KEN PREWITT,Romania,Bucuresti,2005-08-23,3,9.97,1.56,6.38,5
270,LEAH CURTIS,Poland,Kalisz,2005-08-17,3,6.97,1.1,6.35,6
73,BEVERLY BROOKS,Taiwan,Chiayi,2005-08-02,3,10.97,1.73,6.34,2
329,FRANK WAGGONER,Bangladesh,Jamalpur,2005-07-30,4,7.96,1.26,6.3,7
403,MIKE WAY,India,Valparai,2005-08-01,3,12.97,2.06,6.29,3
577,CLIFTON MALCOLM,Taiwan,Tanshui,2005-08-01,3,10.97,1.76,6.22,2
129,CARRIE PORTER,China,Liaocheng,2005-07-09,3,6.97,1.13,6.17,7
178,MARION SNYDER,Brazil,Santa Brbara dOeste,2005-08-21,3,15.97,2.59,6.16,3
25,DEBORAH WALKER,Pakistan,Shikarpur,2005-07-07,3,6.97,1.13,6.16,9
497,GILBERT SLEDGE,United Kingdom,York,2005-07-08,3,6.97,1.13,6.16,10
488,SHANE MILLARD,Mexico,La Paz,2005-07-28,3,6.97,1.13,6.16,6
101,PEGGY MYERS,Saudi Arabia,Abha,2005-07-29,3,7.97,1.3,6.14,6
132,ESTHER CRAWFORD,South Africa,Botshabelo,2005-07-10,3,8.97,1.46,6.13,4
237,TANYA GILBERT,South Korea,Naju,2005-07-31,4,10.96,1.8,6.1,5
285,MIRIAM MCKINNEY,Japan,Otsu,2005-08-01,3,13.97,2.3,6.09,4
259,LENA JENSEN,India,Halisahar,2005-08-23,4,18.96,3.16,6.0,3
550,GUY BROWNLEE,China,Zhoushan,2005-08-23,3,15.97,2.66,6.0,3
348,ROGER QUINTANILLA,Taiwan,Hsichuh,2005-08-20,4,12.96,2.16,6.0,5
295,DAISY BATES,Russian Federation,Kolpino,2005-07-11,3,11.97,1.99,6.0,3
211,STACEY MONTGOMERY,China,Fuyu,2005-08-22,3,10.97,1.83,6.0,6
353,JONATHAN SCARBOROUGH,Mexico,Pachuca de Soto,2005-08-23,3,5.97,1.0,5.99,8
306,CHARLES KOWALSKI,Malaysia,Sungai Petani,2005-08-02,3,11.97,2.03,5.9,3
138,HAZEL WARREN,China,Hohhot,2005-08-21,3,11.97,2.03,5.9,2
389,ALAN KAHN,China,Emeishan,2005-08-02,3,10.97,1.86,5.89,4
522,ARNOLD HAVENS,Philippines,Santa Rosa,2005-08-01,4,18.96,3.23,5.87,2
36,KATHLEEN ADAMS,Iran,Arak,2005-08-20,3,9.97,1.73,5.77,4
322,JASON MORRISSEY,Argentina,Baha Blanca,2005-07-12,3,9.97,1.73,5.76,5
35,VIRGINIA GREEN,France,Toulouse,2005-07-09,3,4.97,0.86,5.75,15
360,RALPH MADRIGAL,Puerto Rico,Arecibo,2005-08-19,3,12.97,2.26,5.73,2
329,FRANK WAGGONER,Bangladesh,Jamalpur,2005-08-22,3,12.97,2.26,5.73,2
508,MILTON HOWLAND,India,Vijayawada,2005-07-31,3,11.97,2.1,5.71,5
348,ROGER QUINTANILLA,Taiwan,Hsichuh,2005-08-02,3,13.97,2.46,5.68,2
520,MITCHELL WESTMORELAND,Vietnam,Nha Trang,2005-08-23,3,11.97,2.13,5.63,3
172,BERNICE WILLIS,Turkey,Batman,2005-08-19,3,11.97,2.13,5.62,5
75,TAMMY SANDERS,Taiwan,Changhwa,2005-07-28,3,5.97,1.06,5.62,14
356,GERALD FULTZ,India,Satna,2005-08-23,3,13.97,2.49,5.6,2
565,JAIME NETTLES,Peru,Hunuco,2005-08-19,3,10.97,1.96,5.59,3
591,KENT ARSENAULT,Brazil,Juiz de Fora,2005-08-19,3,12.97,2.33,5.57,4
591,KENT ARSENAULT,Brazil,Juiz de Fora,2005-07-28,3,9.97,1.8,5.55,8
555,DWIGHT LOMBARDI,South Africa,Chatsworth,2005-08-18,3,8.97,1.63,5.5,4
346,ARTHUR SIMPKINS,Russian Federation,Maikop,2005-07-31,3,12.97,2.36,5.49,3
113,CINDY FISHER,Venezuela,Cuman,2005-08-01,3,7.97,1.46,5.45,5
209,TONYA CHAPMAN,India,Bhilwara,2005-08-01,3,14.97,2.76,5.42,2
408,MANUEL MURRELL,Sri Lanka,Jaffna,2005-08-23,3,11.97,2.23,5.37,2
128,MARJORIE TUCKER,Poland,Jastrzebie-Zdrj,2005-07-31,3,9.97,1.86,5.35,5
20,SHARON ROBINSON,Pakistan,Mardan,2005-08-22,3,9.97,1.86,5.35,4
340,PATRICK NEWSOM,Vietnam,Hanoi,2005-08-19,3,7.97,1.5,5.33,6
160,ERIN DUNN,Russian Federation,Ljubertsy,2005-08-23,3,11.97,2.26,5.29,2
35,VIRGINIA GREEN,France,Toulouse,2005-08-21,3,8.97,1.7,5.29,6
435,RICKY SHELBY,China,Junan,2005-08-17,3,5.97,1.13,5.28,8
326,JOSE ANDREW,Saint Vincent and the Grenadines,Kingstown,2005-07-31,3,6.97,1.33,5.24,6
39,DEBRA NELSON,Brazil,Vila Velha,2005-07-31,3,10.97,2.1,5.23,4
276,BRANDY GRAVES,United States,Warren,2005-08-23,3,11.97,2.29,5.22,3
369,FRED WHEAT,Mexico,Jurez,2005-08-01,3,7.97,1.53,5.21,3
265,JENNIE TERRY,Czech Republic,Olomouc,2005-07-29,3,9.97,1.93,5.17,6
481,HERMAN DEVORE,Tanzania,Mwanza,2005-08-20,3,9.97,1.93,5.17,4
334,RAYMOND MCWHORTER,Azerbaijan,Sumqayit,2005-08-23,3,9.97,1.93,5.17,6
64,JUDITH COX,China,Daxian,2005-07-27,3,5.97,1.16,5.13,7
410,CURTIS IRBY,Canada,Richmond Hill,2005-08-21,3,13.97,2.73,5.12,5
30,MELISSA KING,Taiwan,Lungtan,2005-08-18,3,6.97,1.36,5.11,7
283,FELICIA SUTTON,China,Korla,2005-07-11,4,6.96,1.36,5.11,5
532,NEIL RENNER,Vietnam,Cam Ranh,2005-08-02,3,13.97,2.76,5.06,3
459,TOMMY COLLAZO,Iran,Qomsheh,2005-07-31,3,12.97,2.56,5.06,6
137,RHONDA KENNEDY,Netherlands,Apeldoorn,2005-08-23,3,17.97,3.56,5.05,2
436,TROY QUIGLEY,Canada,Vancouver,2005-08-20,4,13.96,2.76,5.05,4
123,SHANNON FREEMAN,India,Varanasi (Benares),2005-08-23,3,9.97,2.0,5.0,3
101,PEGGY MYERS,Saudi Arabia,Abha,2005-08-01,3,8.97,1.8,4.99,4
274,NAOMI JENNINGS,India,Karnal,2005-08-02,3,7.97,1.6,4.99,10
311,PAUL TROUT,Russian Federation,Kursk,2005-08-19,3,5.97,1.2,4.98,10
377,HOWARD FORTNER,Iran,Kermanshah,2005-07-07,3,2.97,0.6,4.97,14
502,BRETT CORNWELL,India,Siliguri (Shiliguri),2005-08-02,5,12.95,2.63,4.93,2
513,DUANE TUBBS,Nauru,Yangor,2005-08-02,3,9.97,2.03,4.91,5
220,CHARLENE ALVAREZ,Tanzania,Zanzibar,2005-08-19,3,10.97,2.26,4.85,3
380,RUSSELL BRINSON,Poland,Tychy,2005-08-22,3,10.97,2.26,4.85,3
475,PEDRO CHESTNUT,Ukraine,ostka,2005-07-31,3,9.97,2.06,4.83,3
287,BECKY MILES,India,Tambaram,2005-08-22,3,7.97,1.66,4.79,5
330,SCOTT SHELLEY,United States,Aurora,2005-07-12,3,6.97,1.46,4.76,6
125,ETHEL WEBB,South Africa,Boksburg,2005-07-31,3,8.97,1.9,4.73,4
448,MIGUEL BETANCOURT,Germany,Erlangen,2005-07-07,3,5.97,1.26,4.72,11
225,ARLENE HARVEY,India,Ambattur,2005-07-31,3,10.97,2.33,4.71,5
148,ELEANOR HUNT,Runion,Saint-Denis,2005-08-21,4,15.96,3.39,4.7,5
100,ROBIN HAYES,Russian Federation,Jelets,2005-07-28,3,7.97,1.7,4.7,6
397,JIMMY SCHRADER,Russian Federation,Atinsk,2005-08-01,3,7.97,1.7,4.7,5
26,JESSICA HALL,Holy See (Vatican City State),Citt del Vaticano,2005-08-02,3,7.97,1.7,4.7,8
207,GERTRUDE CASTILLO,Greenland,Nuuk,2005-08-02,3,9.97,2.13,4.69,5
98,LILLIAN GRIFFIN,United Arab Emirates,al-Ayn,2005-08-02,3,6.97,1.5,4.66,5
145,LUCILLE HOLMES,South Africa,Soshanguve,2005-07-11,3,5.97,1.3,4.6,9
589,TRACY HERRMANN,Ecuador,Loja,2005-08-21,3,8.97,1.96,4.57,5
158,VERONICA STONE,United States,Greensboro,2005-08-20,3,6.97,1.53,4.56,8
236,MARCIA DEAN,Philippines,Tanza,2005-07-11,3,8.97,2.03,4.42,7
403,MIKE WAY,India,Valparai,2005-08-17,3,9.97,2.26,4.41,9
254,MAXINE SILVA,Brazil,Poos de Caldas,2005-08-18,3,4.97,1.13,4.4,13
28,CYNTHIA YOUNG,India,Munger (Monghyr),2005-08-18,3,6.97,1.6,4.37,6
211,STACEY MONTGOMERY,China,Fuyu,2005-07-12,3,7.97,1.83,4.36,10
197,SUE PETERS,China,Changzhou,2005-08-22,3,8.97,2.06,4.35,7
560,JORDAN ARCHULETA,Argentina,Avellaneda,2005-08-21,3,9.97,2.33,4.28,4
144,CLARA SHAW,Belarus,Molodetno,2005-08-02,3,14.97,3.53,4.25,5
135,JUANITA MASON,India,Pune,2005-08-01,3,7.97,1.93,4.13,6
74,DENISE KELLY,Brazil,Rio Claro,2005-08-23,3,6.97,1.7,4.11,9
346,ARTHUR SIMPKINS,Russian Federation,Maikop,2005-08-02,3,12.97,3.16,4.1,3
332,STEPHEN QUALLS,Bangladesh,Dhaka,2005-08-22,3,9.97,2.46,4.05,4
148,ELEANOR HUNT,Runion,Saint-Denis,2005-07-31,3,11.97,2.96,4.04,8
400,BRYAN HARDISON,United States,Dallas,2005-08-01,3,6.97,1.73,4.03,8
114,GRACE ELLIS,Germany,Duisburg,2005-08-23,4,8.96,2.23,4.02,5
346,ARTHUR SIMPKINS,Russian Federation,Maikop,2005-08-01,3,10.97,2.8,3.92,5
244,VIOLA HANSON,Philippines,Lapu-Lapu,2005-08-20,3,6.97,1.8,3.88,8
172,BERNICE WILLIS,Turkey,Batman,2005-08-23,3,10.97,2.86,3.83,6
93,PHYLLIS FOSTER,China,Zalantun,2005-08-23,3,5.97,1.56,3.82,6
72,THERESA WATSON,Philippines,Taguig,2005-08-20,3,6.97,1.83,3.81,5
468,TIM CARY,India,Bijapur,2005-08-23,4,10.96,2.93,3.74,8
416,JEFFERY PINSON,Pakistan,Dadu,2005-08-23,3,8.97,2.46,3.64,5
462,WARREN SHERROD,Russian Federation,Usolje-Sibirskoje,2005-07-29,3,7.97,2.2,3.63,9
444,MARCUS HIDALGO,Estonia,Tartu,2005-08-20,3,4.97,1.4,3.56,14
102,CRYSTAL FORD,Israel,Ashdod,2005-07-30,3,7.97,2.29,3.47,9
38,MARTHA GONZALEZ,Moldova,Chisinau,2005-07-30,3,5.97,1.73,3.45,12
380,RUSSELL BRINSON,Poland,Tychy,2005-08-23,3,8.97,2.63,3.41,5
582,ANDY VANHORN,Mexico,Huejutla de Reyes,2005-08-23,3,8.97,2.73,3.29,5
57,EVELYN MORGAN,Liechtenstein,Vaduz,2005-07-30,3,3.97,1.23,3.23,16
403,MIKE WAY,India,Valparai,2005-08-21,3,8.97,2.79,3.21,10
410,CURTIS IRBY,Canada,Richmond Hill,2005-08-22,3,9.97,3.19,3.12,8
439,ALEXANDER FENNELL,Italy,Bergamo,2005-08-23,3,7.97,2.56,3.11,11
274,NAOMI JENNINGS,India,Karnal,2005-08-22,3,8.97,2.89,3.1,9
75,TAMMY SANDERS,Taiwan,Changhwa,2005-07-12,3,4.97,1.63,3.05,18
579,DARYL LARUE,Iraq,Mosul,2005-08-21,3,5.97,1.96,3.04,10
