customer_id,customer_first_name,customer_last_name,payment_month,total_amount,payment_count,foreign_store_payment_share,largest_payment,month_amount_rank,major_categories
546,KELLY,KNOTT,2005-07,39.9,10,1.0,9.99,1,"Animation (10.98), Sci-Fi (6.99), Sports (5.98)"
547,KURT,EMMONS,2005-07,41.9,10,1.0,4.99,1,"Horror (12.97), Children (4.99), Music (4.99)"
549,NELSON,CHRISTENSON,2005-07,41.91,9,1.0,9.99,1,"Games (9.99), Comedy (7.99), Drama (7.99)"
550,GUY,BROWNLEE,2005-06,39.94,6,1.0,10.99,3,"Animation (17.98), Action (9.99)"
552,HUGH,WALDROP,2005-07,48.91,9,1.0,8.99,1,"Sports (13.98), Travel (10.98)"
553,MAX,PITT,2005-07,68.84,16,1.0,6.99,1,"Games (13.97), Horror (10.97), Sci-Fi (7.98), Action (6.99)"
554,DWAYNE,OLVERA,2005-08,56.88,12,1.0,9.99,1,"Animation (16.97), Sports (10.98), Classics (7.99)"
555,DWIGHT,LOMBARDI,2005-07,29.94,6,1.0,7.99,2,"Drama (8.98), Comedy (7.99)"
559,EVERETT,BANDA,2005-07,41.88,12,1.0,7.99,2,"Animation (9.98), Travel (7.98), New (5.99)"
560,JORDAN,ARCHULETA,2005-07,59.86,14,1.0,9.99,1,"Action (13.97), Drama (9.99), Family (6.98)"
561,IAN,STILL,2005-06,33.91,9,1.0,5.99,1,"Animation (12.97), Music (7.98)"
563,KEN,PREWITT,2005-07,60.84,16,1.0,7.99,1,"Music (16.97), Sports (9.98), Children (8.98)"
564,BOB,PFEIFFER,2005-07,37.91,9,1.0,10.99,2,"Horror (10.99), Games (9.98)"
565,JAIME,NETTLES,2005-08,66.87,13,1.0,10.99,1,"Music (12.98), Sci-Fi (10.99), Comedy (6.99), Classics (6.98)"
566,CASEY,MENA,2005-07,71.82,18,1.0,9.99,1,"New (11.98), Games (9.99), Sci-Fi (9.98), Animation (7.98)"
567,ALFREDO,MCADAMS,2005-07,40.89,11,1.0,7.99,1,"Travel (15.97), Animation (7.99)"
569,DAVE,GARDINER,2005-08,75.82,18,1.0,9.99,1,"New (18.98), Sports (11.96), Animation (8.97)"
570,IVAN,CROMWELL,2005-06,32.93,7,1.0,6.99,2,"Travel (10.98), Sci-Fi (6.99)"
572,SIDNEY,BURLESON,2005-07,46.89,11,1.0,6.99,1,"Family (12.97), Sports (10.97)"
573,BYRON,BOX,2005-07,70.85,15,1.0,10.99,1,"Horror (11.96), Sports (10.99), Documentary (10.98), Games (7.99)"
574,JULIAN,VEST,2005-06,15.95,5,1.0,6.99,3,Children (8.97)
574,JULIAN,VEST,2005-07,64.85,15,1.0,7.99,1,"Sci-Fi (10.98), Drama (8.98), New (7.99), Music (5.98)"
576,MORRIS,MCCARTER,2005-06,33.93,7,1.0,8.99,2,"Games (8.99), Children (6.99), Comedy (4.99)"
576,MORRIS,MCCARTER,2005-07,63.85,15,1.0,8.99,1,"Action (11.97), New (10.97), Games (9.98)"
577,CLIFTON,MALCOLM,2005-07,52.89,11,1.0,8.99,1,"Family (8.99), Sci-Fi (7.99), Action (6.99), Horror (6.99)"
578,WILLARD,LUMPKIN,2005-07,45.89,11,1.0,6.99,1,"New (10.98), Sci-Fi (9.98), Foreign (6.99)"
579,DARYL,LARUE,2005-07,65.86,14,1.0,9.99,1,"Action (10.98), Drama (9.99), Foreign (9.99), New (8.99)"
580,ROSS,GREY,2005-07,49.85,15,1.0,6.99,1,"Family (10.98), Foreign (8.97), Classics (6.99)"
581,VIRGIL,WOFFORD,2005-07,57.86,14,1.0,8.99,1,"Animation (12.97), Classics (11.98), Travel (7.99)"
582,ANDY,VANHORN,2005-07,53.9,10,1.0,9.99,1,"Sci-Fi (17.97), Animation (12.98)"
584,SALVADOR,TEEL,2005-07,44.88,12,1.0,7.99,2,"Comedy (9.96), Horror (7.99), Travel (7.98)"
585,PERRY,SWAFFORD,2005-07,70.87,13,1.0,9.99,1,"Sports (25.96), Foreign (12.98)"
587,SERGIO,STANFIELD,2005-07,48.9,10,1.0,8.99,1,"New (8.99), Foreign (6.99), Music (6.99), Documentary (6.98)"
588,MARION,OCAMPO,2005-06,24.95,5,1.0,7.99,3,"Children (7.99), Foreign (6.99)"
588,MARION,OCAMPO,2005-07,52.86,14,1.0,5.99,1,"Classics (10.97), Drama (9.98), Children (7.98)"
590,SETH,HANNON,2005-06,30.95,5,1.0,9.99,2,"New (9.99), Sports (9.98)"
590,SETH,HANNON,2005-07,56.86,14,1.0,5.99,1,"Action (8.98), Sci-Fi (7.98), Sports (7.98), Travel (5.98)"
591,KENT,ARSENAULT,2005-07,75.85,15,1.0,11.99,1,"Sports (19.96), Animation (15.97), New (11.99)"
595,TERRENCE,GUNDERSON,2005-07,86.81,19,1.0,10.99,1,"New (15.98), Music (12.97), Family (9.99), Children (9.98)"
597,FREDDIE,DUGGAN,2005-08,47.88,12,1.0,6.99,1,"Foreign (10.98), Travel (7.98), Games (6.99)"
598,WADE,DELVALLE,2005-07,64.84,16,1.0,6.99,1,"Comedy (13.97), Drama (11.98), Foreign (9.98)"
