suspicion_rank,customer_id,customer_name,customer_email,customer_country,customer_city,customer_store_id,last_payment_store_id,window_start,window_end,window_payment_count,window_payment_sum,hist_payment_count,hist_payment_sum_30d,avg_daily_payment_count_30d,avg_daily_payment_sum_30d,count_ratio_to_norm,sum_ratio_to_norm,deviation_score,last_payment_id,last_payment_date,last_payment_amount,last_payment_staff_id,last_payment_staff_name
5834,237,TANYA GILBERT,TANYA.GILBERT@sakilacustomer.org,South Korea,Naju,1,2,2005-08-20 16:38:57.000,2005-08-21 16:38:57,4,24.96,17,78.83,0.5667,2.6277,7.0588,9.4989,7.0588,6415,2005-08-21 12:33:34.000,3.99,2,Jon Stephens
5835,157,DARLENE ROSE,DARLENE.ROSE@sakilacustomer.org,North Korea,Pyongyang,2,1,2005-08-19 04:27:05.000,2005-08-20 04:27:05,4,17.96,17,63.83,0.5667,2.1277,7.0588,8.4412,7.0588,4289,2005-08-20 01:11:12.000,6.99,1,Mike Hillyer
5836,51,ALICE STEWART,ALICE.STEWART@sakilacustomer.org,United States,Fontana,1,2,2005-08-20 15:06:26.000,2005-08-21 15:06:26,4,15.96,17,62.83,0.5667,2.0943,7.0588,7.6206,7.0588,1422,2005-08-21 14:47:09.000,4.99,2,Jon Stephens
5837,257,MARSHA DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,Mozambique,Beira,2,1,2005-08-19 04:10:50.000,2005-08-20 04:10:50,4,17.96,17,70.83,0.5667,2.361,7.0588,7.6069,7.0588,6950,2005-08-19 21:52:51.000,2.99,1,Mike Hillyer
5838,306,CHARLES KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,Malaysia,Sungai Petani,1,1,2005-08-20 08:57:28.000,2005-08-21 08:57:28,4,16.96,17,70.83,0.5667,2.361,7.0588,7.1834,7.0588,8323,2005-08-20 19:45:43.000,4.99,1,Mike Hillyer
5839,366,BRANDON HUEY,BRANDON.HUEY@sakilacustomer.org,Turkey,Balikesir,1,1,2005-08-21 02:14:03.000,2005-08-22 02:14:03,4,15.96,17,67.83,0.5667,2.261,7.0588,7.0588,7.0588,9914,2005-08-21 21:30:39.000,2.99,1,Mike Hillyer
5840,510,BEN EASTER,BEN.EASTER@sakilacustomer.org,Russian Federation,Kamyin,2,1,2005-07-06 12:10:02.000,2005-07-07 12:10:02,2,7.98,8,33.92,0.2667,1.1307,7.5,7.0578,7.0578,13743,2005-07-07 00:58:54.000,4.99,1,Mike Hillyer
5841,551,CLAYTON BARBEE,CLAYTON.BARBEE@sakilacustomer.org,Brazil,Alvorada,2,2,2005-05-31 00:53:25.000,2005-06-01 00:53:25,1,3.99,4,16.96,0.1333,0.5653,7.5,7.0578,7.0578,14784,2005-05-31 00:53:25.000,3.99,2,Jon Stephens
5841,569,DAVE GARDINER,DAVE.GARDINER@sakilacustomer.org,China,Leshan,2,2,2005-05-31 05:22:25.000,2005-06-01 05:22:25,1,3.99,4,16.96,0.1333,0.5653,7.5,7.0578,7.0578,15234,2005-05-31 05:22:25.000,3.99,2,Jon Stephens
5841,59,CHERYL MURPHY,CHERYL.MURPHY@sakilacustomer.org,India,Mysore,1,1,2005-06-16 15:29:29.000,2005-06-17 15:29:29,1,3.99,4,16.96,0.1333,0.5653,7.5,7.0578,7.0578,1624,2005-06-16 15:29:29.000,3.99,1,Mike Hillyer
5841,357,KEITH RICO,KEITH.RICO@sakilacustomer.org,Slovakia,Bratislava,1,1,2005-07-06 17:46:57.000,2005-07-07 17:46:57,1,3.99,4,16.96,0.1333,0.5653,7.5,7.0578,7.0578,9644,2005-07-06 17:46:57.000,3.99,1,Mike Hillyer
5841,383,MARTIN BALES,MARTIN.BALES@sakilacustomer.org,Angola,Namibe,1,1,2005-07-27 15:05:45.000,2005-07-28 15:05:45,1,3.99,4,16.96,0.1333,0.5653,7.5,7.0578,7.0578,10378,2005-07-27 15:05:45.000,3.99,1,Mike Hillyer
5846,235,JACKIE LYNCH,JACKIE.LYNCH@sakilacustomer.org,Colombia,Buenaventura,1,2,2005-07-31 00:45:57.000,2005-08-01 00:45:57,3,11.97,12,50.88,0.4,1.696,7.5,7.0578,7.0578,6337,2005-07-31 22:31:43.000,0.99,2,Jon Stephens
5847,156,BERTHA FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,Nigeria,Ondo,1,2,2005-07-31 07:13:46.000,2005-08-01 07:13:46,2,7.98,8,33.92,0.2667,1.1307,7.5,7.0578,7.0578,4251,2005-08-01 04:24:18.000,6.99,2,Jon Stephens
5847,368,HARRY ARCE,HARRY.ARCE@sakilacustomer.org,Iran,Najafabad,1,1,2005-08-18 06:26:45.000,2005-08-19 06:26:45,2,7.98,8,33.92,0.2667,1.1307,7.5,7.0578,7.0578,9966,2005-08-19 00:22:24.000,4.99,1,Mike Hillyer
5849,368,HARRY ARCE,HARRY.ARCE@sakilacustomer.org,Iran,Najafabad,1,2,2005-08-19 18:02:51.000,2005-08-20 18:02:51,3,11.97,11,50.89,0.3667,1.6963,8.1818,7.0564,7.0564,9970,2005-08-20 12:06:45.000,7.99,2,Jon Stephens
5850,181,ANA BRADLEY,ANA.BRADLEY@sakilacustomer.org,United States,Memphis,2,2,2005-08-01 18:37:39.000,2005-08-02 18:37:39,4,19.96,14,84.86,0.4667,2.8287,8.5714,7.0563,7.0563,4936,2005-08-02 12:40:38.000,4.99,2,Jon Stephens
5851,549,NELSON CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,Spain,Santiago de Compostela,1,2,2005-08-17 08:42:08.000,2005-08-18 08:42:08,2,7.98,7,33.93,0.2333,1.131,8.5714,7.0557,7.0557,14744,2005-08-17 14:23:52.000,2.99,2,Jon Stephens
5852,421,LEE HAWKS,LEE.HAWKS@sakilacustomer.org,India,Pudukkottai,1,2,2005-07-27 18:17:41.000,2005-07-28 18:17:41,2,7.98,6,33.94,0.2,1.1313,10.0,7.0536,7.0536,11383,2005-07-28 16:03:27.000,2.99,2,Jon Stephens
5853,178,MARION SNYDER,MARION.SNYDER@sakilacustomer.org,Brazil,Santa Brbara dOeste,2,2,2005-06-16 16:41:16.000,2005-06-17 16:41:16,1,3.99,3,16.97,0.1,0.5657,10.0,7.0536,7.0536,4826,2005-06-16 16:41:16.000,3.99,2,Jon Stephens
5854,158,VERONICA STONE,VERONICA.STONE@sakilacustomer.org,United States,Greensboro,1,1,2005-07-11 00:55:38.000,2005-07-12 00:55:38,2,7.98,6,33.94,0.2,1.1313,10.0,7.0536,7.0536,4301,2005-07-11 23:29:14.000,2.99,1,Mike Hillyer
5855,416,JEFFERY PINSON,JEFFERY.PINSON@sakilacustomer.org,Pakistan,Dadu,2,2,2005-06-16 05:30:58.000,2005-06-17 05:30:58,2,3.98,6,16.94,0.2,0.5647,10.0,7.0484,7.0484,11246,2005-06-16 18:12:17.000,0.99,2,Jon Stephens
5856,381,BOBBY BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,Anguilla,South Hill,2,2,2005-07-06 15:22:19.000,2005-07-07 15:22:19,2,3.98,5,16.95,0.1667,0.565,12.0,7.0442,7.0442,10316,2005-07-06 22:48:17.000,2.99,2,Jon Stephens
5857,250,JO FOWLER,JO.FOWLER@sakilacustomer.org,Nigeria,Oyo,2,1,2005-07-10 02:44:21.000,2005-07-11 02:44:21,2,3.98,4,16.96,0.1333,0.5653,15.0,7.0401,7.0401,6747,2005-07-11 01:20:46.000,2.99,1,Mike Hillyer
5857,159,JILL HAWKINS,JILL.HAWKINS@sakilacustomer.org,Austria,Linz,1,1,2005-07-28 23:37:23.000,2005-07-29 23:37:23,2,3.98,4,16.96,0.1333,0.5653,15.0,7.0401,7.0401,4335,2005-07-29 08:28:50.000,0.99,1,Mike Hillyer
5859,14,BETTY WHITE,BETTY.WHITE@sakilacustomer.org,United States,Citrus Heights,2,2,2005-05-28 22:04:30.000,2005-05-29 22:04:30,2,3.98,3,16.97,0.1,0.5657,20.0,7.0359,7.0359,362,2005-05-29 20:24:28.000,0.99,2,Jon Stephens
5859,493,BRENT HARKINS,BRENT.HARKINS@sakilacustomer.org,Turkey,Sultanbeyli,1,1,2005-06-19 04:40:44.000,2005-06-20 04:40:44,2,3.98,3,16.97,0.1,0.5657,20.0,7.0359,7.0359,13280,2005-06-20 00:00:52.000,2.99,1,Mike Hillyer
5859,565,JAIME NETTLES,JAIME.NETTLES@sakilacustomer.org,Peru,Hunuco,2,1,2005-07-05 22:49:24.000,2005-07-06 22:49:24,2,3.98,3,16.97,0.1,0.5657,20.0,7.0359,7.0359,15132,2005-07-06 16:29:43.000,2.99,1,Mike Hillyer
5862,240,MARLENE WELCH,MARLENE.WELCH@sakilacustomer.org,Japan,Iwaki,1,2,2005-08-17 09:00:01.000,2005-08-18 09:00:01,2,10.98,8,46.92,0.2667,1.564,7.5,7.0205,7.0205,6494,2005-08-18 04:54:25.000,6.99,2,Jon Stephens
5863,40,AMANDA CARTER,AMANDA.CARTER@sakilacustomer.org,Morocco,Nador,2,1,2005-08-19 03:16:58.000,2005-08-20 03:16:58,3,10.97,11,46.89,0.3667,1.563,8.1818,7.0186,7.0186,1119,2005-08-19 21:31:45.000,0.99,1,Mike Hillyer
5864,204,ROSEMARY SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,Turkey,Usak,1,1,2005-07-11 13:45:14.000,2005-07-12 13:45:14,3,10.97,11,46.89,0.3667,1.563,8.1818,7.0186,7.0186,5533,2005-07-12 12:39:23.000,6.99,1,Mike Hillyer
5865,453,CALVIN MARTEL,CALVIN.MARTEL@sakilacustomer.org,Venezuela,Maracabo,1,1,2005-08-21 19:12:12.000,2005-08-22 19:12:12,3,10.97,10,46.9,0.3333,1.5633,9.0,7.0171,7.0171,12246,2005-08-22 18:04:22.000,0.99,1,Mike Hillyer
5866,103,GLADYS HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,Nigeria,Ilorin,1,2,2005-07-26 23:44:12.000,2005-07-27 23:44:12,3,10.97,9,46.91,0.3,1.5637,10.0,7.0156,7.0156,2786,2005-07-27 19:04:19.000,6.99,2,Jon Stephens
5867,127,ELAINE STEVENS,ELAINE.STEVENS@sakilacustomer.org,Russian Federation,Smolensk,2,1,2005-08-19 01:05:08.000,2005-08-20 01:05:08,3,10.97,8,46.92,0.2667,1.564,11.25,7.0141,7.0141,3433,2005-08-19 10:40:10.000,2.99,1,Mike Hillyer
5868,58,JEAN BELL,JEAN.BELL@sakilacustomer.org,Malaysia,Kuching,1,2,2005-08-20 17:15:06.000,2005-08-21 17:15:06,3,13.97,12,59.88,0.4,1.996,7.5,6.999,6.999,1616,2005-08-21 07:29:05.000,5.99,2,Jon Stephens
5869,103,GLADYS HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,Nigeria,Ilorin,1,2,2005-07-07 19:24:39.000,2005-07-08 19:24:39,2,6.98,8,29.92,0.2667,0.9973,7.5,6.9987,6.9987,2780,2005-07-08 19:23:16.000,4.99,2,Jon Stephens
5870,59,CHERYL MURPHY,CHERYL.MURPHY@sakilacustomer.org,India,Mysore,1,2,2005-08-22 18:48:48.000,2005-08-23 18:48:48,3,13.97,11,59.89,0.3667,1.9963,8.1818,6.9978,6.9978,1646,2005-08-23 17:33:04.000,2.99,2,Jon Stephens
5871,172,BERNICE WILLIS,BERNICE.WILLIS@sakilacustomer.org,Turkey,Batman,1,1,2005-07-11 21:55:40.000,2005-07-12 21:55:40,2,6.98,7,29.93,0.2333,0.9977,8.5714,6.9963,6.9963,4667,2005-07-12 20:23:05.000,5.99,1,Mike Hillyer
5872,588,MARION OCAMPO,MARION.OCAMPO@sakilacustomer.org,China,Weifang,1,2,2005-07-07 06:25:11.000,2005-07-08 06:25:11,2,6.98,6,29.94,0.2,0.998,10.0,6.994,6.994,15744,2005-07-07 11:32:45.000,5.99,2,Jon Stephens
5872,402,LUIS YANEZ,LUIS.YANEZ@sakilacustomer.org,France,Brest,1,2,2005-07-07 21:20:28.000,2005-07-08 21:20:28,2,6.98,6,29.94,0.2,0.998,10.0,6.994,6.994,10864,2005-07-08 06:58:43.000,3.99,2,Jon Stephens
5874,409,RODNEY MOELLER,RODNEY.MOELLER@sakilacustomer.org,Nigeria,Deba Habe,2,1,2005-07-09 15:56:45.000,2005-07-10 15:56:45,2,6.98,5,29.95,0.1667,0.9983,12.0,6.9917,6.9917,11069,2005-07-09 20:55:47.000,0.99,1,Mike Hillyer
5875,260,CHRISTY VARGAS,CHRISTY.VARGAS@sakilacustomer.org,China,Datong,1,2,2005-07-29 17:40:45.000,2005-07-30 17:40:45,3,6.97,9,29.91,0.3,0.997,10.0,6.991,6.991,7033,2005-07-30 11:50:54.000,4.99,2,Jon Stephens
5876,241,HEIDI LARSON,HEIDI.LARSON@sakilacustomer.org,China,Xiangfan,2,1,2005-07-27 13:33:35.000,2005-07-28 13:33:35,3,6.97,9,29.91,0.3,0.997,10.0,6.991,6.991,6518,2005-07-28 09:58:02.000,2.99,1,Mike Hillyer
5877,565,JAIME NETTLES,JAIME.NETTLES@sakilacustomer.org,Peru,Hunuco,2,1,2005-07-11 15:42:35.000,2005-07-12 15:42:35,3,6.97,8,29.92,0.2667,0.9973,11.25,6.9886,6.9886,15138,2005-07-12 12:45:21.000,0.99,1,Mike Hillyer
5878,125,ETHEL WEBB,ETHEL.WEBB@sakilacustomer.org,South Africa,Boksburg,1,1,2005-07-28 12:05:25.000,2005-07-29 12:05:25,3,6.97,7,29.93,0.2333,0.9977,12.8571,6.9863,6.9863,3368,2005-07-29 07:19:16.000,2.99,1,Mike Hillyer
5878,226,MAUREEN LITTLE,MAUREEN.LITTLE@sakilacustomer.org,Paraguay,Asuncin,2,2,2005-08-21 21:22:56.000,2005-08-22 21:22:56,3,6.97,7,29.93,0.2333,0.9977,12.8571,6.9863,6.9863,6105,2005-08-22 05:47:15.000,4.99,2,Jon Stephens
5880,285,MIRIAM MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,Japan,Otsu,1,2,2005-07-11 05:54:42.000,2005-07-12 05:54:42,2,9.98,8,42.92,0.2667,1.4307,7.5,6.9758,6.9758,7717,2005-07-11 19:20:16.000,4.99,2,Jon Stephens
5881,225,ARLENE HARVEY,ARLENE.HARVEY@sakilacustomer.org,India,Ambattur,1,2,2005-07-11 20:30:15.000,2005-07-12 20:30:15,3,9.97,8,42.92,0.2667,1.4307,11.25,6.9688,6.9688,6075,2005-07-12 04:38:32.000,2.99,2,Jon Stephens
5882,482,MAURICE CRAWLEY,MAURICE.CRAWLEY@sakilacustomer.org,Mexico,Coatzacoalcos,1,1,2005-08-23 15:41:20.000,2005-08-24 15:41:20,3,12.97,12,55.88,0.4,1.8627,7.5,6.9631,6.9631,13036,2005-08-23 16:42:53.000,3.99,1,Mike Hillyer
5883,422,MELVIN ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,China,Laohekou,1,2,2005-08-19 15:36:05.000,2005-08-20 15:36:05,4,9.96,8,42.92,0.2667,1.4307,15.0,6.9618,6.9618,11418,2005-08-20 10:03:45.000,4.99,2,Jon Stephens
5884,20,SHARON ROBINSON,SHARON.ROBINSON@sakilacustomer.org,Pakistan,Mardan,2,1,2005-08-22 10:19:58.000,2005-08-23 10:19:58,4,12.96,14,55.86,0.4667,1.862,8.5714,6.9603,6.9603,543,2005-08-23 01:10:42.000,2.99,1,Mike Hillyer
5885,128,MARJORIE TUCKER,MARJORIE.TUCKER@sakilacustomer.org,Poland,Jastrzebie-Zdrj,1,1,2005-07-31 13:02:07.000,2005-08-01 13:02:07,4,12.96,13,55.87,0.4333,1.8623,9.2308,6.959,6.959,3458,2005-08-01 06:58:17.000,2.99,1,Mike Hillyer
5886,102,CRYSTAL FORD,CRYSTAL.FORD@sakilacustomer.org,Israel,Ashdod,1,1,2005-07-30 10:50:53.000,2005-07-31 10:50:53,5,15.95,16,68.84,0.5333,2.2947,9.375,6.9509,6.9509,2761,2005-07-31 10:10:22.000,4.99,1,Mike Hillyer
5887,424,KYLE SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,China,Shanwei,2,1,2005-07-31 00:40:58.000,2005-08-01 00:40:58,3,20.97,13,37.87,0.4333,1.2623,6.9231,16.6121,6.9231,11469,2005-07-31 18:13:22.000,6.99,1,Mike Hillyer
5888,563,KEN PREWITT,KEN.PREWITT@sakilacustomer.org,Romania,Bucuresti,2,2,2005-07-29 13:25:02.000,2005-07-30 13:25:02,3,20.97,13,39.87,0.4333,1.329,6.9231,15.7788,6.9231,15092,2005-07-29 21:47:40.000,7.99,2,Jon Stephens
5889,569,DAVE GARDINER,DAVE.GARDINER@sakilacustomer.org,China,Leshan,2,2,2005-08-19 06:19:21.000,2005-08-20 06:19:21,3,20.97,13,42.87,0.4333,1.429,6.9231,14.6746,6.9231,15255,2005-08-20 04:08:39.000,9.99,2,Jon Stephens
5890,277,OLGA JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,Nigeria,Ogbomosho,2,1,2005-08-21 22:53:01.000,2005-08-22 22:53:01,3,21.97,13,53.87,0.4333,1.7957,6.9231,12.235,6.9231,7526,2005-08-22 21:05:50.000,5.99,1,Mike Hillyer
5891,280,TRACEY BARRETT,TRACEY.BARRETT@sakilacustomer.org,Nigeria,Owo,2,1,2005-08-19 02:05:37.000,2005-08-20 02:05:37,3,20.97,13,51.87,0.4333,1.729,6.9231,12.1284,6.9231,7605,2005-08-19 19:40:37.000,4.99,1,Mike Hillyer
5892,370,WAYNE TRUONG,WAYNE.TRUONG@sakilacustomer.org,India,Gulbarga,2,1,2005-08-22 21:57:15.000,2005-08-23 21:57:15,3,14.97,13,39.87,0.4333,1.329,6.9231,11.2641,6.9231,10018,2005-08-23 20:13:31.000,5.99,1,Mike Hillyer
5893,363,ROY WHITING,ROY.WHITING@sakilacustomer.org,Kenya,Nyeri,2,1,2005-07-31 16:32:16.000,2005-08-01 16:32:16,3,20.97,13,55.87,0.4333,1.8623,6.9231,11.2601,6.9231,9827,2005-08-01 05:05:50.000,6.99,1,Mike Hillyer
5894,470,GORDON ALLARD,GORDON.ALLARD@sakilacustomer.org,Yemen,Hodeida,1,1,2005-08-18 01:15:47.000,2005-08-19 01:15:47,3,23.97,13,63.87,0.4333,2.129,6.9231,11.2588,6.9231,12718,2005-08-18 22:37:39.000,10.99,1,Mike Hillyer
5895,253,TERRY CARLSON,TERRY.CARLSON@sakilacustomer.org,Japan,Miyakonojo,1,2,2005-08-21 06:44:14.000,2005-08-22 06:44:14,3,17.97,13,49.87,0.4333,1.6623,6.9231,10.8101,6.9231,6837,2005-08-21 19:37:10.000,4.99,2,Jon Stephens
5896,518,GABRIEL HARDER,GABRIEL.HARDER@sakilacustomer.org,Turkey,Sivas,1,1,2005-08-20 03:40:27.000,2005-08-21 03:40:27,3,18.97,13,52.87,0.4333,1.7623,6.9231,10.7641,6.9231,13962,2005-08-21 02:22:47.000,4.99,1,Mike Hillyer
5897,468,TIM CARY,TIM.CARY@sakilacustomer.org,India,Bijapur,1,1,2005-08-21 07:44:17.000,2005-08-22 07:44:17,3,22.97,13,64.87,0.4333,2.1623,6.9231,10.6228,6.9231,12645,2005-08-21 18:03:51.000,9.99,1,Mike Hillyer
5898,157,DARLENE ROSE,DARLENE.ROSE@sakilacustomer.org,North Korea,Pyongyang,2,2,2005-07-29 22:31:24.000,2005-07-30 22:31:24,3,12.97,13,36.87,0.4333,1.229,6.9231,10.5533,6.9231,4279,2005-07-30 14:51:36.000,4.99,2,Jon Stephens
5899,80,MARILYN ROSS,MARILYN.ROSS@sakilacustomer.org,Nigeria,Ife,1,2,2005-08-01 16:38:04.000,2005-08-02 16:38:04,3,21.97,13,62.87,0.4333,2.0957,6.9231,10.4835,6.9231,2184,2005-08-02 08:08:24.000,5.99,2,Jon Stephens
5900,494,RAMON CHOATE,RAMON.CHOATE@sakilacustomer.org,Ecuador,Robamba,2,2,2005-07-30 02:37:05.000,2005-07-31 02:37:05,3,17.97,13,51.87,0.4333,1.729,6.9231,10.3933,6.9231,13316,2005-07-31 00:24:17.000,7.99,2,Jon Stephens
5901,390,SHAWN HEATON,SHAWN.HEATON@sakilacustomer.org,Thailand,Nakhon Sawan,1,2,2005-08-20 05:50:05.000,2005-08-21 05:50:05,3,17.97,13,52.87,0.4333,1.7623,6.9231,10.1967,6.9231,10584,2005-08-20 15:52:52.000,5.99,2,Jon Stephens
5902,436,TROY QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,Canada,Vancouver,1,1,2005-08-19 10:55:19.000,2005-08-20 10:55:19,3,21.97,13,64.87,0.4333,2.1623,6.9231,10.1603,6.9231,11768,2005-08-20 03:30:00.000,3.99,1,Mike Hillyer
5903,161,GERALDINE PERKINS,GERALDINE.PERKINS@sakilacustomer.org,Israel,Tel Aviv-Jaffa,1,1,2005-08-22 09:53:23.000,2005-08-23 09:53:23,3,14.97,13,44.87,0.4333,1.4957,6.9231,10.0089,6.9231,4401,2005-08-22 23:55:51.000,5.99,1,Mike Hillyer
5904,368,HARRY ARCE,HARRY.ARCE@sakilacustomer.org,Iran,Najafabad,1,1,2005-08-20 12:06:45.000,2005-08-21 12:06:45,3,17.97,13,54.87,0.4333,1.829,6.9231,9.825,6.9231,9972,2005-08-21 10:22:51.000,7.99,1,Mike Hillyer
5905,236,MARCIA DEAN,MARCIA.DEAN@sakilacustomer.org,Philippines,Tanza,1,2,2005-07-28 07:11:55.000,2005-07-29 07:11:55,3,13.97,13,42.87,0.4333,1.429,6.9231,9.7761,6.9231,6370,2005-07-28 07:41:59.000,2.99,2,Jon Stephens
5906,204,ROSEMARY SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,Turkey,Usak,1,2,2005-08-22 03:23:24.000,2005-08-23 03:23:24,3,17.97,13,55.87,0.4333,1.8623,6.9231,9.6492,6.9231,5550,2005-08-22 23:48:56.000,11.99,2,Jon Stephens
5907,366,BRANDON HUEY,BRANDON.HUEY@sakilacustomer.org,Turkey,Balikesir,1,2,2005-07-27 23:48:35.000,2005-07-28 23:48:35,3,16.97,13,53.87,0.4333,1.7957,6.9231,9.4505,6.9231,9899,2005-07-28 21:29:46.000,4.99,2,Jon Stephens
5908,306,CHARLES KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,Malaysia,Sungai Petani,1,1,2005-08-17 05:56:27.000,2005-08-18 05:56:27,3,15.97,13,51.87,0.4333,1.729,6.9231,9.2366,6.9231,8318,2005-08-18 03:00:11.000,7.99,1,Mike Hillyer
5909,593,RENE MCALISTER,RENE.MCALISTER@sakilacustomer.org,United States,Garden Grove,2,2,2005-08-01 12:14:16.000,2005-08-02 12:14:16,3,14.97,13,48.87,0.4333,1.629,6.9231,9.1897,6.9231,15894,2005-08-02 01:43:02.000,4.99,2,Jon Stephens
5910,179,DANA HART,DANA.HART@sakilacustomer.org,Russian Federation,Kirovo-Tepetsk,1,2,2005-08-20 14:30:26.000,2005-08-21 14:30:26,3,16.97,13,55.87,0.4333,1.8623,6.9231,9.1122,6.9231,4888,2005-08-20 23:42:00.000,7.99,2,Jon Stephens
5911,210,ELLA OLIVER,ELLA.OLIVER@sakilacustomer.org,Yemen,Aden,2,2,2005-07-28 05:36:13.000,2005-07-29 05:36:13,3,15.97,13,52.87,0.4333,1.7623,6.9231,9.0618,6.9231,5706,2005-07-29 04:20:42.000,8.99,2,Jon Stephens
5911,35,VIRGINIA GREEN,VIRGINIA.GREEN@sakilacustomer.org,France,Toulouse,2,1,2005-07-30 04:03:58.000,2005-07-31 04:03:58,3,15.97,13,52.87,0.4333,1.7623,6.9231,9.0618,6.9231,975,2005-07-31 02:59:20.000,6.99,1,Mike Hillyer
5913,209,TONYA CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,India,Bhilwara,2,2,2005-07-29 19:22:37.000,2005-07-30 19:22:37,3,18.97,13,62.87,0.4333,2.0957,6.9231,9.052,6.9231,5678,2005-07-30 07:11:44.000,6.99,2,Jon Stephens
5914,372,STEVE MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,Indonesia,Probolinggo,2,1,2005-07-29 19:18:31.000,2005-07-30 19:18:31,3,17.97,13,59.87,0.4333,1.9957,6.9231,9.0045,6.9231,10074,2005-07-30 09:51:14.000,5.99,1,Mike Hillyer
5915,208,LUCY WHEELER,LUCY.WHEELER@sakilacustomer.org,India,Balurghat,1,2,2005-08-01 20:28:39.000,2005-08-02 20:28:39,3,13.97,13,46.87,0.4333,1.5623,6.9231,8.9418,6.9231,5651,2005-08-02 20:26:19.000,2.99,2,Jon Stephens
5916,381,BOBBY BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,Anguilla,South Hill,2,1,2005-08-19 14:58:30.000,2005-08-20 14:58:30,3,10.97,13,36.87,0.4333,1.229,6.9231,8.926,6.9231,10337,2005-08-20 06:28:37.000,0.99,1,Mike Hillyer
5917,314,GEORGE LINTON,GEORGE.LINTON@sakilacustomer.org,Brazil,Sorocaba,1,2,2005-07-28 18:59:46.000,2005-07-29 18:59:46,3,12.97,13,43.87,0.4333,1.4623,6.9231,8.8694,6.9231,8523,2005-07-29 14:45:45.000,4.99,2,Jon Stephens
5918,221,BESSIE MORRISON,BESSIE.MORRISON@sakilacustomer.org,Italy,Syrakusa,1,1,2005-08-21 08:06:30.000,2005-08-22 08:06:30,3,14.97,13,50.87,0.4333,1.6957,6.9231,8.8284,6.9231,6001,2005-08-21 11:15:46.000,7.99,1,Mike Hillyer
5919,141,DEBBIE REYES,DEBBIE.REYES@sakilacustomer.org,Japan,Fukuyama,1,1,2005-08-01 22:03:10.000,2005-08-02 22:03:10,3,13.97,13,47.87,0.4333,1.5957,6.9231,8.755,6.9231,3818,2005-08-02 19:32:51.000,5.99,1,Mike Hillyer
5920,91,LOIS BUTLER,LOIS.BUTLER@sakilacustomer.org,Brunei,Bandar Seri Begawan,2,1,2005-08-22 04:09:18.000,2005-08-23 04:09:18,3,9.97,13,34.87,0.4333,1.1623,6.9231,8.5776,6.9231,2500,2005-08-22 20:56:31.000,4.99,1,Mike Hillyer
5921,362,NICHOLAS BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,Brazil,Belm,1,2,2005-08-20 22:09:51.000,2005-08-21 22:09:51,3,14.97,13,52.87,0.4333,1.7623,6.9231,8.4944,6.9231,9801,2005-08-21 08:33:42.000,4.99,2,Jon Stephens
5922,137,RHONDA KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,Netherlands,Apeldoorn,2,2,2005-07-30 05:02:21.000,2005-07-31 05:02:21,3,17.97,13,63.87,0.4333,2.129,6.9231,8.4406,6.9231,3701,2005-07-30 22:44:36.000,7.99,2,Jon Stephens
5923,242,GLENDA FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,China,Qinhuangdao,1,2,2005-08-19 17:42:06.000,2005-08-20 17:42:06,3,16.97,13,60.87,0.4333,2.029,6.9231,8.3637,6.9231,6563,2005-08-20 07:47:08.000,5.99,2,Jon Stephens
5924,403,MIKE WAY,MIKE.WAY@sakilacustomer.org,India,Valparai,1,1,2005-08-01 12:44:17.000,2005-08-02 12:44:17,3,17.97,13,64.87,0.4333,2.1623,6.9231,8.3105,6.9231,10899,2005-08-02 05:59:42.000,7.99,1,Mike Hillyer
5925,103,GLADYS HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,Nigeria,Ilorin,1,2,2005-08-23 06:25:07.000,2005-08-24 06:25:07,3,15.97,13,57.87,0.4333,1.929,6.9231,8.2789,6.9231,2799,2005-08-23 22:43:07.000,8.99,2,Jon Stephens
5926,294,SHELLY WATTS,SHELLY.WATTS@sakilacustomer.org,United States,Dayton,2,1,2005-08-17 14:16:48.000,2005-08-18 14:16:48,3,13.97,13,50.87,0.4333,1.6957,6.9231,8.2386,6.9231,7975,2005-08-18 04:46:45.000,5.99,1,Mike Hillyer
