payment_month,customer_id,first_name,last_name,city_name,country_name,payment_count,total_amount,avg_check,city_avg_payment_count,city_avg_total_amount,city_avg_check,country_avg_payment_count,country_avg_total_amount,country_avg_check,previous_month_amount,growth_percent_to_previous_month,distinct_staff_count,max_payment,country_amount_position,country_customer_count,is_3x_city_average,is_top_5_percent_country
2005-07,50,DIANE,COLLINS,Omdurman,Sudan,17,80.83,4.75,17.0,80.83,4.75,12.0,52.88,4.16,11.96,575.84,2,10.99,1,2,0,1
2005-07,66,JANICE,WARD,Malm,Sweden,13,60.87,4.68,13.0,60.87,4.68,13.0,60.87,4.68,29.93,103.37,2,8.99,1,1,0,1
2005-07,598,WADE,DELVALLE,Lausanne,Switzerland,16,64.84,4.05,16.0,64.84,4.05,10.67,46.89,4.61,2.99,2068.56,2,6.99,1,3,0,1
2005-07,30,MELISSA,KING,Lungtan,Taiwan,19,73.81,3.88,19.0,73.81,3.88,13.7,56.56,4.19,12.96,469.52,2,9.99,1,10,0,1
2005-07,220,CHARLENE,ALVAREZ,Zanzibar,Tanzania,12,59.88,4.99,12.0,59.88,4.99,10.67,48.56,4.48,0.99,5948.48,2,10.99,1,3,0,1
2005-07,86,JACQUELINE,LONG,Songkhla,Thailand,12,64.88,5.41,12.0,64.88,5.41,14.0,61.19,4.44,24.93,160.25,2,10.99,1,3,0,1
2005-07,344,HENRY,BILLINGSLEY,Nukualofa,Tonga,6,28.94,4.82,6.0,28.94,4.82,6.0,28.94,4.82,9.97,190.27,1,5.99,1,1,0,1
2005-07,335,GREGORY,MAULDIN,Sousse,Tunisia,15,55.85,3.72,15.0,55.85,3.72,15.0,55.85,3.72,4.99,1019.24,2,8.99,1,1,0,1
2005-07,366,BRANDON,HUEY,Balikesir,Turkey,19,82.81,4.36,19.0,82.81,4.36,11.47,49.29,4.32,2.98,2678.86,2,6.99,1,15,0,1
2005-07,200,JEANNE,LAWSON,Ashgabat,Turkmenistan,10,37.9,3.79,10.0,37.9,3.79,10.0,37.9,3.79,31.93,18.7,2,6.99,1,1,0,1
2005-07,105,DAWN,SULLIVAN,Funafuti,Tuvalu,10,48.9,4.89,10.0,48.9,4.89,10.0,48.9,4.89,11.97,308.52,2,9.99,1,1,0,1
2005-07,475,PEDRO,CHESTNUT,ostka,Ukraine,15,71.85,4.79,15.0,71.85,4.79,11.83,58.05,4.94,0.0,,2,9.99,1,6,0,1
2005-07,292,MISTY,LAMBERT,Sharja,United Arab Emirates,16,74.84,4.68,16.0,74.84,4.68,12.67,53.87,4.25,14.96,400.27,2,8.99,1,3,0,1
2005-07,583,MARSHALL,THORN,Southampton,United Kingdom,12,68.88,5.74,12.0,68.88,5.74,10.0,42.23,4.11,29.94,130.06,2,9.99,1,9,0,1
2005-07,526,KARL,SEAL,Cape Coral,United States,19,86.81,4.57,19.0,86.81,4.57,10.44,45.84,4.36,41.91,107.13,2,7.99,1,36,0,1
2005-07,479,ZACHARY,HITE,Akron,United States,15,79.85,5.32,15.0,79.85,5.32,10.44,45.84,4.36,23.94,233.54,2,8.99,2,36,0,1
2005-07,539,MATHEW,BOLIN,Valencia,Venezuela,12,55.88,4.66,12.0,55.88,4.66,10.14,40.76,4.01,9.97,460.48,2,7.99,1,7,0,1
2005-07,532,NEIL,RENNER,Cam Ranh,Vietnam,14,69.86,4.99,14.0,69.86,4.99,11.33,50.89,4.47,8.98,677.95,2,8.99,1,6,0,1
2005-07,406,NATHAN,RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",18,68.82,3.82,18.0,68.82,3.82,18.0,68.82,3.82,26.93,155.55,2,8.99,1,1,0,1
2005-07,470,GORDON,ALLARD,Hodeida,Yemen,17,96.83,5.7,17.0,96.83,5.7,14.0,64.86,4.56,9.97,871.21,2,10.99,1,4,0,1
2005-07,553,MAX,PITT,Novi Sad,Yugoslavia,16,68.84,4.3,16.0,68.84,4.3,13.5,64.37,4.87,19.97,244.72,2,6.99,1,2,0,1
2005-07,438,BARRY,LOVELACE,Kitwe,Zambia,14,54.86,3.92,14.0,54.86,3.92,14.0,54.86,3.92,17.94,205.8,2,8.99,1,1,0,1
2005-08,218,VERA,MCCOY,Kabul,Afghanistan,7,24.93,3.56,7.0,24.93,3.56,7.0,24.93,3.56,37.92,-34.26,2,5.99,1,1,0,1
2005-08,176,JUNE,CARROLL,Skikda,Algeria,12,52.88,4.41,12.0,52.88,4.41,9.33,37.24,3.92,55.88,-5.37,2,7.99,1,3,0,1
2005-08,320,ANTHONY,SCHWAB,Tafuna,American Samoa,4,7.96,1.99,4.0,7.96,1.99,4.0,7.96,1.99,39.89,-80.05,2,2.99,1,1,0,1
2005-08,383,MARTIN,BALES,Namibe,Angola,10,38.9,3.89,10.0,38.9,3.89,8.5,33.92,4.01,26.91,44.56,2,6.99,1,2,0,1
2005-08,381,BOBBY,BOUDREAU,South Hill,Anguilla,13,44.87,3.45,13.0,44.87,3.45,13.0,44.87,3.45,37.86,18.52,2,8.99,1,1,0,1
2005-08,445,MICHEAL,FORMAN,Escobar,Argentina,14,66.86,4.78,14.0,66.86,4.78,8.62,35.91,4.15,29.9,123.61,2,9.99,1,13,0,1
2005-08,41,STEPHANIE,MITCHELL,Yerevan,Armenia,7,31.93,4.56,7.0,31.93,4.56,7.0,31.93,4.56,70.85,-54.93,2,7.99,1,1,0,1
2005-08,266,NORA,HERRERA,Salzburg,Austria,17,71.83,4.23,17.0,71.83,4.23,10.0,42.23,4.14,20.95,242.86,2,8.99,1,3,0,1
2005-08,334,RAYMOND,MCWHORTER,Sumqayit,Azerbaijan,13,53.87,4.14,13.0,53.87,4.14,11.0,45.89,4.18,53.89,-0.04,2,7.99,1,2,0,1
2005-08,590,SETH,HANNON,al-Manama,Bahrain,4,17.96,4.49,4.0,17.96,4.49,4.0,17.96,4.49,56.86,-68.41,2,5.99,1,1,0,1
2005-08,21,MICHELLE,CLARK,Tangail,Bangladesh,17,79.83,4.7,17.0,79.83,4.7,12.0,51.55,4.17,31.91,150.17,2,9.99,1,3,0,1
2005-08,144,CLARA,SHAW,Molodetno,Belarus,16,72.84,4.55,16.0,72.84,4.55,13.0,58.37,4.47,93.82,-22.36,2,7.99,1,2,0,1
2005-08,431,JOEL,FRANCISCO,Sucre,Bolivia,9,35.91,3.99,9.0,35.91,3.99,9.0,33.91,3.77,17.95,100.06,2,6.99,1,2,0,1
2005-08,342,HAROLD,MARTINO,Boa Vista,Brazil,17,69.83,4.11,17.0,69.83,4.11,9.25,39.87,4.34,45.88,52.2,2,8.99,1,28,0,1
2005-08,362,NICHOLAS,BARFIELD,Belm,Brazil,11,63.89,5.81,11.0,63.89,5.81,9.25,39.87,4.34,61.85,3.3,2,11.99,2,28,0,1
2005-08,91,LOIS,BUTLER,Bandar Seri Begawan,Brunei,10,29.9,2.99,10.0,29.9,2.99,10.0,29.9,2.99,59.81,-50.01,2,4.99,1,1,0,1
2005-08,540,TYRONE,ASHER,Ruse,Bulgaria,10,53.9,5.39,10.0,53.9,5.39,10.0,39.4,3.94,39.91,35.05,2,8.99,1,2,0,1
2005-08,516,ELMER,NOE,Battambang,Cambodia,7,16.93,2.42,7.0,16.93,2.42,5.5,15.45,2.95,46.91,-63.91,2,8.99,1,2,0,1
2005-08,361,LAWRENCE,LAWTON,Yaound,Cameroon,13,42.87,3.3,13.0,42.87,3.3,10.0,35.9,3.72,29.9,43.38,2,6.99,1,2,0,1
2005-08,410,CURTIS,IRBY,Richmond Hill,Canada,17,86.83,5.11,17.0,86.83,5.11,10.6,52.69,5.12,54.86,58.28,2,10.99,1,5,0,1
2005-08,535,JAVIER,ELROD,NDjamna,Chad,15,63.85,4.26,15.0,63.85,4.26,15.0,63.85,4.26,48.89,30.6,2,8.99,1,1,0,1
2005-08,45,JANET,PHILLIPS,Antofagasta,Chile,12,68.88,5.74,12.0,68.88,5.74,10.0,49.9,4.91,37.91,81.69,2,10.99,1,3,0,1
2005-08,569,DAVE,GARDINER,Leshan,China,18,75.82,4.21,18.0,75.82,4.21,9.66,39.38,4.07,24.93,204.13,2,9.99,1,53,0,1
2005-08,197,SUE,PETERS,Changzhou,China,16,65.84,4.12,16.0,65.84,4.12,9.66,39.38,4.07,35.92,83.3,2,9.99,2,53,0,1
2005-08,550,GUY,BROWNLEE,Zhoushan,China,13,63.87,4.91,13.0,63.87,4.91,9.66,39.38,4.07,44.89,42.28,2,10.99,3,53,0,1
2005-08,460,LEON,BOSTIC,Florencia,Colombia,12,54.88,4.57,12.0,54.88,4.57,9.17,42.91,4.64,41.92,30.92,2,10.99,1,6,0,1
2005-08,375,AARON,SELBY,Mwene-Ditu,"Congo, The Democratic Republic of the",12,51.88,4.32,12.0,51.88,4.32,11.5,47.39,4.11,22.95,126.06,2,9.99,1,2,0,1
2005-08,265,JENNIE,TERRY,Olomouc,Czech Republic,9,45.91,5.1,9.0,45.91,5.1,9.0,45.91,5.1,70.84,-35.19,2,8.99,1,1,0,1
2005-08,258,MYRTLE,FLEMING,Santiago de los Caballeros,Dominican Republic,11,52.89,4.81,11.0,52.89,4.81,11.67,44.88,4.02,44.9,17.8,2,6.99,1,3,0,1
2005-08,494,RAMON,CHOATE,Robamba,Ecuador,11,51.89,4.72,11.0,51.89,4.72,11.0,49.22,4.51,80.82,-35.8,2,9.99,1,3,0,1
2005-08,119,SHERRY,MARSHALL,Shubra al-Khayma,Egypt,18,77.82,4.32,18.0,77.82,4.32,10.0,42.73,4.18,44.9,73.32,2,6.99,1,6,0,1
2005-08,444,MARCUS,HIDALGO,Tartu,Estonia,14,51.86,3.7,14.0,51.86,3.7,14.0,51.86,3.7,27.92,85.74,2,6.99,1,1,0,1
2005-08,392,SEAN,DOUGLASS,Addis Abeba,Ethiopia,11,49.89,4.54,11.0,49.89,4.54,11.0,49.89,4.54,23.92,108.57,2,7.99,1,1,0,1
2005-08,317,EDWARD,BAUGH,Trshavn,Faroe Islands,11,44.89,4.08,11.0,44.89,4.08,11.0,44.89,4.08,50.88,-11.77,2,7.99,1,1,0,1
2005-08,298,ERIKA,PENA,Oulu,Finland,11,45.89,4.17,11.0,45.89,4.17,11.0,45.89,4.17,32.9,39.48,2,8.99,1,1,0,1
2005-08,35,VIRGINIA,GREEN,Toulouse,France,8,31.92,3.99,8.0,31.92,3.99,6.0,20.19,3.3,68.84,-53.63,2,7.99,1,4,0,1
2005-08,65,ROSE,HOWARD,Cayenne,French Guiana,9,46.91,5.21,9.0,46.91,5.21,9.0,46.91,5.21,37.91,23.74,2,8.99,1,1,0,1
2005-08,56,GLORIA,COOK,Papeete,French Polynesia,12,58.88,4.91,12.0,58.88,4.91,9.5,45.91,4.81,37.91,55.32,2,8.99,1,2,0,1
2005-08,584,SALVADOR,TEEL,Banjul,Gambia,13,58.87,4.53,13.0,58.87,4.53,13.0,58.87,4.53,44.88,31.17,2,8.99,1,1,0,1
2005-08,448,MIGUEL,BETANCOURT,Erlangen,Germany,10,54.9,5.49,10.0,54.9,5.49,9.14,38.77,4.18,43.9,25.06,2,9.99,1,7,0,1
2005-08,596,ENRIQUE,FORSYTHE,Patras,Greece,13,46.87,3.61,13.0,46.87,3.61,10.0,41.4,4.37,21.94,113.63,2,6.99,1,2,0,1
2005-08,207,GERTRUDE,CASTILLO,Nuuk,Greenland,12,56.88,4.74,12.0,56.88,4.74,12.0,56.88,4.74,58.85,-3.35,2,9.99,1,1,0,1
2005-08,26,JESSICA,HALL,Citt del Vaticano,Holy See (Vatican City State),12,57.88,4.82,12.0,57.88,4.82,12.0,57.88,4.82,46.87,23.49,2,8.99,1,1,0,1
2005-08,289,VIOLET,RODRIQUEZ,Kowloon and New Kowloon,Hong Kong,12,54.88,4.57,12.0,54.88,4.57,12.0,54.88,4.57,49.88,10.02,2,9.99,1,1,0,1
2005-08,592,TERRANCE,ROUSH,Szkesfehrvr,Hungary,8,23.92,2.99,8.0,23.92,2.99,8.0,23.92,2.99,61.85,-61.33,2,8.99,1,1,0,1
2005-08,15,HELEN,HARRIS,Bhopal,India,18,79.82,4.43,18.0,79.82,4.43,9.67,42.67,4.42,40.91,95.11,2,8.99,1,60,0,1
2005-08,259,LENA,JENSEN,Halisahar,India,16,75.84,4.74,16.0,75.84,4.74,9.67,42.67,4.42,53.9,40.71,2,10.99,2,60,0,1
2005-08,468,TIM,CARY,Bijapur,India,14,71.86,5.13,14.0,71.86,5.13,9.67,42.67,4.42,58.86,22.09,2,10.99,3,60,0,1
2005-08,372,STEVE,MACKENZIE,Probolinggo,Indonesia,13,62.87,4.84,13.0,62.87,4.84,9.79,37.33,3.78,77.84,-19.23,2,10.99,1,14,0,1
2005-08,459,TOMMY,COLLAZO,Qomsheh,Iran,12,67.88,5.66,12.0,67.88,5.66,9.88,44.9,4.46,89.82,-24.43,2,10.99,1,8,0,1
2005-08,579,DARYL,LARUE,Mosul,Iraq,9,31.91,3.55,9.0,31.91,3.55,9.0,31.91,3.55,65.86,-51.55,2,6.99,1,1,0,1
2005-08,161,GERALDINE,PERKINS,Tel Aviv-Jaffa,Israel,12,45.88,3.82,12.0,45.88,3.82,7.5,30.43,4.06,41.9,9.5,2,7.99,1,4,0,1
2005-08,439,ALEXANDER,FENNELL,Bergamo,Italy,15,67.85,4.52,15.0,67.85,4.52,10.57,44.89,4.1,45.88,47.89,2,9.99,1,7,0,1
2005-08,147,JOANNE,ROBERTSON,Urawa,Japan,15,76.85,5.12,15.0,76.85,5.12,9.68,40.94,4.2,31.87,141.14,2,8.99,1,31,0,1
2005-08,29,ANGELA,HERNANDEZ,Shimonoseki,Japan,16,68.84,4.3,16.0,68.84,4.3,9.68,40.94,4.2,46.89,46.81,2,7.99,2,31,0,1
2005-08,76,IRENE,PRICE,Pavlodar,Kazakstan,6,35.94,5.99,6.0,35.94,5.99,7.5,30.93,4.43,25.91,38.71,2,10.99,1,2,0,1
2005-08,363,ROY,WHITING,Nyeri,Kenya,8,46.92,5.87,8.0,46.92,5.87,9.0,42.91,4.88,69.85,-32.83,2,9.99,1,2,0,1
2005-08,234,CLAUDIA,FULLER,Jalib al-Shuyukh,Kuwait,13,53.87,4.14,13.0,53.87,4.14,13.0,53.87,4.14,14.97,259.85,2,7.99,1,1,0,1
2005-08,347,RYAN,SALISBURY,Daugavpils,Latvia,8,44.92,5.62,8.0,44.92,5.62,8.0,35.42,4.43,65.83,-31.76,2,10.99,1,2,0,1
2005-08,57,EVELYN,MORGAN,Vaduz,Liechtenstein,6,28.94,4.82,6.0,28.94,4.82,6.0,28.94,4.82,49.85,-41.95,1,9.99,1,1,0,1
2005-08,557,FELIX,GAFFNEY,Vilnius,Lithuania,8,19.92,2.49,8.0,19.92,2.49,8.0,19.92,2.49,26.9,-25.95,2,5.99,1,1,0,1
2005-08,81,ANDREA,HENDERSON,Mahajanga,Madagascar,12,55.88,4.66,12.0,55.88,4.66,12.0,55.88,4.66,23.94,133.42,2,7.99,1,1,0,1
2005-08,166,LYNN,PAYNE,Lilongwe,Malawi,10,50.9,5.09,10.0,50.9,5.09,10.0,50.9,5.09,56.87,-10.5,2,7.99,1,1,0,1
2005-08,306,CHARLES,KOWALSKI,Sungai Petani,Malaysia,14,65.86,4.7,14.0,65.86,4.7,11.33,54.22,4.76,53.86,22.28,2,7.99,1,3,0,1
2005-08,150,DANIELLE,DANIELS,Hidalgo,Mexico,16,68.84,4.3,16.0,68.84,4.3,9.67,38.04,3.9,17.96,283.3,2,9.99,1,30,0,1
2005-08,273,PRISCILLA,LOWE,Salamanca,Mexico,13,62.87,4.84,13.0,62.87,4.84,9.67,38.04,3.9,67.85,-7.34,2,8.99,2,30,0,1
2005-08,38,MARTHA,GONZALEZ,Chisinau,Moldova,11,45.89,4.17,11.0,45.89,4.17,11.0,45.89,4.17,65.82,-30.28,2,6.99,1,1,0,1
2005-08,22,LAURA,RODRIGUEZ,Sal,Morocco,10,54.9,5.49,10.0,54.9,5.49,9.33,42.24,4.42,31.93,71.94,2,9.99,1,3,0,1
2005-08,433,DON,BONE,Naala-Porto,Mozambique,9,47.91,5.32,9.0,47.91,5.32,8.67,34.91,3.91,65.86,-27.25,2,6.99,1,3,0,1
2005-08,256,MABEL,HOLLAND,Monywa,Myanmar,12,53.88,4.49,12.0,53.88,4.49,11.5,48.39,4.19,12.94,316.38,2,8.99,1,2,0,1
2005-08,513,DUANE,TUBBS,Yangor,Nauru,14,69.86,4.99,14.0,69.86,4.99,14.0,69.86,4.99,60.87,14.77,2,7.99,1,1,0,1
2005-08,321,KEVIN,SCHULER,Birgunj,Nepal,7,42.93,6.13,7.0,42.93,6.13,7.0,42.93,6.13,50.9,-15.66,2,7.99,1,1,0,1
2005-08,137,RHONDA,KENNEDY,Apeldoorn,Netherlands,15,74.85,4.99,15.0,74.85,4.99,10.8,47.29,4.35,96.81,-22.68,2,9.99,1,5,0,1
2005-08,8,SUSAN,WILSON,Hamilton,New Zealand,8,35.92,4.49,8.0,35.92,4.49,8.0,35.92,4.49,35.88,0.11,2,9.99,1,1,0,1
2005-08,198,ELSIE,KELLEY,Ikerre,Nigeria,16,70.84,4.43,16.0,70.84,4.43,9.46,41.75,4.3,52.85,34.04,2,6.99,1,13,0,1
2005-08,157,DARLENE,ROSE,Pyongyang,North Korea,11,53.89,4.9,11.0,53.89,4.9,11.0,53.89,4.9,52.83,2.01,2,6.99,1,1,0,1
2005-08,9,MARGARET,MOORE,Masqat,Oman,8,31.92,3.99,8.0,31.92,3.99,5.5,21.45,3.82,28.91,10.41,2,7.99,1,2,0,1
2005-08,416,JEFFERY,PINSON,Dadu,Pakistan,13,63.87,4.91,13.0,63.87,4.91,10.0,41.7,4.19,36.9,73.09,2,8.99,1,5,0,1
2005-08,345,CARL,ARTIS,San Lorenzo,Paraguay,7,42.93,6.13,7.0,42.93,6.13,7.67,33.59,4.42,49.9,-13.97,2,10.99,1,3,0,1
2005-08,565,JAIME,NETTLES,Hunuco,Peru,13,66.87,5.14,13.0,66.87,5.14,10.0,43.65,4.27,34.89,91.66,2,10.99,1,4,0,1
2005-08,373,LOUIS,LEONE,Tanauan,Philippines,15,76.85,5.12,15.0,76.85,5.12,10.25,45.9,4.48,68.84,11.64,2,7.99,1,20,0,1
2005-08,380,RUSSELL,BRINSON,Tychy,Poland,13,45.87,3.53,13.0,45.87,3.53,8.88,34.66,3.85,58.86,-22.07,2,6.99,1,8,0,1
2005-08,360,RALPH,MADRIGAL,Arecibo,Puerto Rico,11,55.89,5.08,11.0,55.89,5.08,7.5,34.93,4.29,69.83,-19.96,2,7.99,1,2,0,1
2005-08,230,JOY,GEORGE,Botosani,Romania,10,38.9,3.89,10.0,38.9,3.89,9.5,35.91,3.77,58.85,-33.9,2,7.99,1,2,0,1
2005-08,148,ELEANOR,HUNT,Saint-Denis,Runion,18,87.82,4.88,18.0,87.82,4.88,18.0,87.82,4.88,100.78,-12.86,2,10.99,1,1,0,1
2005-08,487,HECTOR,POINDEXTER,Pjatigorsk,Russian Federation,11,68.89,6.26,11.0,68.89,6.26,8.39,34.74,4.03,46.86,47.01,2,9.99,1,28,0,1
2005-08,160,ERIN,DUNN,Ljubertsy,Russian Federation,15,66.85,4.46,15.0,66.85,4.46,8.39,34.74,4.03,28.91,131.23,2,7.99,2,28,0,1
2005-08,326,JOSE,ANDREW,Kingstown,Saint Vincent and the Grenadines,6,17.94,2.99,6.0,17.94,2.99,6.0,17.94,2.99,46.88,-61.73,1,4.99,1,1,0,1
2005-08,417,TRAVIS,ESTEP,al-Qatif,Saudi Arabia,13,48.87,3.76,13.0,48.87,3.76,9.4,36.11,3.86,35.93,36.01,2,7.99,1,5,0,1
2005-08,456,RONNIE,RICKETTS,Ziguinchor,Senegal,10,44.9,4.49,10.0,44.9,4.49,10.0,44.9,4.49,24.93,80.1,2,8.99,1,1,0,1
2005-08,357,KEITH,RICO,Bratislava,Slovakia,7,20.93,2.99,7.0,20.93,2.99,7.0,20.93,2.99,42.88,-51.19,2,6.99,1,1,0,1
2005-08,471,DEAN,SAUER,Johannesburg,South Africa,12,55.88,4.66,12.0,55.88,4.66,9.27,41.27,4.48,29.91,86.83,2,7.99,1,11,0,1
2005-08,237,TANYA,GILBERT,Naju,South Korea,11,60.89,5.54,11.0,60.89,5.54,7.2,35.53,4.77,64.85,-6.11,2,11.99,1,5,0,1
2005-08,469,WESLEY,BULL,Ourense (Orense),Spain,15,66.85,4.46,15.0,66.85,4.46,10.2,42.7,4.03,80.82,-17.29,2,9.99,1,5,0,1
2005-08,408,MANUEL,MURRELL,Jaffna,Sri Lanka,12,46.88,3.91,12.0,46.88,3.91,12.0,46.88,3.91,45.88,2.18,2,7.99,1,1,0,1
2005-08,50,DIANE,COLLINS,Omdurman,Sudan,9,51.91,5.77,9.0,51.91,5.77,7.5,34.43,4.3,80.83,-35.78,2,7.99,1,2,0,1
2005-08,66,JANICE,WARD,Malm,Sweden,13,48.87,3.76,13.0,48.87,3.76,13.0,48.87,3.76,60.87,-19.71,2,8.99,1,1,0,1
2005-08,155,GAIL,KNIGHT,Bern,Switzerland,7,27.93,3.99,7.0,27.93,3.99,6.33,22.94,3.58,42.9,-34.9,2,8.99,1,3,0,1
2005-08,348,ROGER,QUINTANILLA,Hsichuh,Taiwan,15,60.85,4.06,15.0,60.85,4.06,10.6,39.89,3.73,70.84,-14.1,2,7.99,1,10,0,1
2005-08,190,YOLANDA,WEAVER,Tabora,Tanzania,12,49.88,4.16,12.0,49.88,4.16,11.67,45.55,3.89,27.93,78.59,2,9.99,1,3,0,1
2005-08,390,SHAWN,HEATON,Nakhon Sawan,Thailand,12,59.88,4.99,12.0,59.88,4.99,10.67,49.23,4.59,56.86,5.31,2,8.99,1,3,0,1
2005-08,344,HENRY,BILLINGSLEY,Nukualofa,Tonga,7,25.93,3.7,7.0,25.93,3.7,7.0,25.93,3.7,28.94,-10.4,2,5.99,1,1,0,1
2005-08,335,GREGORY,MAULDIN,Sousse,Tunisia,6,16.94,2.82,6.0,16.94,2.82,6.0,16.94,2.82,55.85,-69.67,2,4.99,1,1,0,1
2005-08,172,BERNICE,WILLIS,Batman,Turkey,13,58.87,4.53,13.0,58.87,4.53,8.93,38.98,4.4,70.86,-16.92,2,8.99,1,15,0,1
2005-08,200,JEANNE,LAWSON,Ashgabat,Turkmenistan,8,53.92,6.74,8.0,53.92,6.74,8.0,53.92,6.74,37.9,42.27,2,10.99,1,1,0,1
2005-08,105,DAWN,SULLIVAN,Funafuti,Tuvalu,9,32.91,3.66,9.0,32.91,3.66,9.0,32.91,3.66,48.9,-32.7,2,6.99,1,1,0,1
2005-08,187,BRITTANY,RILEY,Sumy,Ukraine,9,63.91,7.1,9.0,63.91,7.1,9.33,41.24,4.45,63.89,0.03,2,9.99,1,6,0,1
2005-08,98,LILLIAN,GRIFFIN,al-Ayn,United Arab Emirates,9,35.91,3.99,9.0,35.91,3.99,7.67,29.92,3.96,40.91,-12.22,2,7.99,1,3,0,1
2005-08,512,CECIL,VINES,London,United Kingdom,13,62.87,4.84,9.5,41.91,4.16,8.0,30.7,3.75,36.91,70.33,2,9.99,1,9,0,1
2005-08,526,KARL,SEAL,Cape Coral,United States,14,79.86,5.7,14.0,79.86,5.7,9.97,42.54,4.24,86.81,-8.01,2,10.99,1,36,0,1
2005-08,181,ANA,BRADLEY,Memphis,United States,16,71.84,4.49,16.0,71.84,4.49,9.97,42.54,4.24,72.88,-1.43,2,7.99,2,36,0,1
2005-08,453,CALVIN,MARTEL,Maracabo,Venezuela,10,45.9,4.59,10.0,45.9,4.59,8.14,32.35,3.92,46.9,-2.13,2,7.99,1,7,0,1
2005-08,532,NEIL,RENNER,Cam Ranh,Vietnam,14,69.86,4.99,14.0,69.86,4.99,11.0,46.89,4.21,69.86,0.0,2,8.99,1,6,0,1
2005-08,406,NATHAN,RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",6,25.94,4.32,6.0,25.94,4.32,6.0,25.94,4.32,68.82,-62.31,2,6.99,1,1,0,1
2005-08,210,ELLA,OLIVER,Aden,Yemen,10,56.9,5.69,10.0,56.9,5.69,9.0,40.41,4.42,73.82,-22.92,2,8.99,1,4,0,1
2005-08,7,MARIA,MILLER,Kragujevac,Yugoslavia,12,59.88,4.99,12.0,59.88,4.99,8.0,36.92,4.24,59.89,-0.02,2,8.99,1,2,0,1
2005-08,438,BARRY,LOVELACE,Kitwe,Zambia,9,47.91,5.32,9.0,47.91,5.32,9.0,47.91,5.32,54.86,-12.67,2,7.99,1,1,0,1
