customer_id,customer_name,country,city,suspicious_activity_date,payment_count,total_amount,deviation_from_personal_30_day_avg,deviation_from_country_daily_avg,rented_films
340,PATRICK NEWSOM,Vietnam,Hanoi,2005-08-22,3,15.97,14.01,4.66,"WILLOW TRACY,CAMPUS REMEMBER,FLINTSTONES HAPPINESS"
363,ROY WHITING,Kenya,Nyeri,2005-08-22,3,15.97,13.71,12.48,"SHANE DARKNESS,DOOM DANCING,GANGS PRIDE"
119,SHERRY MARSHALL,Egypt,Shubra al-Khayma,2005-08-22,3,15.97,13.48,4.3,"TITANS JERK,HOBBIT ALIEN,EAGLES PANKY"
329,FRANK WAGGONER,Bangladesh,Jamalpur,2005-08-22,3,12.97,10.71,5.09,"RULES HUMAN,MOONWALKER FOOL,DEER VIRGINIAN"
91,LOIS BUTLER,Brunei,Bandar Seri Begawan,2005-08-22,3,9.97,8.81,8.81,"ROBBERS JOON,GOLDMINE TYCOON,ROCK INSTINCT"
20,SHARON ROBINSON,Pakistan,Mardan,2005-08-22,3,9.97,8.11,1.79,"WORKING MICROCOSMOS,FIREBALL PHILADELPHIA,DECEIVER BETRAYED"
332,STEPHEN QUALLS,Bangladesh,Dhaka,2005-08-22,3,9.97,7.51,2.09,"RULES HUMAN,EARTH VISION,SPY MILE"
103,GLADYS HAMILTON,Nigeria,Ilorin,2005-08-23,5,25.95,24.35,0.78,"WORST BANGER,SIMON NORTH,YENTL IDAHO,OUTBREAK DIVINE,HUNCHBACK IMPOSSIBLE"
200,JEANNE LAWSON,Turkmenistan,Ashgabat,2005-08-23,3,17.97,16.07,16.07,"CONEHEADS SMOOCHY,EXPENDABLE STALLION,SWEET BROTHERHOOD"
226,MAUREEN LITTLE,Paraguay,Asuncin,2005-08-23,4,16.96,15.73,12.2,"VANISHING ROCKY,MUMMY CREATURES,SANTA PARIS,COLOR PHILADELPHIA"
256,MABEL HOLLAND,Myanmar,Monywa,2005-08-23,3,15.97,14.47,12.38,"GREASE YOUTH,HAUNTING PIANIST,PATHS CONTROL"
137,RHONDA KENNEDY,Netherlands,Apeldoorn,2005-08-23,3,17.97,14.41,7.66,"OZ LIAISONS,CONEHEADS SMOOCHY,TRAIN BUNCH"
262,PATSY DAVIDSON,Ecuador,Portoviejo,2005-08-23,4,14.96,13.53,7.88,"LOVE SUICIDES,SCALAWAG DUCK,SLACKER LIAISONS,FISH OPUS"
81,ANDREA HENDERSON,Madagascar,Mahajanga,2005-08-23,4,14.96,13.26,13.26,"FIDELITY DEVIL,PEAK FOREVER,WONKA SEA,JOON NORTHWEST"
173,AUDREY RAY,Austria,Graz,2005-08-23,3,12.97,11.31,7.28,"PACKER MADIGAN,INTENTIONS EMPIRE,MANCHURIAN CURTAIN"
408,MANUEL MURRELL,Sri Lanka,Jaffna,2005-08-23,3,11.97,9.74,9.74,"EXTRAORDINARY CONQUERER,NATURAL STOCK,ELEMENT FREDDY"
215,JESSIE BANKS,Bulgaria,Stara Zagora,2005-08-23,4,9.96,9.1,7.17,"VARSITY TRIP,IDOLS SNATCHERS,MALKOVICH PET,CHAINSAW UPTOWN"
563,KEN PREWITT,Romania,Bucuresti,2005-08-23,3,9.97,8.41,5.88,"POLISH BROOKLYN,ROCK INSTINCT,CAT CONEHEADS"
334,RAYMOND MCWHORTER,Azerbaijan,Sumqayit,2005-08-23,3,9.97,8.04,5.35,"LAWRENCE LOVE,UNDEFEATED DALMATIONS,FRIDA SLIPPER"
416,JEFFERY PINSON,Pakistan,Dadu,2005-08-23,3,8.97,6.51,0.09,"PARTY KNOCK,ISLAND EXORCIST,VOYAGE LEGALLY"
