customer_id,customer_first_name,customer_last_name,staff_id,staff_first_name,staff_last_name,payment_count,total_amount,avg_payment_amount,payments_over_8
578,WILLARD,LUMPKIN,1,Mike,Hillyer,11,44.89,4.08,0
228,ALLISON,STANLEY,2,Jon,Stephens,12,44.88,3.74,2
243,LYDIA,BURKE,2,Jon,Stephens,12,44.88,3.74,0
405,LEONARD,SCHOFIELD,2,Jon,Stephens,12,44.88,3.74,0
541,DARREN,WINDHAM,2,Jon,Stephens,12,44.88,3.74,0
231,GEORGIA,JACOBS,1,Mike,Hillyer,13,44.87,3.45,0
422,MELVIN,ELLINGTON,2,Jon,Stephens,13,44.87,3.45,0
597,FREDDIE,DUGGAN,1,Mike,Hillyer,13,44.87,3.45,0
384,ERNEST,STEPP,2,Jon,Stephens,14,44.86,3.2,0
51,ALICE,STEWART,2,Jon,Stephens,10,43.9,4.39,0
58,JEAN,BELL,2,Jon,Stephens,10,43.9,4.39,1
229,TAMARA,NGUYEN,1,Mike,Hillyer,10,43.9,4.39,0
231,GEORGIA,JACOBS,2,Jon,Stephens,10,43.9,4.39,2
304,DAVID,ROYAL,2,Jon,Stephens,10,43.9,4.39,1
382,VICTOR,BARKLEY,1,Mike,Hillyer,10,43.9,4.39,1
441,MARIO,CHEATHAM,1,Mike,Hillyer,10,43.9,4.39,1
465,FLOYD,GANDY,1,Mike,Hillyer,10,43.9,4.39,1
528,CLAUDE,HERZOG,1,Mike,Hillyer,10,43.9,4.39,0
598,WADE,DELVALLE,1,Mike,Hillyer,10,43.9,4.39,0
23,SARAH,LEWIS,1,Mike,Hillyer,11,43.89,3.99,0
190,YOLANDA,WEAVER,1,Mike,Hillyer,11,43.89,3.99,0
221,BESSIE,MORRISON,2,Jon,Stephens,11,43.89,3.99,1
476,DERRICK,BOURQUE,1,Mike,Hillyer,11,43.89,3.99,1
52,JULIE,SANCHEZ,1,Mike,Hillyer,12,43.88,3.66,0
71,KATHY,JAMES,2,Jon,Stephens,12,43.88,3.66,0
503,ANGEL,BARCLAY,2,Jon,Stephens,12,43.88,3.66,0
157,DARLENE,ROSE,2,Jon,Stephens,13,43.87,3.37,0
500,REGINALD,KINDER,1,Mike,Hillyer,13,43.87,3.37,0
595,TERRENCE,GUNDERSON,2,Jon,Stephens,13,43.87,3.37,1
198,ELSIE,KELLEY,2,Jon,Stephens,14,43.86,3.13,0
354,JUSTIN,NGO,2,Jon,Stephens,14,43.86,3.13,1
596,ENRIQUE,FORSYTHE,1,Mike,Hillyer,14,43.86,3.13,0
463,DARRELL,POWER,1,Mike,Hillyer,15,43.85,2.92,0
43,CHRISTINE,ROBERTS,1,Mike,Hillyer,10,42.9,4.29,0
43,CHRISTINE,ROBERTS,2,Jon,Stephens,10,42.9,4.29,0
261,DEANNA,BYRD,2,Jon,Stephens,10,42.9,4.29,1
289,VIOLET,RODRIQUEZ,1,Mike,Hillyer,10,42.9,4.29,1
298,ERIKA,PENA,1,Mike,Hillyer,10,42.9,4.29,1
377,HOWARD,FORTNER,2,Jon,Stephens,10,42.9,4.29,1
100,ROBIN,HAYES,1,Mike,Hillyer,11,42.89,3.9,2
263,HILDA,HOPKINS,1,Mike,Hillyer,11,42.89,3.9,0
369,FRED,WHEAT,2,Jon,Stephens,11,42.89,3.9,0
434,EDDIE,TOMLIN,1,Mike,Hillyer,11,42.89,3.9,0
471,DEAN,SAUER,2,Jon,Stephens,11,42.89,3.9,0
507,EDGAR,RHOADS,1,Mike,Hillyer,11,42.89,3.9,0
309,CHRISTOPHER,GRECO,1,Mike,Hillyer,12,42.88,3.57,0
351,JACK,FOUST,1,Mike,Hillyer,12,42.88,3.57,0
34,REBECCA,SCOTT,1,Mike,Hillyer,13,42.87,3.3,0
104,RITA,GRAHAM,1,Mike,Hillyer,13,42.87,3.3,0
103,GLADYS,HAMILTON,1,Mike,Hillyer,14,42.86,3.06,0
191,JEANETTE,GREENE,1,Mike,Hillyer,10,41.9,4.19,0
324,GARY,COY,2,Jon,Stephens,10,41.9,4.19,0
440,BERNARD,COLBY,1,Mike,Hillyer,10,41.9,4.19,1
546,KELLY,KNOTT,2,Jon,Stephens,10,41.9,4.19,1
130,CHARLOTTE,HUNTER,1,Mike,Hillyer,11,41.89,3.81,0
163,CATHY,SPENCER,1,Mike,Hillyer,11,41.89,3.81,2
217,AGNES,BISHOP,2,Jon,Stephens,11,41.89,3.81,0
275,CAROLE,BARNETT,1,Mike,Hillyer,11,41.89,3.81,0
300,JOHN,FARNSWORTH,2,Jon,Stephens,11,41.89,3.81,0
332,STEPHEN,QUALLS,1,Mike,Hillyer,11,41.89,3.81,0
350,JUAN,FRALEY,2,Jon,Stephens,11,41.89,3.81,0
408,MANUEL,MURRELL,1,Mike,Hillyer,11,41.89,3.81,0
67,KELLY,TORRES,2,Jon,Stephens,12,41.88,3.49,0
85,ANNE,POWELL,1,Mike,Hillyer,12,41.88,3.49,0
133,PAULINE,HENRY,1,Mike,Hillyer,12,41.88,3.49,0
382,VICTOR,BARKLEY,2,Jon,Stephens,12,41.88,3.49,0
514,FRANKLIN,TROUTMAN,1,Mike,Hillyer,13,41.87,3.22,0
326,JOSE,ANDREW,2,Jon,Stephens,14,41.86,2.99,0
452,TOM,MILNER,1,Mike,Hillyer,16,41.84,2.62,0
36,KATHLEEN,ADAMS,1,Mike,Hillyer,10,40.9,4.09,1
159,JILL,HAWKINS,2,Jon,Stephens,10,40.9,4.09,1
432,EDWIN,BURK,2,Jon,Stephens,10,40.9,4.09,0
509,RAUL,FORTIER,2,Jon,Stephens,10,40.9,4.09,0
556,ARMANDO,GRUBER,2,Jon,Stephens,10,40.9,4.09,0
594,EDUARDO,HIATT,2,Jon,Stephens,10,40.9,4.09,1
276,BRANDY,GRAVES,1,Mike,Hillyer,11,40.89,3.72,1
330,SCOTT,SHELLEY,1,Mike,Hillyer,11,40.89,3.72,0
494,RAMON,CHOATE,1,Mike,Hillyer,11,40.89,3.72,0
559,EVERETT,BANDA,2,Jon,Stephens,11,40.89,3.72,0
10,DOROTHY,TAYLOR,1,Mike,Hillyer,12,40.88,3.41,0
235,JACKIE,LYNCH,2,Jon,Stephens,12,40.88,3.41,0
297,SHERRI,RHODES,2,Jon,Stephens,12,40.88,3.41,0
357,KEITH,RICO,1,Mike,Hillyer,12,40.88,3.41,1
183,IDA,ANDREWS,2,Jon,Stephens,13,40.87,3.14,0
314,GEORGE,LINTON,1,Mike,Hillyer,13,40.87,3.14,0
380,RUSSELL,BRINSON,2,Jon,Stephens,13,40.87,3.14,1
45,JANET,PHILLIPS,2,Jon,Stephens,10,39.9,3.99,0
95,PAULA,BRYANT,2,Jon,Stephens,10,39.9,3.99,0
176,JUNE,CARROLL,2,Jon,Stephens,10,39.9,3.99,0
234,CLAUDIA,FULLER,1,Mike,Hillyer,10,39.9,3.99,0
256,MABEL,HOLLAND,1,Mike,Hillyer,10,39.9,3.99,0
431,JOEL,FRANCISCO,1,Mike,Hillyer,10,39.9,3.99,0
177,SAMANTHA,DUNCAN,2,Jon,Stephens,11,39.89,3.63,1
220,CHARLENE,ALVAREZ,1,Mike,Hillyer,11,39.89,3.63,0
357,KEITH,RICO,2,Jon,Stephens,11,39.89,3.63,0
224,PEARL,GARZA,1,Mike,Hillyer,12,39.88,3.32,0
444,MARCUS,HIDALGO,1,Mike,Hillyer,12,39.88,3.32,0
579,DARYL,LARUE,1,Mike,Hillyer,12,39.88,3.32,1
592,TERRANCE,ROUSH,2,Jon,Stephens,12,39.88,3.32,0
598,WADE,DELVALLE,2,Jon,Stephens,12,39.88,3.32,0
283,FELICIA,SUTTON,1,Mike,Hillyer,13,39.87,3.07,0
580,ROSS,GREY,2,Jon,Stephens,13,39.87,3.07,0
97,ANNIE,RUSSELL,2,Jon,Stephens,10,38.9,3.89,0
121,JOSEPHINE,GOMEZ,1,Mike,Hillyer,10,38.9,3.89,0
227,COLLEEN,BURTON,1,Mike,Hillyer,10,38.9,3.89,0
466,LEO,EBERT,2,Jon,Stephens,10,38.9,3.89,1
474,DUSTIN,GILLETTE,2,Jon,Stephens,10,38.9,3.89,0
479,ZACHARY,HITE,1,Mike,Hillyer,10,38.9,3.89,1
516,ELMER,NOE,2,Jon,Stephens,10,38.9,3.89,0
545,JULIO,NOLAND,1,Mike,Hillyer,10,38.9,3.89,0
233,LILLIE,KIM,2,Jon,Stephens,11,38.89,3.54,0
237,TANYA,GILBERT,1,Mike,Hillyer,11,38.89,3.54,0
303,WILLIAM,SATTERFIELD,2,Jon,Stephens,11,38.89,3.54,0
330,SCOTT,SHELLEY,2,Jon,Stephens,11,38.89,3.54,0
530,DARRYL,ASHCRAFT,1,Mike,Hillyer,11,38.89,3.54,0
359,WILLIE,MARKHAM,1,Mike,Hillyer,12,38.88,3.24,0
25,DEBORAH,WALKER,2,Jon,Stephens,10,37.9,3.79,1
37,PAMELA,BAKER,2,Jon,Stephens,10,37.9,3.79,1
142,APRIL,BURNS,2,Jon,Stephens,10,37.9,3.79,0
192,LAURIE,LAWRENCE,2,Jon,Stephens,10,37.9,3.79,0
211,STACEY,MONTGOMERY,1,Mike,Hillyer,10,37.9,3.79,0
378,EUGENE,CULPEPPER,1,Mike,Hillyer,10,37.9,3.79,0
394,CHRIS,BROTHERS,1,Mike,Hillyer,10,37.9,3.79,0
455,JON,WILES,2,Jon,Stephens,10,37.9,3.79,0
228,ALLISON,STANLEY,1,Mike,Hillyer,11,37.89,3.44,0
383,MARTIN,BALES,2,Jon,Stephens,11,37.89,3.44,0
161,GERALDINE,PERKINS,2,Jon,Stephens,10,36.9,3.69,0
182,RENEE,LANE,2,Jon,Stephens,10,36.9,3.69,1
224,PEARL,GARZA,2,Jon,Stephens,10,36.9,3.69,0
364,BENJAMIN,VARNEY,1,Mike,Hillyer,10,36.9,3.69,1
440,BERNARD,COLBY,2,Jon,Stephens,10,36.9,3.69,0
557,FELIX,GAFFNEY,2,Jon,Stephens,10,36.9,3.69,0
93,PHYLLIS,FOSTER,1,Mike,Hillyer,11,36.89,3.35,1
138,HAZEL,WARREN,2,Jon,Stephens,11,36.89,3.35,0
278,BILLIE,HORTON,2,Jon,Stephens,11,36.89,3.35,1
419,CHAD,CARBONE,2,Jon,Stephens,11,36.89,3.35,0
445,MICHEAL,FORMAN,2,Jon,Stephens,11,36.89,3.35,1
584,SALVADOR,TEEL,1,Mike,Hillyer,11,36.89,3.35,0
411,NORMAN,CURRIER,2,Jon,Stephens,12,36.88,3.07,0
64,JUDITH,COX,2,Jon,Stephens,14,36.86,2.63,0
68,NICOLE,PETERSON,1,Mike,Hillyer,10,35.9,3.59,0
288,BOBBIE,CRAIG,1,Mike,Hillyer,10,35.9,3.59,1
392,SEAN,DOUGLASS,1,Mike,Hillyer,10,35.9,3.59,0
20,SHARON,ROBINSON,1,Mike,Hillyer,11,35.89,3.26,0
142,APRIL,BURNS,1,Mike,Hillyer,12,35.88,2.99,0
381,BOBBY,BOUDREAU,1,Mike,Hillyer,12,35.88,2.99,0
473,JORGE,OLIVARES,1,Mike,Hillyer,12,35.88,2.99,0
207,GERTRUDE,CASTILLO,1,Mike,Hillyer,10,34.9,3.49,0
255,IRMA,PEARSON,1,Mike,Hillyer,10,34.9,3.49,1
370,WAYNE,TRUONG,2,Jon,Stephens,10,34.9,3.49,0
9,MARGARET,MOORE,1,Mike,Hillyer,11,34.89,3.17,0
175,ANNETTE,OLSON,1,Mike,Hillyer,11,34.89,3.17,0
227,COLLEEN,BURTON,2,Jon,Stephens,11,34.89,3.17,0
416,JEFFERY,PINSON,2,Jon,Stephens,11,34.89,3.17,0
568,ALBERTO,HENNING,2,Jon,Stephens,11,34.89,3.17,0
24,KIMBERLY,LEE,1,Mike,Hillyer,12,34.88,2.91,0
74,DENISE,KELLY,1,Mike,Hillyer,10,33.9,3.39,0
461,DEREK,BLAKELY,1,Mike,Hillyer,10,33.9,3.39,0
530,DARRYL,ASHCRAFT,2,Jon,Stephens,10,33.9,3.39,0
116,VICTORIA,GIBSON,1,Mike,Hillyer,11,33.89,3.08,0
271,PENNY,NEAL,1,Mike,Hillyer,10,32.9,3.29,0
243,LYDIA,BURKE,1,Mike,Hillyer,11,32.89,2.99,0
401,TONY,CARRANZA,1,Mike,Hillyer,11,32.89,2.99,1
132,ESTHER,CRAWFORD,2,Jon,Stephens,12,32.88,2.74,0
361,LAWRENCE,LAWTON,1,Mike,Hillyer,12,32.88,2.74,0
4,BARBARA,JONES,2,Jon,Stephens,10,31.9,3.19,1
31,BRENDA,WRIGHT,1,Mike,Hillyer,10,31.9,3.19,0
77,JANE,BENNETT,1,Mike,Hillyer,10,31.9,3.19,0
79,RACHEL,BARNES,1,Mike,Hillyer,10,31.9,3.19,1
208,LUCY,WHEELER,1,Mike,Hillyer,10,31.9,3.19,0
250,JO,FOWLER,1,Mike,Hillyer,10,31.9,3.19,0
413,MARVIN,YEE,1,Mike,Hillyer,10,31.9,3.19,0
450,JAY,ROBB,2,Jon,Stephens,10,31.9,3.19,0
570,IVAN,CROMWELL,1,Mike,Hillyer,10,31.9,3.19,0
118,KIM,CRUZ,1,Mike,Hillyer,11,31.89,2.9,0
134,EMMA,BOYD,2,Jon,Stephens,11,31.89,2.9,0
411,NORMAN,CURRIER,1,Mike,Hillyer,11,31.89,2.9,0
177,SAMANTHA,DUNCAN,1,Mike,Hillyer,12,31.88,2.66,0
115,WENDY,HARRISON,2,Jon,Stephens,14,31.86,2.28,0
6,JENNIFER,DAVIS,2,Jon,Stephens,10,30.9,3.09,0
62,JOAN,COOPER,1,Mike,Hillyer,10,30.9,3.09,0
151,MEGAN,PALMER,2,Jon,Stephens,12,30.88,2.57,0
184,VIVIAN,RUIZ,1,Mike,Hillyer,10,29.9,2.99,0
57,EVELYN,MORGAN,1,Mike,Hillyer,11,29.89,2.72,0
53,HEATHER,MORRIS,2,Jon,Stephens,10,28.9,2.89,0
72,THERESA,WATSON,1,Mike,Hillyer,11,28.89,2.63,0
563,KEN,PREWITT,1,Mike,Hillyer,10,27.9,2.79,0
543,LANCE,PEMBERTON,1,Mike,Hillyer,10,26.9,2.69,0
252,MATTIE,HOFFMAN,2,Jon,Stephens,10,22.9,2.29,0
288,BOBBIE,CRAIG,2,Jon,Stephens,10,22.9,2.29,0
350,JUAN,FRALEY,1,Mike,Hillyer,10,21.9,2.19,0
557,FELIX,GAFFNEY,1,Mike,Hillyer,11,21.89,1.99,0
