customer_id,customer_name,city_name,country_name,payment_date,payment_count,day_amount,max_payment_amount,staff_id,staff_name,store_id,day_amount_rank
592,TERRANCE ROUSH,Szkesfehrvr,Hungary,2005-07-07,3,12.97,9.99,1,Mike Hillyer,1,2
598,WADE DELVALLE,Lausanne,Switzerland,2005-07-06,3,12.97,6.99,2,Jon Stephens,2,2
123,SHANNON FREEMAN,Varanasi (Benares),India,2005-07-28,4,12.96,5.99,1,Mike Hillyer,1,1
296,RAMONA HALE,Patiala,India,2005-08-20,4,12.96,4.99,1,Mike Hillyer,1,1
503,ANGEL BARCLAY,Ueda,Japan,2005-08-23,4,12.96,4.99,1,Mike Hillyer,1,1
557,FELIX GAFFNEY,Vilnius,Lithuania,2005-07-30,4,12.96,6.99,2,Jon Stephens,2,1
157,DARLENE ROSE,Pyongyang,North Korea,2005-07-29,5,12.95,4.99,1,Mike Hillyer,1,2
474,DUSTIN GILLETTE,Emmen,Netherlands,2005-07-08,5,12.95,4.99,2,Jon Stephens,2,2
502,BRETT CORNWELL,Siliguri (Shiliguri),India,2005-08-02,5,12.95,4.99,1,Mike Hillyer,1,2
10,DOROTHY TAYLOR,Esfahan,Iran,2005-07-09,3,11.97,7.99,1,Mike Hillyer,1,2
12,NANCY THOMAS,Yamuna Nagar,India,2005-07-30,3,11.97,5.99,2,Jon Stephens,2,3
18,CAROL GARCIA,Kaduna,Nigeria,2005-07-08,3,11.97,3.99,2,Jon Stephens,2,1
32,AMY LOPEZ,Jhansi,India,2005-08-20,3,11.97,8.99,1,Mike Hillyer,1,2
53,HEATHER MORRIS,Nagareyama,Japan,2005-08-21,3,11.97,5.99,2,Jon Stephens,2,1
132,ESTHER CRAWFORD,Botshabelo,South Africa,2005-07-08,3,11.97,5.99,1,Mike Hillyer,1,2
138,HAZEL WARREN,Hohhot,China,2005-07-28,3,11.97,4.99,2,Jon Stephens,2,2
138,HAZEL WARREN,Hohhot,China,2005-07-31,3,11.97,9.99,1,Mike Hillyer,1,2
138,HAZEL WARREN,Hohhot,China,2005-08-21,3,11.97,4.99,2,Jon Stephens,2,2
152,ALICIA MILLS,Nagaon,India,2005-08-19,3,11.97,4.99,1,Mike Hillyer,1,1
184,VIVIAN RUIZ,s-Hertogenbosch,Netherlands,2005-08-19,3,11.97,5.99,1,Mike Hillyer,1,2
186,HOLLY FOX,Haldia,India,2005-08-20,3,11.97,4.99,2,Jon Stephens,2,2
235,JACKIE LYNCH,Buenaventura,Colombia,2005-07-31,3,11.97,6.99,2,Jon Stephens,2,2
238,NELLIE GARRETT,Shimoga,India,2005-08-17,3,11.97,5.99,2,Jon Stephens,2,3
251,VICKIE BREWER,Halle/Saale,Germany,2005-05-31,3,11.97,4.99,1,Mike Hillyer,1,2
292,MISTY LAMBERT,Sharja,United Arab Emirates,2005-07-27,3,11.97,5.99,2,Jon Stephens,2,1
384,ERNEST STEPP,Huaian,China,2005-08-22,3,11.97,5.99,1,Mike Hillyer,1,4
408,MANUEL MURRELL,Jaffna,Sri Lanka,2005-08-23,3,11.97,6.99,1,Mike Hillyer,1,2
521,ROLAND SOUTH,Yingkou,China,2005-08-17,3,11.97,4.99,2,Jon Stephens,2,1
527,CORY MEEHAN,Mogiljov,Belarus,2005-07-11,3,11.97,4.99,2,Jon Stephens,2,1
546,KELLY KNOTT,Sanya,China,2005-08-22,3,11.97,4.99,1,Mike Hillyer,1,2
570,IVAN CROMWELL,Monclova,Mexico,2005-07-30,3,11.97,7.99,1,Mike Hillyer,1,2
1,MARY SMITH,Sasebo,Japan,2005-07-28,4,11.96,4.99,2,Jon Stephens,2,3
104,RITA GRAHAM,Toulon,France,2005-08-19,4,11.96,4.99,1,Mike Hillyer,1,3
232,CONSTANCE REID,Zaria,Nigeria,2005-07-28,4,11.96,4.99,2,Jon Stephens,2,3
503,ANGEL BARCLAY,Ueda,Japan,2005-08-22,4,11.96,4.99,2,Jon Stephens,2,2
9,MARGARET MOORE,Masqat,Oman,2005-08-18,3,10.97,4.99,2,Jon Stephens,2,2
73,BEVERLY BROOKS,Chiayi,Taiwan,2005-08-02,3,10.97,4.99,2,Jon Stephens,2,2
74,DENISE KELLY,Rio Claro,Brazil,2005-07-10,3,10.97,4.99,2,Jon Stephens,2,1
91,LOIS BUTLER,Bandar Seri Begawan,Brunei,2005-08-19,3,10.97,4.99,2,Jon Stephens,2,2
233,LILLIE KIM,Idfu,Egypt,2005-06-18,3,10.97,4.99,2,Jon Stephens,2,2
301,ROBERT BAUGHMAN,Kaliningrad,Russian Federation,2005-07-10,3,10.97,4.99,2,Jon Stephens,2,2
320,ANTHONY SCHWAB,Tafuna,American Samoa,2005-07-29,3,10.97,4.99,2,Jon Stephens,2,1
351,JACK FOUST,Zeleznogorsk,Russian Federation,2005-08-23,3,10.97,4.99,1,Mike Hillyer,1,2
450,JAY ROBB,Surakarta,Indonesia,2005-08-20,3,10.97,4.99,1,Mike Hillyer,1,2
450,JAY ROBB,Surakarta,Indonesia,2005-08-22,3,10.97,4.99,2,Jon Stephens,2,2
530,DARRYL ASHCRAFT,Ezeiza,Argentina,2005-07-27,3,10.97,4.99,1,Mike Hillyer,1,2
561,IAN STILL,Garland,United States,2005-08-02,3,10.97,4.99,1,Mike Hillyer,1,2
382,VICTOR BARKLEY,Manchester,United States,2005-06-18,4,10.96,4.99,1,Mike Hillyer,1,3
91,LOIS BUTLER,Bandar Seri Begawan,Brunei,2005-08-22,3,9.97,4.99,1,Mike Hillyer,1,3
278,BILLIE HORTON,Inegl,Turkey,2005-08-01,3,9.97,3.99,2,Jon Stephens,2,1
97,ANNIE RUSSELL,Tete,Mozambique,2005-07-06,3,8.97,4.99,2,Jon Stephens,2,1
