month,customer_id,customer_name,city,country,window_start,window_end,suspicious_7d_payment_sum,suspicious_7d_payment_count,avg_30d_payment_sum,avg_30d_payment_count,staff_count,store_count,amount_exceedance_ratio,count_exceedance_ratio,customer_month_rank
2005-06,476,DERRICK BOURQUE,Gatineau,Canada,2005-06-15,2005-06-21,12.96,4,1.86,0.47,2,2,6.96,8.57,296
2005-06,572,SIDNEY BURLESON,Czestochowa,Poland,2005-06-12,2005-06-18,12.97,3,1.86,0.23,2,2,6.96,12.86,297
2005-06,515,ANDRE RAPP,Coquimbo,Chile,2005-06-14,2005-06-20,25.94,6,3.73,0.47,2,2,6.96,12.86,298
2005-06,493,BRENT HARKINS,Sultanbeyli,Turkey,2005-06-14,2005-06-20,12.96,4,1.86,0.23,2,2,6.95,17.14,299
2005-06,313,DONALD MAHON,Ezhou,China,2005-06-13,2005-06-19,15.97,3,2.32,0.93,2,2,6.87,3.21,300
2005-06,542,LONNIE TIRADO,Pangkal Pinang,Indonesia,2005-06-14,2005-06-20,15.98,2,2.33,0.47,2,2,6.86,4.29,301
2005-06,394,CHRIS BROTHERS,Gijn,Spain,2005-06-30,2005-07-06,7.98,2,1.16,0.23,2,2,6.85,8.57,302
2005-06,415,GLENN PULLEN,Amersfoort,Netherlands,2005-06-15,2005-06-21,7.98,2,1.16,0.23,2,2,6.85,8.57,302
2005-06,165,LORRAINE STEPHENS,Hami,China,2005-06-30,2005-07-06,10.98,2,1.63,0.47,2,2,6.74,4.29,304
2005-06,321,KEVIN SCHULER,Birgunj,Nepal,2005-06-30,2005-07-06,10.98,2,1.63,0.47,2,2,6.74,4.29,304
2005-06,317,EDWARD BAUGH,Trshavn,Faroe Islands,2005-06-15,2005-06-21,10.97,3,1.63,0.23,2,2,6.73,12.86,306
2005-06,259,LENA JENSEN,Halisahar,India,2005-06-12,2005-06-18,24.96,4,3.73,0.7,2,2,6.7,5.71,307
2005-06,254,MAXINE SILVA,Poos de Caldas,Brazil,2005-06-13,2005-06-19,13.95,5,2.1,0.47,2,2,6.66,10.71,308
2005-06,174,YVONNE WATKINS,Ocumare del Tuy,Venezuela,2005-06-15,2005-06-21,16.96,4,2.56,0.47,2,2,6.62,8.57,309
2005-06,566,CASEY MENA,Tokat,Turkey,2005-06-15,2005-06-21,16.96,4,2.56,0.47,2,2,6.62,8.57,309
2005-06,114,GRACE ELLIS,Duisburg,Germany,2005-06-14,2005-06-20,19.96,4,3.03,0.7,2,2,6.6,5.71,311
2005-06,201,VICKI FIELDS,Witten,Germany,2005-06-15,2005-06-21,25.95,5,3.96,0.7,2,2,6.55,7.14,312
2005-06,197,SUE PETERS,Changzhou,China,2005-06-13,2005-06-19,31.92,8,4.88,1.87,2,2,6.54,4.29,313
2005-06,562,WALLACE SLONE,Sokoto,Nigeria,2005-06-15,2005-06-21,17.96,4,2.79,0.7,2,2,6.43,5.71,314
2005-06,318,BRIAN WYMAN,Bydgoszcz,Poland,2005-06-15,2005-06-21,14.96,4,2.33,0.23,2,2,6.42,17.14,315
2005-06,77,JANE BENNETT,Araatuba,Brazil,2005-06-15,2005-06-21,21.95,5,3.49,1.17,2,2,6.29,4.29,316
2005-06,167,SALLY PIERCE,Chandrapur,India,2005-06-12,2005-06-18,15.97,3,2.56,0.7,2,2,6.24,4.29,317
2005-06,227,COLLEEN BURTON,Saarbrcken,Germany,2005-06-14,2005-06-20,12.96,4,2.1,0.47,2,2,6.19,8.57,318
2005-06,54,TERESA ROGERS,Iwakuni,Japan,2005-06-13,2005-06-19,19.96,4,3.26,0.7,2,2,6.12,5.71,319
2005-06,209,TONYA CHAPMAN,Bhilwara,India,2005-06-13,2005-06-19,19.96,4,3.26,0.7,2,2,6.12,5.71,319
2005-06,156,BERTHA FERGUSON,Ondo,Nigeria,2005-06-13,2005-06-19,16.96,4,2.8,0.47,2,2,6.07,8.57,321
2005-06,261,DEANNA BYRD,Tuguegarao,Philippines,2005-06-15,2005-06-21,23.94,6,3.96,0.93,2,2,6.05,6.43,322
2005-06,282,JENNY CASTRO,Ponce,Puerto Rico,2005-06-15,2005-06-21,13.96,4,2.33,0.7,2,2,6.0,5.71,323
2005-06,304,DAVID ROYAL,Callao,Peru,2005-06-14,2005-06-20,20.96,4,3.49,0.7,2,2,6.0,5.71,324
2005-06,34,REBECCA SCOTT,Kurashiki,Japan,2005-06-18,2005-06-24,6.98,2,1.16,0.23,2,2,5.99,8.57,325
2005-06,133,PAULINE HENRY,Torren,Mexico,2005-06-15,2005-06-21,13.96,4,2.33,0.47,2,2,5.99,8.57,325
2005-06,57,EVELYN MORGAN,Vaduz,Liechtenstein,2005-06-15,2005-06-21,20.95,5,3.5,0.47,2,2,5.99,10.71,327
2005-06,196,ALMA AUSTIN,Mannheim,Germany,2005-06-15,2005-06-21,31.92,8,5.36,0.93,2,2,5.96,8.57,328
2005-06,438,BARRY LOVELACE,Kitwe,Zambia,2005-06-15,2005-06-21,17.94,6,3.03,0.7,2,2,5.93,8.57,329
2005-06,536,FERNANDO CHURCHILL,Tonghae,South Korea,2005-06-12,2005-06-18,10.97,3,1.86,0.47,2,2,5.89,6.43,330
2005-06,540,TYRONE ASHER,Ruse,Bulgaria,2005-06-16,2005-06-22,10.97,3,1.86,0.47,2,2,5.89,6.43,330
2005-06,500,REGINALD KINDER,Madiun,Indonesia,2005-06-14,2005-06-20,25.95,5,4.43,0.7,2,2,5.86,7.14,332
2005-06,240,MARLENE WELCH,Iwaki,Japan,2005-06-14,2005-06-20,14.97,3,2.56,0.7,2,2,5.85,4.29,333
2005-06,92,TINA SIMMONS,Goinia,Brazil,2005-06-13,2005-06-19,14.97,3,2.56,0.47,2,2,5.84,6.43,334
2005-06,49,JOYCE EDWARDS,Jedda,Saudi Arabia,2005-06-10,2005-06-16,18.96,4,3.26,0.93,2,2,5.82,4.29,335
2005-06,442,LEROY BUSTAMANTE,Tongliao,China,2005-06-10,2005-06-16,18.96,4,3.26,0.7,2,2,5.82,5.71,336
2005-06,464,JEROME KENYON,Rancagua,Chile,2005-06-14,2005-06-20,7.98,2,1.4,0.47,2,2,5.72,4.29,337
2005-06,498,GENE SANBORN,Salala,Oman,2005-06-15,2005-06-21,19.94,6,3.49,0.7,2,2,5.71,8.57,338
2005-06,85,ANNE POWELL,Bradford,United Kingdom,2005-06-15,2005-06-21,19.94,6,3.5,0.47,2,2,5.7,12.86,339
2005-06,529,ERIK GUILLEN,Bhimavaram,India,2005-06-15,2005-06-21,3.97,3,0.7,0.23,2,2,5.69,12.86,340
2005-06,486,GLEN TALBERT,Acua,Mexico,2005-06-13,2005-06-19,16.96,4,3.03,0.7,2,2,5.6,5.71,341
2005-06,319,RONALD WEINER,San Felipe del Progreso,Mexico,2005-06-15,2005-06-21,21.94,6,3.96,0.7,2,2,5.54,8.57,342
2005-06,151,MEGAN PALMER,Laiwu,China,2005-06-15,2005-06-21,13.95,5,2.56,0.47,2,2,5.44,10.71,343
2005-06,502,BRETT CORNWELL,Siliguri (Shiliguri),India,2005-06-14,2005-06-20,9.97,3,1.86,0.93,2,2,5.37,3.21,344
2005-06,20,SHARON ROBINSON,Mardan,Pakistan,2005-06-15,2005-06-21,14.96,4,2.79,0.7,2,2,5.36,5.71,345
2005-06,285,MIRIAM MCKINNEY,Otsu,Japan,2005-06-15,2005-06-21,9.98,2,1.86,0.23,2,2,5.35,8.57,346
2005-06,44,MARIE TURNER,Lipetsk,Russian Federation,2005-06-14,2005-06-20,15.96,4,3.02,1.17,2,2,5.28,3.43,347
2005-06,119,SHERRY MARSHALL,Shubra al-Khayma,Egypt,2005-06-15,2005-06-21,16.97,3,3.26,0.7,2,2,5.21,4.29,348
2005-06,307,JOSEPH JOY,Angra dos Reis,Brazil,2005-06-15,2005-06-21,22.94,6,4.42,0.93,2,2,5.19,6.43,349
2005-06,228,ALLISON STANLEY,Phnom Penh,Cambodia,2005-06-30,2005-07-06,17.96,4,3.49,1.17,2,2,5.15,3.43,350
2005-06,346,ARTHUR SIMPKINS,Maikop,Russian Federation,2005-06-15,2005-06-21,11.97,3,2.33,0.47,2,2,5.14,6.43,351
2005-06,557,FELIX GAFFNEY,Vilnius,Lithuania,2005-06-14,2005-06-20,11.97,3,2.33,0.47,2,2,5.14,6.43,351
2005-06,581,VIRGIL WOFFORD,Jos Azueta,Mexico,2005-06-11,2005-06-17,11.97,3,2.33,0.47,2,2,5.14,6.43,351
2005-06,420,JACOB LANCE,El Monte,United States,2005-06-13,2005-06-19,5.97,3,1.16,0.23,2,2,5.13,12.86,354
2005-06,55,DORIS REED,Balaiha,Russian Federation,2005-06-14,2005-06-20,18.95,5,3.73,0.7,2,2,5.09,7.14,355
2005-06,361,LAWRENCE LAWTON,Yaound,Cameroon,2005-06-15,2005-06-21,12.96,4,2.56,0.47,2,2,5.06,8.57,356
2005-06,559,EVERETT BANDA,Bilbays,Egypt,2005-06-20,2005-06-26,6.98,2,1.4,0.47,2,2,5.0,4.29,357
2005-06,473,JORGE OLIVARES,Lhokseumawe,Indonesia,2005-06-13,2005-06-19,13.96,4,2.79,0.7,2,2,5.0,5.71,358
2005-06,84,SARA PERRY,Atlixco,Mexico,2005-06-12,2005-06-18,14.94,6,3.03,0.7,2,2,4.94,8.57,359
2005-06,468,TIM CARY,Bijapur,India,2005-06-13,2005-06-19,23.94,6,4.89,1.17,2,2,4.9,5.14,360
2005-06,512,CECIL VINES,London,United Kingdom,2005-06-16,2005-06-22,7.98,2,1.63,0.23,2,2,4.89,8.57,361
2005-06,47,FRANCES PARKER,Juazeiro do Norte,Brazil,2005-06-15,2005-06-21,17.97,3,3.73,0.7,2,2,4.82,4.29,362
2005-06,232,CONSTANCE REID,Zaria,Nigeria,2005-06-13,2005-06-19,9.98,2,2.1,0.47,2,2,4.76,4.29,363
2005-06,344,HENRY BILLINGSLEY,Nukualofa,Tonga,2005-06-10,2005-06-16,9.97,3,2.1,0.47,2,2,4.76,6.43,364
2005-06,594,EDUARDO HIATT,Jining,China,2005-06-15,2005-06-21,23.94,6,5.12,0.93,2,2,4.67,6.43,365
2005-06,162,LAUREN HUDSON,Le Mans,France,2005-06-14,2005-06-20,12.95,5,2.79,0.7,2,2,4.64,7.14,366
2005-06,71,KATHY JAMES,Baybay,Philippines,2005-06-15,2005-06-21,13.97,3,3.03,0.47,2,2,4.61,6.43,367
2005-06,67,KELLY TORRES,Xiangtan,China,2005-06-15,2005-06-21,13.96,4,3.03,0.47,2,2,4.61,8.57,368
2005-06,272,KAY CALDWELL,Yantai,China,2005-06-15,2005-06-21,16.97,3,3.72,0.93,2,2,4.56,3.21,369
2005-06,134,EMMA BOYD,Qalyub,Egypt,2005-06-15,2005-06-21,17.96,4,3.96,0.93,2,2,4.54,4.29,370
2005-06,249,DORA MEDINA,Tianjin,China,2005-06-14,2005-06-20,19.95,5,4.42,0.93,2,2,4.51,5.36,371
2005-06,170,BEATRICE ARNOLD,Udaipur,India,2005-06-30,2005-07-06,9.98,2,2.33,0.47,2,2,4.29,4.29,372
2005-06,128,MARJORIE TUCKER,Jastrzebie-Zdrj,Poland,2005-06-13,2005-06-19,8.98,2,2.1,0.47,2,2,4.29,4.29,373
2005-06,206,TERRI VASQUEZ,Blumenau,Brazil,2005-06-30,2005-07-06,11.97,3,2.79,0.7,2,2,4.29,4.29,373
2005-06,326,JOSE ANDREW,Kingstown,Saint Vincent and the Grenadines,2005-06-15,2005-06-21,15.96,4,3.73,0.7,2,2,4.28,5.71,375
2005-06,88,BONNIE HUGHES,Cheju,South Korea,2005-06-30,2005-07-06,13.96,4,3.26,0.7,2,2,4.28,5.71,376
2005-06,6,JENNIFER DAVIS,Laredo,United States,2005-06-12,2005-06-18,8.96,4,2.09,0.7,2,2,4.28,5.71,377
2005-06,224,PEARL GARZA,Jodhpur,India,2005-06-16,2005-06-22,7.98,2,1.86,0.23,2,2,4.28,8.57,378
2005-06,546,KELLY KNOTT,Sanya,China,2005-06-12,2005-06-18,12.96,4,3.03,0.47,2,2,4.28,8.57,379
2005-06,241,HEIDI LARSON,Xiangfan,China,2005-06-15,2005-06-21,11.95,5,2.8,0.47,2,2,4.27,10.71,380
2005-06,324,GARY COY,Yuzhou,China,2005-06-13,2005-06-19,3.98,2,0.93,0.23,2,2,4.27,8.57,381
2005-06,355,TERRY GRISSOM,Matsue,Japan,2005-06-10,2005-06-16,3.98,2,0.93,0.23,2,2,4.27,8.57,381
2005-06,506,LESLIE SEWARD,Pontianak,Indonesia,2005-06-13,2005-06-19,27.95,5,6.75,1.63,2,2,4.14,3.06,383
2005-06,371,BILLY POULIN,Cabuyao,Philippines,2005-06-15,2005-06-21,23.93,7,6.05,1.4,2,2,3.95,5.0,384
2005-06,547,KURT EMMONS,Kanazawa,Japan,2005-06-30,2005-07-06,9.98,2,2.56,0.47,2,2,3.9,4.29,385
2005-06,350,JUAN FRALEY,Teboksary,Russian Federation,2005-06-15,2005-06-21,8.96,4,2.33,0.47,2,2,3.85,8.57,386
2005-06,205,EILEEN CARR,Ciudad del Este,Paraguay,2005-06-16,2005-06-22,6.98,2,1.86,0.47,2,2,3.75,4.29,387
2005-06,276,BRANDY GRAVES,Warren,United States,2005-06-14,2005-06-20,12.97,3,3.5,0.47,2,2,3.71,6.43,388
2005-06,437,RANDALL NEUMANN,La Romana,Dominican Republic,2005-06-15,2005-06-21,11.97,3,3.26,0.7,2,2,3.67,4.29,389
2005-06,408,MANUEL MURRELL,Jaffna,Sri Lanka,2005-06-13,2005-06-19,10.97,3,3.03,0.7,2,2,3.62,4.29,390
2005-06,359,WILLIE MARKHAM,Almirante Brown,Argentina,2005-06-13,2005-06-19,12.96,4,3.73,0.7,2,2,3.48,5.71,391
2005-06,541,DARREN WINDHAM,Livorno,Italy,2005-06-13,2005-06-19,9.98,2,3.03,0.47,2,2,3.3,4.29,392
2005-06,73,BEVERLY BROOKS,Chiayi,Taiwan,2005-06-14,2005-06-20,5.98,2,1.86,0.47,2,2,3.21,4.29,393
2005-06,528,CLAUDE HERZOG,Benguela,Angola,2005-06-30,2005-07-06,5.98,2,1.86,0.47,2,2,3.21,4.29,393
2005-06,301,ROBERT BAUGHMAN,Kaliningrad,Russian Federation,2005-06-14,2005-06-20,8.97,3,2.79,0.7,2,2,3.21,4.29,395
2005-06,429,FREDERICK ISBELL,Tsuyama,Japan,2005-06-15,2005-06-21,19.96,4,6.29,1.17,2,2,3.17,3.43,396
2005-06,263,HILDA HOPKINS,Mandaluyong,Philippines,2005-06-30,2005-07-06,7.98,2,2.56,0.47,2,2,3.11,4.29,397
2005-06,411,NORMAN CURRIER,Cianjur,Indonesia,2005-06-13,2005-06-19,4.97,3,1.63,0.47,2,2,3.05,6.43,398
2005-07,63,ASHLEY RICHARDSON,Lincoln,United States,2005-07-06,2005-07-12,43.93,7,0.23,0.23,2,2,190.17,30.0,1
2005-07,367,ADAM GOOCH,Adoni,India,2005-07-06,2005-07-12,31.93,7,0.23,0.23,2,2,138.23,30.0,2
2005-07,460,LEON BOSTIC,Florencia,Colombia,2005-07-06,2005-07-12,27.95,5,0.23,0.23,2,2,121.0,21.43,3
2005-07,369,FRED WHEAT,Jurez,Mexico,2005-07-04,2005-07-10,27.94,6,0.23,0.23,2,2,120.95,25.71,4
2005-07,198,ELSIE KELLEY,Ikerre,Nigeria,2005-07-06,2005-07-12,26.93,7,0.23,0.23,2,2,116.58,30.0,5
2005-07,231,GEORGIA JACOBS,Uttarpara-Kotrung,India,2005-07-06,2005-07-12,26.92,8,0.23,0.23,2,2,116.54,34.29,6
2005-07,376,RANDY GAITHER,Kurgan,Russian Federation,2005-07-06,2005-07-12,51.9,10,0.46,0.47,2,2,112.34,21.43,7
2005-07,580,ROSS GREY,Iligan,Philippines,2005-07-05,2005-07-11,22.93,7,0.23,0.23,2,2,99.26,30.0,8
2005-07,412,ALLEN BUTTERFIELD,Hoshiarpur,India,2005-07-27,2005-08-02,38.92,8,0.46,0.47,2,2,84.24,17.14,9
2005-07,157,DARLENE ROSE,Pyongyang,North Korea,2005-07-04,2005-07-10,16.95,5,0.23,0.23,2,2,73.38,21.43,10
2005-07,366,BRANDON HUEY,Balikesir,Turkey,2005-07-06,2005-07-12,43.9,10,0.7,0.47,2,2,63.14,21.43,11
2005-07,482,MAURICE CRAWLEY,Coatzacoalcos,Mexico,2005-07-06,2005-07-12,52.91,9,0.93,0.47,2,2,56.97,19.29,12
2005-07,210,ELLA OLIVER,Aden,Yemen,2005-07-06,2005-07-12,52.87,13,0.93,0.47,2,2,56.93,27.86,13
2005-07,36,KATHLEEN ADAMS,Arak,Iran,2005-07-05,2005-07-11,12.95,5,0.23,0.23,2,2,56.06,21.43,14
2005-07,598,WADE DELVALLE,Lausanne,Switzerland,2005-07-06,2005-07-12,38.91,9,0.7,0.23,2,2,55.77,38.57,15
2005-07,555,DWIGHT LOMBARDI,Chatsworth,South Africa,2005-07-27,2005-08-02,35.93,7,0.7,0.23,2,2,51.5,30.0,16
2005-07,564,BOB PFEIFFER,Xintai,China,2005-07-26,2005-08-01,43.9,10,0.93,0.47,2,2,47.27,21.43,17
2005-07,126,ELLEN SIMPSON,Po,Brazil,2005-07-06,2005-07-12,32.91,9,0.7,0.23,2,2,47.17,38.57,18
2005-07,51,ALICE STEWART,Fontana,United States,2005-07-04,2005-07-10,31.95,5,0.7,0.47,2,2,45.95,10.71,19
2005-07,162,LAUREN HUDSON,Le Mans,France,2005-07-27,2005-08-02,30.93,7,0.7,0.23,2,2,44.33,30.0,20
2005-07,494,RAMON CHOATE,Robamba,Ecuador,2005-07-03,2005-07-09,30.92,8,0.7,0.23,2,2,44.32,34.29,21
2005-07,435,RICKY SHELBY,Junan,China,2005-07-05,2005-07-11,19.96,4,0.46,0.47,2,2,43.2,8.57,22
2005-07,521,ROLAND SOUTH,Yingkou,China,2005-07-04,2005-07-10,19.94,6,0.46,0.47,2,2,43.16,12.86,23
2005-07,355,TERRY GRISSOM,Matsue,Japan,2005-07-06,2005-07-12,39.92,8,0.93,0.47,2,2,42.99,17.14,24
2005-07,207,GERTRUDE CASTILLO,Nuuk,Greenland,2005-07-06,2005-07-12,37.89,11,0.93,0.23,2,2,40.7,47.14,25
2005-07,531,JAMIE WAUGH,Kuwana,Japan,2005-07-06,2005-07-12,27.94,6,0.7,0.23,2,2,40.05,25.71,26
2005-07,525,ADRIAN CLARY,Udine,Italy,2005-07-06,2005-07-12,26.95,5,0.7,0.23,2,2,38.63,21.43,27
2005-07,490,SAM MCDUFFIE,Sogamoso,Colombia,2005-07-05,2005-07-11,35.92,8,0.93,0.23,2,2,38.58,34.29,28
2005-07,529,ERIK GUILLEN,Bhimavaram,India,2005-07-06,2005-07-12,34.92,8,0.93,0.7,2,2,37.7,11.43,29
2005-07,64,JUDITH COX,Daxian,China,2005-07-06,2005-07-12,34.88,12,0.93,0.47,2,2,37.56,25.71,30
2005-07,124,SHEILA WELLS,Ktahya,Turkey,2005-07-05,2005-07-11,16.96,4,0.46,0.23,2,2,36.53,17.14,31
2005-07,2,PATRICIA JOHNSON,San Bernardino,United States,2005-07-27,2005-08-02,83.83,17,2.33,0.47,2,2,36.0,36.43,32
2005-07,315,KENNETH GOODEN,Bat Yam,Israel,2005-07-06,2005-07-12,24.95,5,0.7,0.23,2,2,35.76,21.43,33
2005-07,423,ALFRED CASILLAS,Sawhaj,Egypt,2005-07-27,2005-08-02,57.89,11,1.62,0.93,2,2,35.65,11.79,34
2005-07,172,BERNICE WILLIS,Batman,Turkey,2005-07-06,2005-07-12,32.94,6,0.93,0.7,2,2,35.56,8.57,35
2005-07,496,TYLER WREN,Rizhao,China,2005-07-04,2005-07-10,23.94,6,0.7,0.23,2,2,34.31,25.71,36
2005-07,419,CHAD CARBONE,Katihar,India,2005-07-06,2005-07-12,23.91,9,0.7,0.23,2,2,34.27,38.57,37
2005-07,425,FRANCIS SIKES,San Juan Bautista Tuxtepec,Mexico,2005-07-06,2005-07-12,55.89,11,1.63,0.23,2,2,34.27,47.14,38
2005-07,582,ANDY VANHORN,Huejutla de Reyes,Mexico,2005-07-27,2005-08-02,54.91,9,1.63,0.47,2,2,33.71,19.29,39
2005-07,219,WILLIE HOWELL,Vicente Lpez,Argentina,2005-07-06,2005-07-12,37.91,9,1.16,0.47,2,2,32.62,19.29,40
2005-07,445,MICHEAL FORMAN,Escobar,Argentina,2005-07-27,2005-08-02,44.9,10,1.39,0.93,2,2,32.29,10.71,41
2005-07,417,TRAVIS ESTEP,al-Qatif,Saudi Arabia,2005-07-05,2005-07-11,29.95,5,0.93,0.23,2,2,32.17,21.43,42
2005-07,335,GREGORY MAULDIN,Sousse,Tunisia,2005-07-06,2005-07-12,36.9,10,1.16,0.23,2,2,31.69,42.86,43
2005-07,545,JULIO NOLAND,Konotop,Ukraine,2005-07-03,2005-07-09,21.96,4,0.7,0.23,2,2,31.48,17.14,44
2005-07,280,TRACEY BARRETT,Owo,Nigeria,2005-07-27,2005-08-02,43.89,11,1.4,0.47,2,2,31.45,23.57,45
2005-07,237,TANYA GILBERT,Naju,South Korea,2005-07-27,2005-08-02,71.85,15,2.33,0.47,2,2,30.85,32.14,46
2005-07,168,REGINA BERRY,Jinchang,China,2005-07-06,2005-07-12,35.91,9,1.16,0.23,2,2,30.84,38.57,47
2005-07,480,COREY HAUSER,Gaziantep,Turkey,2005-07-05,2005-07-11,13.97,3,0.46,0.47,2,2,30.24,6.43,48
2005-07,300,JOHN FARNSWORTH,Parbhani,India,2005-07-06,2005-07-12,26.94,6,0.93,0.47,2,2,29.01,12.86,49
2005-07,394,CHRIS BROTHERS,Gijn,Spain,2005-07-05,2005-07-11,32.93,7,1.16,0.23,2,2,28.28,30.0,50
2005-07,145,LUCILLE HOLMES,Soshanguve,South Africa,2005-07-05,2005-07-11,38.91,9,1.4,0.47,2,2,27.89,19.29,51
2005-07,3,LINDA WILLIAMS,Athenai,Greece,2005-07-26,2005-08-01,64.88,12,2.33,0.47,2,2,27.86,25.71,52
2005-07,232,CONSTANCE REID,Zaria,Nigeria,2005-07-26,2005-08-01,55.87,13,2.1,0.47,2,2,26.66,27.86,53
2005-07,563,KEN PREWITT,Bucuresti,Romania,2005-07-05,2005-07-11,36.89,11,1.4,0.47,2,2,26.44,23.57,54
2005-07,321,KEVIN SCHULER,Birgunj,Nepal,2005-07-06,2005-07-12,42.92,8,1.63,0.47,2,2,26.35,17.14,55
2005-07,487,HECTOR POINDEXTER,Pjatigorsk,Russian Federation,2005-07-26,2005-08-01,54.86,14,2.09,0.7,2,2,26.21,20.0,56
2005-07,459,TOMMY COLLAZO,Qomsheh,Iran,2005-07-26,2005-08-01,96.84,16,3.72,1.4,2,2,26.04,11.43,57
2005-07,257,MARSHA DOUGLAS,Beira,Mozambique,2005-07-06,2005-07-12,35.94,6,1.4,0.47,2,2,25.76,12.86,58
2005-07,235,JACKIE LYNCH,Buenaventura,Colombia,2005-07-06,2005-07-12,35.92,8,1.4,0.47,2,2,25.74,17.14,59
2005-07,136,ANITA MORALES,Hubli-Dharwad,India,2005-07-06,2005-07-12,17.96,4,0.7,0.23,2,2,25.74,17.14,60
2005-07,398,ANTONIO MEEK,Bag,Brazil,2005-07-27,2005-08-02,35.92,8,1.4,0.23,2,2,25.7,34.29,61
2005-07,103,GLADYS HAMILTON,Ilorin,Nigeria,2005-07-06,2005-07-12,46.91,9,1.86,0.93,2,2,25.26,9.64,62
2005-07,532,NEIL RENNER,Cam Ranh,Vietnam,2005-07-06,2005-07-12,52.9,10,2.1,0.47,2,2,25.25,21.43,63
2005-07,365,BRUCE SCHWARZ,Okinawa,Japan,2005-07-26,2005-08-01,40.91,9,1.63,0.47,2,2,25.12,19.29,64
2005-07,420,JACOB LANCE,El Monte,United States,2005-07-06,2005-07-12,34.92,8,1.39,0.7,2,2,25.07,11.43,65
2005-07,324,GARY COY,Yuzhou,China,2005-07-05,2005-07-11,22.93,7,0.93,0.47,2,2,24.69,15.0,66
2005-07,443,FRANCISCO SKIDMORE,So Leopoldo,Brazil,2005-07-06,2005-07-12,16.97,3,0.7,0.23,2,2,24.32,12.86,67
2005-07,225,ARLENE HARVEY,Ambattur,India,2005-07-06,2005-07-12,44.9,10,1.86,0.23,2,2,24.08,42.86,68
2005-07,43,CHRISTINE ROBERTS,Faaa,French Polynesia,2005-07-06,2005-07-12,27.92,8,1.16,0.23,2,2,23.98,34.29,69
2005-07,118,KIM CRUZ,Grand Prairie,United States,2005-07-25,2005-07-31,31.93,7,1.39,0.93,2,2,22.96,7.5,70
2005-07,333,ANDREW PURDY,Baku,Azerbaijan,2005-07-26,2005-08-01,47.9,10,2.09,0.93,2,2,22.91,10.71,71
2005-07,121,JOSEPHINE GOMEZ,Etawah,India,2005-07-26,2005-08-01,31.92,8,1.4,0.47,2,2,22.88,17.14,72
2005-07,440,BERNARD COLBY,Dhule (Dhulia),India,2005-07-08,2005-07-14,15.95,5,0.7,0.23,2,2,22.86,21.43,73
2005-07,475,PEDRO CHESTNUT,ostka,Ukraine,2005-07-07,2005-07-13,31.93,7,1.4,0.23,2,2,22.85,30.0,74
2005-07,99,EMILY DIAZ,Kimchon,South Korea,2005-07-06,2005-07-12,41.89,11,1.86,0.47,2,2,22.5,23.57,75
2005-07,14,BETTY WHITE,Citrus Heights,United States,2005-07-04,2005-07-10,25.94,6,1.16,0.23,2,2,22.28,25.71,76
2005-07,272,KAY CALDWELL,Yantai,China,2005-07-27,2005-08-02,35.94,6,1.63,0.47,2,2,22.07,12.86,77
2005-07,238,NELLIE GARRETT,Shimoga,India,2005-07-26,2005-08-01,40.93,7,1.86,0.7,2,2,22.01,10.0,78
2005-07,595,TERRENCE GUNDERSON,Jinzhou,China,2005-07-06,2005-07-12,40.92,8,1.86,0.47,2,2,21.98,17.14,79
2005-07,255,IRMA PEARSON,Hagonoy,Philippines,2005-07-24,2005-07-30,19.96,4,0.93,0.7,2,2,21.55,5.71,80
2005-07,385,PHILLIP HOLM,Tama,Japan,2005-07-06,2005-07-12,24.95,5,1.16,0.7,2,2,21.51,7.14,81
2005-07,181,ANA BRADLEY,Memphis,United States,2005-07-26,2005-08-01,82.86,14,3.96,0.7,2,2,20.93,20.0,82
2005-07,77,JANE BENNETT,Araatuba,Brazil,2005-07-27,2005-08-02,23.91,9,1.16,0.7,2,2,20.62,12.86,83
2005-07,184,VIVIAN RUIZ,s-Hertogenbosch,Netherlands,2005-07-06,2005-07-12,18.95,5,0.93,0.47,2,2,20.41,10.71,84
2005-07,534,CHRISTIAN JUNG,Amroha,India,2005-07-27,2005-08-02,37.91,9,1.86,0.47,2,2,20.36,19.29,85
2005-07,296,RAMONA HALE,Patiala,India,2005-07-05,2005-07-11,32.93,7,1.63,0.7,2,2,20.25,10.0,86
2005-07,165,LORRAINE STEPHENS,Hami,China,2005-07-05,2005-07-11,32.92,8,1.63,0.47,2,2,20.21,17.14,87
2005-07,247,STELLA MORENO,Coacalco de Berriozbal,Mexico,2005-07-04,2005-07-10,27.94,6,1.4,0.23,2,2,19.99,25.71,88
2005-07,508,MILTON HOWLAND,Vijayawada,India,2005-07-06,2005-07-12,22.96,4,1.16,0.23,2,2,19.72,17.14,89
2005-07,328,JEFFREY SPEAR,Ciparay,Indonesia,2005-07-27,2005-08-02,22.94,6,1.16,0.23,2,2,19.7,25.71,90
2005-07,186,HOLLY FOX,Haldia,India,2005-07-27,2005-08-02,22.92,8,1.16,0.23,2,2,19.69,34.29,91
2005-07,76,IRENE PRICE,Pavlodar,Kazakstan,2005-07-27,2005-08-02,31.92,8,1.63,0.7,2,2,19.63,11.43,92
2005-07,596,ENRIQUE FORSYTHE,Patras,Greece,2005-07-06,2005-07-12,17.95,5,0.93,0.47,2,2,19.33,10.71,93
