risk_rank,customer_id,customer_name,customer_country,customer_city,customer_home_store_id,payment_day,payment_count,payment_amount,history_days,history_payment_count,avg_payment_amount_30d,stddev_payment_amount_30d,amount_z_score,avg_payment_count_30d,stddev_payment_count_30d,count_z_score,off_home_staff_payment_count,off_home_staff_payment_share,most_frequent_staff_id,most_frequent_staff_name,most_frequent_staff_payment_count,main_category_id,main_category_name,main_category_payment_count,risk_score
266,362,NICHOLAS BARFIELD,Brazil,Belm,1,2005-08-21,4,25.96,8,14,7.48,4.0267,4.5887,1.75,1.1952,1.8825,2,0.5,1,Mike Hillyer,2,13,New,1,250.02
267,547,KURT EMMONS,Japan,Kanazawa,1,2005-08-02,4,14.96,7,10,5.99,3.4108,2.6312,1.43,0.5774,4.4538,2,0.5,1,Mike Hillyer,2,16,Travel,1,248.86
268,513,DUANE TUBBS,Nauru,Yangor,2,2005-07-29,4,25.96,5,7,5.59,5.0721,4.0169,1.4,1.0,2.6,2,0.5,2,Jon Stephens,2,12,Music,2,248.68
269,595,TERRENCE GUNDERSON,China,Jinzhou,1,2005-07-27,4,14.96,6,8,6.82,2.9267,2.7813,1.33,0.6325,4.2164,2,0.5,1,Mike Hillyer,2,3,Children,1,247.74
270,469,WESLEY BULL,Spain,Ourense (Orense),2,2005-08-01,4,15.96,12,18,6.74,4.4307,2.0821,1.5,0.5222,4.7871,4,1.0,1,Mike Hillyer,4,10,Games,2,246.9
271,534,CHRISTIAN JUNG,India,Amroha,1,2005-08-01,3,13.97,6,7,4.32,3.4986,2.7578,1.17,0.4472,4.0995,2,0.6667,2,Jon Stephens,2,12,Music,1,246.63
272,170,BEATRICE ARNOLD,India,Udaipur,1,2005-07-10,3,15.97,6,7,4.49,4.1807,2.7464,1.17,0.4472,4.0995,2,0.6667,2,Jon Stephens,2,13,New,1,246.17
273,190,YOLANDA WEAVER,Tanzania,Tabora,2,2005-07-07,2,8.98,4,5,4.99,0.8124,4.9143,1.25,0.5774,1.299,1,0.5,2,Jon Stephens,1,11,Horror,1,245.54
274,256,MABEL HOLLAND,Myanmar,Monywa,2,2005-06-18,2,11.98,7,8,3.42,1.9859,4.3118,1.14,0.4082,2.0996,1,0.5,1,Mike Hillyer,1,1,Action,1,245.46
275,575,ISAAC OGLESBY,Mexico,Cuernavaca,2,2005-08-18,3,22.97,6,10,6.65,3.7209,4.386,1.67,0.6325,2.1082,1,0.3333,2,Jon Stephens,2,7,Drama,1,245.35
276,54,TERESA ROGERS,Japan,Iwakuni,1,2005-08-02,3,15.97,7,9,5.13,2.9087,3.7268,1.29,0.5774,2.9692,1,0.3333,1,Mike Hillyer,2,14,Sci-Fi,1,244.81
277,243,LYDIA BURKE,Argentina,San Miguel de Tucumn,1,2005-07-31,3,13.97,8,10,3.99,3.1591,3.1599,1.25,0.5345,3.274,3,1.0,2,Jon Stephens,3,10,Games,1,244.61
278,213,GINA WILLIAMSON,Yemen,Taizz,1,2005-07-30,3,14.97,7,9,5.27,2.7495,3.5268,1.29,0.5774,2.9692,2,0.6667,2,Jon Stephens,2,8,Family,1,243.48
279,159,JILL HAWKINS,Austria,Linz,1,2005-07-31,2,12.98,7,8,3.7,2.0576,4.5087,1.14,0.4082,2.0996,0,0.0,1,Mike Hillyer,2,13,New,1,243.33
280,22,LAURA RODRIGUEZ,Morocco,Sal,1,2005-08-23,3,16.97,9,11,6.32,3.1196,3.4136,1.22,0.5,3.5556,0,0.0,1,Mike Hillyer,3,15,Sports,2,243.21
281,460,LEON BOSTIC,Colombia,Florencia,1,2005-08-19,3,13.97,7,8,5.85,3.2862,2.4722,1.14,0.4082,4.5491,1,0.3333,1,Mike Hillyer,2,7,Drama,1,242.03
282,288,BOBBIE CRAIG,Mexico,Valle de Santiago,1,2005-08-02,1,9.99,7,9,3.27,1.1106,6.0484,1.29,0.5774,-0.4949,0,0.0,1,Mike Hillyer,1,7,Drama,1,241.94
283,31,BRENDA WRIGHT,India,Kamarhati,2,2005-07-27,4,11.96,5,6,7.19,2.7724,1.7213,1.2,0.5,5.6,1,0.25,2,Jon Stephens,3,9,Foreign,4,241.85
284,361,LAWRENCE LAWTON,Cameroon,Yaound,2,2005-08-02,4,15.96,7,11,4.41,3.1477,3.6684,1.57,0.8165,2.9744,1,0.25,2,Jon Stephens,3,3,Children,1,240.97
285,484,ROBERTO VU,China,Yinchuan,1,2005-07-10,3,14.97,5,6,5.39,3.205,2.9897,1.2,0.5,3.6,2,0.6667,2,Jon Stephens,2,6,Documentary,1,240.92
286,591,KENT ARSENAULT,Brazil,Juiz de Fora,1,2005-07-27,4,20.96,4,5,8.24,5.4971,2.3144,1.25,0.5774,4.7631,1,0.25,1,Mike Hillyer,3,5,Comedy,2,240.47
287,57,EVELYN MORGAN,Liechtenstein,Vaduz,2,2005-07-12,3,11.97,8,10,4.99,2.0695,3.374,1.25,0.5345,3.274,1,0.3333,2,Jon Stephens,2,11,Horror,1,239.84
288,140,EVA RAMOS,United States,Clarksville,1,2005-08-19,1,10.99,6,7,5.32,1.0315,5.4952,1.17,0.4472,-0.3727,1,1.0,2,Jon Stephens,1,5,Comedy,1,239.81
289,87,WANDA PATTERSON,Colombia,Sincelejo,1,2005-06-20,1,9.99,6,6,3.99,1.0954,5.4772,1.0,0.0,0.0,1,1.0,2,Jon Stephens,1,10,Games,1,239.09
290,502,BRETT CORNWELL,India,Siliguri (Shiliguri),1,2005-08-02,5,12.95,12,16,6.57,4.1388,1.5415,1.33,0.6742,5.4385,1,0.2,1,Mike Hillyer,4,6,Documentary,2,238.82
291,517,BRAD MCCURDY,Taiwan,Chungho,2,2005-07-07,4,17.96,4,5,5.74,5.7325,2.1321,1.25,0.5774,4.7631,2,0.5,1,Mike Hillyer,2,10,Games,2,238.18
292,46,CATHERINE CAMPBELL,Russian Federation,Moscow,2,2005-08-01,3,15.97,6,8,5.49,2.8789,3.6414,1.33,0.6325,2.6352,2,0.6667,1,Mike Hillyer,2,2,Animation,1,238.05
293,60,MILDRED BAILEY,India,Jaipur,1,2005-08-02,2,13.98,7,9,4.13,1.8611,5.2924,1.29,0.8165,0.8748,0,0.0,1,Mike Hillyer,2,14,Sci-Fi,1,237.94
294,300,JOHN FARNSWORTH,India,Parbhani,1,2005-07-28,3,18.97,6,7,5.32,4.7573,2.8689,1.17,0.4472,4.0995,0,0.0,1,Mike Hillyer,3,1,Action,1,237.74
295,144,CLARA SHAW,Belarus,Molodetno,1,2005-07-09,3,17.97,6,8,5.65,3.5547,3.4649,1.33,0.6325,2.6352,3,1.0,2,Jon Stephens,3,1,Action,1,237.65
296,403,MIKE WAY,India,Valparai,1,2005-08-02,4,21.96,8,15,9.36,3.4535,3.6495,1.88,0.8452,2.5143,3,0.75,2,Jon Stephens,3,5,Comedy,1,236.41
297,351,JACK FOUST,Russian Federation,Zeleznogorsk,1,2005-08-23,3,10.97,7,8,4.99,2.5794,2.3189,1.14,0.4082,4.5491,1,0.3333,1,Mike Hillyer,2,8,Family,1,235.89
298,247,STELLA MORENO,Mexico,Coacalco de Berriozbal,1,2005-08-18,3,17.97,4,6,5.49,3.3126,3.7689,1.5,0.5774,2.5981,1,0.3333,1,Mike Hillyer,2,7,Drama,1,235.37
299,485,CLYDE TOBIAS,China,Shaoguan,1,2005-07-30,4,17.96,7,12,5.98,3.157,3.7938,1.71,1.0,2.2857,3,0.75,2,Jon Stephens,3,16,Travel,2,235.32
300,128,MARJORIE TUCKER,Poland,Jastrzebie-Zdrj,1,2005-07-30,3,14.97,7,10,5.84,2.6048,3.504,1.43,0.5774,2.7218,2,0.6667,2,Jon Stephens,2,2,Animation,1,235.15
301,138,HAZEL WARREN,China,Hohhot,1,2005-07-28,3,11.97,5,7,3.59,2.1866,3.8343,1.4,0.7071,2.2627,2,0.6667,2,Jon Stephens,2,15,Sports,1,234.59
302,75,TAMMY SANDERS,Taiwan,Changhwa,2,2005-07-30,3,15.97,9,16,4.98,2.2875,4.8034,1.78,0.866,1.4113,0,0.0,2,Jon Stephens,3,5,Comedy,1,234.48
303,373,LOUIS LEONE,Philippines,Tanauan,1,2005-08-18,4,20.96,10,16,7.68,4.1594,3.1918,1.6,0.7454,3.2199,2,0.5,1,Mike Hillyer,2,2,Animation,2,234.27
304,196,ALMA AUSTIN,Germany,Mannheim,1,2005-07-31,3,22.97,7,11,5.84,3.7105,4.6163,1.57,1.0,1.4286,1,0.3333,1,Mike Hillyer,2,10,Games,2,234.17
305,230,JOY GEORGE,Romania,Botosani,2,2005-07-31,3,17.97,6,12,6.81,2.4801,4.4985,2.0,0.6325,1.5811,1,0.3333,2,Jon Stephens,2,15,Sports,1,234.04
306,292,MISTY LAMBERT,United Arab Emirates,Sharja,2,2005-07-27,3,11.97,6,7,5.49,2.6642,2.4329,1.17,0.4472,4.0995,2,0.6667,1,Mike Hillyer,2,13,New,1,233.63
307,396,EARL SHANKS,Japan,Iwatsuki,1,2005-08-21,3,13.97,8,13,5.98,2.1368,3.7376,1.63,0.5345,2.5724,1,0.3333,1,Mike Hillyer,2,13,New,1,233.34
308,559,EVERETT BANDA,Egypt,Bilbays,2,2005-07-07,2,12.98,4,5,4.74,1.8908,4.3593,1.25,0.5774,1.299,2,1.0,1,Mike Hillyer,2,2,Animation,1,233.34
309,593,RENE MCALISTER,United States,Garden Grove,2,2005-07-30,2,13.98,7,10,4.41,1.8956,5.0462,1.43,0.8165,0.6999,1,0.5,1,Mike Hillyer,1,1,Action,1,232.84
310,371,BILLY POULIN,Philippines,Cabuyao,1,2005-07-30,2,13.98,8,9,3.99,2.4501,4.0779,1.13,0.378,2.315,0,0.0,1,Mike Hillyer,2,6,Documentary,1,232.57
311,161,GERALDINE PERKINS,Israel,Tel Aviv-Jaffa,1,2005-08-22,4,15.96,7,12,6.27,2.8047,3.4554,1.71,0.8165,2.7994,2,0.5,2,Jon Stephens,2,13,New,2,232.2
312,544,CODY NOLEN,Brazil,So Bernardo do Campo,2,2005-08-21,3,18.97,6,7,5.16,5.4151,2.5512,1.17,0.4472,4.0995,1,0.3333,2,Jon Stephens,2,12,Music,1,231.7
313,135,JUANITA MASON,India,Pune,2,2005-07-27,3,13.97,5,6,4.39,3.5046,2.7341,1.2,0.5,3.6,2,0.6667,1,Mike Hillyer,2,3,Children,1,230.7
314,518,GABRIEL HARDER,Turkey,Sivas,1,2005-07-27,4,14.96,4,5,5.99,4.9625,1.808,1.25,0.5774,4.7631,3,0.75,2,Jon Stephens,3,7,Drama,1,230.22
315,437,RANDALL NEUMANN,Dominican Republic,La Romana,2,2005-08-20,3,12.97,6,7,5.32,3.2656,2.3421,1.17,0.4472,4.0995,2,0.6667,1,Mike Hillyer,2,13,New,1,230.0
316,565,JAIME NETTLES,Peru,Hunuco,2,2005-08-02,3,14.97,9,12,5.1,3.2174,3.0683,1.33,0.5,3.3333,1,0.3333,2,Jon Stephens,2,5,Comedy,1,229.4
317,573,BYRON BOX,Kazakstan,Zhezqazghan,1,2005-07-10,2,12.98,8,11,5.11,1.8088,4.3502,1.38,0.5345,1.1693,2,1.0,2,Jon Stephens,2,6,Documentary,1,229.09
318,201,VICKI FIELDS,Germany,Witten,1,2005-07-06,2,11.98,4,5,6.49,1.2923,4.2502,1.25,0.5774,1.299,2,1.0,2,Jon Stephens,2,2,Animation,1,228.98
319,494,RAMON CHOATE,Ecuador,Robamba,2,2005-08-22,4,26.96,10,17,7.48,5.5561,3.5055,1.7,0.8819,2.608,2,0.5,2,Jon Stephens,2,15,Sports,1,228.46
320,119,SHERRY MARSHALL,Egypt,Shubra al-Khayma,1,2005-08-21,4,14.96,10,14,5.99,3.4583,2.5949,1.4,0.7454,3.4883,4,1.0,2,Jon Stephens,4,12,Music,1,228.44
321,92,TINA SIMMONS,Brazil,Goinia,2,2005-07-10,4,23.96,5,7,7.99,5.652,2.8263,1.4,0.7071,3.677,1,0.25,2,Jon Stephens,3,11,Horror,2,228.36
322,167,SALLY PIERCE,India,Chandrapur,2,2005-07-09,4,11.96,4,5,5.49,3.6928,1.7527,1.25,0.5774,4.7631,3,0.75,1,Mike Hillyer,3,9,Foreign,1,228.0
323,112,ROSA REYNOLDS,United States,Lancaster,2,2005-07-31,4,17.96,4,7,8.23,3.8577,2.5216,1.75,0.5774,3.8971,2,0.5,1,Mike Hillyer,2,4,Classics,2,227.78
324,326,JOSE ANDREW,Saint Vincent and the Grenadines,Kingstown,1,2005-07-29,3,13.97,5,6,5.19,3.1122,2.8218,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,6,Documentary,1,227.54
325,187,BRITTANY RILEY,Ukraine,Sumy,2,2005-08-18,3,26.97,4,5,6.74,6.2334,3.2458,1.25,0.5774,3.0311,1,0.3333,2,Jon Stephens,2,4,Classics,1,227.43
326,387,JESSE SCHILLING,"Congo, The Democratic Republic of the",Lubumbashi,2,2005-07-12,2,12.98,5,7,3.99,1.8762,4.7938,1.4,0.7071,0.8485,1,0.5,2,Jon Stephens,1,16,Travel,1,227.21
327,302,MICHAEL SILVERMAN,China,Tiefa,1,2005-07-30,3,19.97,5,11,8.38,2.2918,5.0581,2.2,1.3229,0.6047,1,0.3333,1,Mike Hillyer,2,1,Action,1,227.13
328,367,ADAM GOOCH,India,Adoni,1,2005-08-18,3,14.97,4,5,4.99,3.2619,3.0603,1.25,0.5774,3.0311,2,0.6667,2,Jon Stephens,2,9,Foreign,1,226.68
329,178,MARION SNYDER,Brazil,Santa Brbara dOeste,2,2005-07-09,3,18.97,7,9,6.84,4.1375,2.9307,1.29,0.5774,2.9692,3,1.0,1,Mike Hillyer,3,6,Documentary,1,226.31
330,583,MARSHALL THORN,United Kingdom,Southampton,1,2005-07-06,3,17.97,5,6,5.99,4.2983,2.7876,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,5,Comedy,1,226.17
331,17,DONNA THOMPSON,Russian Federation,Elista,1,2005-07-30,4,21.96,3,5,7.32,5.0279,2.9124,1.67,0.7071,3.2998,2,0.5,2,Jon Stephens,2,3,Children,2,225.49
332,453,CALVIN MARTEL,Venezuela,Maracabo,1,2005-08-21,4,18.96,6,8,6.32,5.7105,2.2135,1.33,0.6325,4.2164,2,0.5,2,Jon Stephens,2,12,Music,1,225.03
333,404,STANLEY SCROGGINS,Japan,Omiya,2,2005-08-18,2,14.98,6,7,5.16,2.6358,3.7275,1.17,0.4472,1.8634,2,1.0,1,Mike Hillyer,2,6,Documentary,1,225.0
334,422,MELVIN ELLINGTON,China,Laohekou,1,2005-08-19,2,11.98,5,7,6.59,1.1384,4.7381,1.4,0.7071,0.8485,1,0.5,1,Mike Hillyer,1,10,Games,1,224.98
335,487,HECTOR POINDEXTER,Russian Federation,Pjatigorsk,2,2005-07-30,3,14.97,7,10,4.41,2.7526,3.8348,1.43,0.8165,1.9246,2,0.6667,1,Mike Hillyer,2,9,Foreign,1,224.47
336,471,DEAN SAUER,South Africa,Johannesburg,1,2005-08-20,2,13.98,6,8,4.15,2.0386,4.8202,1.33,0.6325,1.0541,0,0.0,1,Mike Hillyer,2,12,Music,1,224.43
337,361,LAWRENCE LAWTON,Cameroon,Yaound,2,2005-07-12,3,7.97,5,6,3.39,1.6709,2.7422,1.2,0.5,3.6,1,0.3333,2,Jon Stephens,2,1,Action,1,224.35
338,414,VINCENT RALSTON,Mexico,Allende,1,2005-08-19,5,17.95,4,6,4.24,5.2421,2.6163,1.5,1.0,3.5,1,0.2,1,Mike Hillyer,4,8,Family,1,223.65
339,569,DAVE GARDINER,China,Leshan,2,2005-08-02,4,14.96,6,8,4.65,3.3203,3.1042,1.33,0.8944,2.9814,2,0.5,1,Mike Hillyer,2,12,Music,1,223.61
340,176,JUNE CARROLL,Algeria,Skikda,1,2005-06-18,4,16.96,6,8,7.15,4.5321,2.1638,1.33,0.6325,4.2164,2,0.5,1,Mike Hillyer,2,15,Sports,2,223.04
341,431,JOEL FRANCISCO,Bolivia,Sucre,2,2005-06-21,2,15.98,5,6,4.59,2.6035,4.3757,1.2,0.5,1.6,0,0.0,2,Jon Stephens,2,3,Children,1,223.03
342,422,MELVIN ELLINGTON,China,Laohekou,1,2005-08-22,4,14.96,7,12,7.55,2.2223,3.3325,1.71,0.8165,2.7994,1,0.25,1,Mike Hillyer,3,3,Children,1,222.28
343,262,PATSY DAVIDSON,Ecuador,Portoviejo,2,2005-08-23,4,14.96,6,10,7.15,3.2492,2.4037,1.67,0.6325,3.6893,3,0.75,1,Mike Hillyer,3,7,Drama,1,221.83
344,511,CHESTER BENNER,China,Suihua,1,2005-08-21,2,11.98,6,8,5.99,1.2618,4.75,1.33,0.6325,1.0541,0,0.0,1,Mike Hillyer,2,12,Music,1,221.62
345,380,RUSSELL BRINSON,Poland,Tychy,1,2005-07-27,4,15.96,3,5,5.65,4.0357,2.5547,1.67,0.7071,3.2998,4,1.0,2,Jon Stephens,4,13,New,1,221.18
346,114,GRACE ELLIS,Germany,Duisburg,2,2005-07-27,3,8.97,7,8,3.7,2.4948,2.1113,1.14,0.4082,4.5491,0,0.0,2,Jon Stephens,3,2,Animation,1,220.92
347,388,CRAIG MORRELL,Philippines,Cavite,2,2005-07-31,3,6.97,7,8,4.13,1.3454,2.1099,1.14,0.4082,4.5491,0,0.0,2,Jon Stephens,3,8,Family,2,220.87
348,519,RON DELUCA,Japan,Isesaki,2,2005-07-30,2,11.98,5,6,3.19,2.167,4.0572,1.2,0.5,1.6,1,0.5,1,Mike Hillyer,1,13,New,1,220.29
349,269,CASSANDRA WALTERS,United States,Salinas,1,2005-07-12,3,13.97,5,6,6.39,2.8796,2.633,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,11,Horror,1,219.99
350,46,CATHERINE CAMPBELL,Russian Federation,Moscow,2,2005-06-20,2,13.98,6,7,4.16,2.3982,4.0968,1.17,0.4472,1.8634,0,0.0,2,Jon Stephens,2,9,Foreign,1,219.77
351,12,NANCY THOMAS,India,Yamuna Nagar,1,2005-07-09,4,6.96,6,7,5.16,3.7602,0.48,1.17,0.4472,6.3355,2,0.5,2,Jon Stephens,2,7,Drama,2,219.27
352,401,TONY CARRANZA,Japan,Koriyama,2,2005-07-29,3,14.97,4,5,3.99,3.8254,2.871,1.25,0.5774,3.0311,2,0.6667,1,Mike Hillyer,2,3,Children,1,219.11
353,283,FELICIA SUTTON,China,Korla,1,2005-07-06,4,17.96,3,5,5.98,4.3555,2.7498,1.67,0.7071,3.2998,2,0.5,1,Mike Hillyer,2,2,Animation,2,218.99
354,16,SANDRA MARTIN,United Kingdom,Southend-on-Sea,2,2005-08-18,2,12.98,7,9,3.84,2.2661,4.0314,1.29,0.5774,1.2372,2,1.0,1,Mike Hillyer,2,15,Sports,1,218.37
355,104,RITA GRAHAM,France,Toulon,1,2005-07-08,3,15.97,5,6,4.19,4.5454,2.592,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,2,Animation,1,218.35
356,466,LEO EBERT,China,Dongying,1,2005-08-20,3,13.97,6,8,4.99,2.6054,3.448,1.33,0.6325,2.6352,0,0.0,1,Mike Hillyer,3,6,Documentary,1,216.98
357,430,RAY HOULE,Russian Federation,Dzerzinsk,1,2005-08-20,3,9.97,4,5,3.74,2.214,2.8151,1.25,0.5774,3.0311,2,0.6667,2,Jon Stephens,2,14,Sci-Fi,1,216.87
358,560,JORDAN ARCHULETA,Argentina,Avellaneda,1,2005-08-01,3,17.97,10,14,5.99,3.2934,3.6388,1.4,0.7454,2.1466,1,0.3333,1,Mike Hillyer,2,8,Family,1,216.61
359,306,CHARLES KOWALSKI,Malaysia,Sungai Petani,1,2005-08-20,4,16.96,11,17,6.44,3.9292,2.6777,1.55,0.7071,3.4713,1,0.25,1,Mike Hillyer,3,9,Foreign,1,216.24
360,470,GORDON ALLARD,Yemen,Hodeida,1,2005-08-18,3,23.97,8,13,7.98,5.0965,3.1367,1.63,0.5345,2.5724,2,0.6667,2,Jon Stephens,2,1,Action,2,215.97
361,477,DAN PAINE,United Kingdom,Stockport,1,2005-07-29,3,15.97,5,6,6.79,3.6317,2.5283,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,2,Animation,1,215.8
362,405,LEONARD SCHOFIELD,Argentina,Tandil,1,2005-06-21,2,10.98,5,6,4.79,1.4795,4.1851,1.2,0.5,1.6,0,0.0,1,Mike Hillyer,2,11,Horror,1,215.4
363,71,KATHY JAMES,Philippines,Baybay,1,2005-07-29,5,18.95,7,12,7.27,5.5827,2.0924,1.71,0.8165,4.0242,0,0.0,1,Mike Hillyer,5,16,Travel,2,214.42
364,102,CRYSTAL FORD,Israel,Ashdod,1,2005-07-09,3,17.97,5,7,6.39,2.7882,4.1546,1.4,1.0,1.6,0,0.0,1,Mike Hillyer,3,15,Sports,1,214.19
365,499,MARC OUTLAW,Italy,Brindisi,2,2005-07-28,4,13.96,4,6,6.24,2.49,3.1024,1.5,1.0,2.5,3,0.75,1,Mike Hillyer,3,3,Children,1,214.1
366,74,DENISE KELLY,Brazil,Rio Claro,1,2005-08-20,3,8.97,7,8,4.56,2.7582,1.5989,1.14,0.4082,4.5491,2,0.6667,2,Jon Stephens,2,15,Sports,1,213.76
367,488,SHANE MILLARD,Mexico,La Paz,2,2005-08-22,3,9.97,8,12,5.61,1.1847,3.6801,1.5,0.7559,1.9843,1,0.3333,2,Jon Stephens,2,9,Foreign,1,213.4
368,34,REBECCA SCOTT,Japan,Kurashiki,2,2005-08-21,2,13.98,9,14,4.54,1.9999,4.7201,1.56,0.9354,0.4751,1,0.5,2,Jon Stephens,1,11,Horror,1,213.06
369,512,CECIL VINES,United Kingdom,London,1,2005-08-22,4,13.96,8,12,7.24,3.9889,1.6859,1.5,0.5345,4.6771,1,0.25,1,Mike Hillyer,3,3,Children,2,212.75
370,23,SARAH LEWIS,Latvia,Liepaja,2,2005-07-30,2,15.98,7,9,4.84,2.5427,4.3795,1.29,0.5774,1.2372,0,0.0,2,Jon Stephens,2,14,Sci-Fi,1,212.3
371,141,DEBBIE REYES,Japan,Fukuyama,1,2005-08-01,3,10.97,9,11,4.65,2.3971,2.6347,1.22,0.5,3.5556,0,0.0,1,Mike Hillyer,3,16,Travel,1,212.06
372,305,RICHARD MCCRARY,United States,Arlington,1,2005-08-02,3,13.97,9,11,5.54,3.6757,2.2926,1.22,0.5,3.5556,2,0.6667,2,Jon Stephens,2,7,Drama,1,211.7
373,251,VICKIE BREWER,Germany,Halle/Saale,2,2005-08-19,3,12.97,7,9,4.99,2.7695,2.8824,1.29,0.5774,2.9692,1,0.3333,2,Jon Stephens,2,1,Action,1,211.04
374,390,SHAWN HEATON,Thailand,Nakhon Sawan,1,2005-07-07,3,11.97,5,6,5.79,2.772,2.2302,1.2,0.5,3.6,2,0.6667,2,Jon Stephens,2,11,Horror,1,210.54
375,154,MICHELE GRANT,China,Yuncheng,2,2005-07-27,3,14.97,6,8,4.65,3.498,2.9493,1.33,0.6325,2.6352,2,0.6667,1,Mike Hillyer,2,5,Comedy,2,210.36
376,449,OSCAR AQUINO,Iran,Sirjan,2,2005-08-01,4,21.96,5,8,7.38,4.552,3.2021,1.6,1.0,2.4,2,0.5,1,Mike Hillyer,2,6,Documentary,2,210.08
377,458,LLOYD DOWD,Indonesia,Tegal,1,2005-08-20,2,7.98,5,6,2.99,1.4107,3.5387,1.2,0.5,1.6,2,1.0,2,Jon Stephens,2,5,Comedy,1,209.55
378,183,IDA ANDREWS,Brazil,Luzinia,2,2005-07-31,3,13.97,6,8,3.49,3.387,3.0951,1.33,0.6325,2.6352,1,0.3333,2,Jon Stephens,2,6,Documentary,2,209.53
379,131,MONICA HICKS,Ukraine,Mukateve,2,2005-08-19,4,18.96,9,13,5.54,5.0223,2.6719,1.44,0.7906,3.2326,1,0.25,2,Jon Stephens,3,1,Action,1,208.85
380,152,ALICIA MILLS,India,Nagaon,1,2005-08-19,3,11.97,4,5,5.99,2.1572,2.7733,1.25,0.5774,3.0311,1,0.3333,1,Mike Hillyer,2,1,Action,1,208.53
381,9,MARGARET MOORE,Oman,Masqat,2,2005-08-18,3,10.97,5,7,4.39,2.0722,3.1773,1.4,0.7071,2.2627,2,0.6667,1,Mike Hillyer,2,9,Foreign,1,208.31
382,38,MARTHA GONZALEZ,Moldova,Chisinau,1,2005-07-27,4,17.96,5,8,6.58,3.7735,3.0147,1.6,1.0,2.4,3,0.75,2,Jon Stephens,3,7,Drama,2,207.59
383,360,RALPH MADRIGAL,Puerto Rico,Arecibo,2,2005-07-27,2,12.98,6,7,4.82,2.3147,3.5245,1.17,0.4472,1.8634,1,0.5,2,Jon Stephens,1,12,Music,2,206.88
384,161,GERALDINE PERKINS,Israel,Tel Aviv-Jaffa,1,2005-08-01,3,9.97,8,10,5.24,1.7497,2.7047,1.25,0.5345,3.274,0,0.0,1,Mike Hillyer,3,11,Horror,1,206.41
385,327,LARRY THRASHER,Turkey,Adana,2,2005-08-22,3,11.97,7,9,3.84,3.1276,2.5981,1.29,0.5774,2.9692,2,0.6667,1,Mike Hillyer,2,5,Comedy,2,206.33
386,75,TAMMY SANDERS,Taiwan,Changhwa,2,2005-08-18,5,14.95,8,15,8.23,3.8784,1.7323,1.88,0.8452,3.6975,4,0.8,1,Mike Hillyer,4,4,Classics,1,206.22
387,384,ERNEST STEPP,China,Huaian,2,2005-06-20,3,18.97,6,8,4.65,4.7582,3.0089,1.33,0.6325,2.6352,1,0.3333,2,Jon Stephens,2,6,Documentary,1,206.08
388,148,ELEANOR HUNT,Runion,Saint-Denis,1,2005-07-28,4,20.96,6,9,6.65,7.4164,1.9293,1.5,0.6325,3.9528,2,0.5,1,Mike Hillyer,2,11,Horror,1,205.76
389,552,HUGH WALDROP,China,Haining,2,2005-07-30,2,13.98,5,7,6.99,1.5748,4.4411,1.4,1.0,0.6,1,0.5,1,Mike Hillyer,1,15,Sports,2,205.64
390,231,GEORGIA JACOBS,India,Uttarpara-Kotrung,1,2005-08-18,3,13.97,5,6,5.39,3.7778,2.2717,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,11,Horror,1,205.53
391,94,NORMA GONZALES,Philippines,Bislig,1,2005-08-22,3,7.97,4,5,4.49,1.2923,2.6948,1.25,0.5774,3.0311,1,0.3333,1,Mike Hillyer,2,7,Drama,1,205.39
392,157,DARLENE ROSE,North Korea,Pyongyang,2,2005-07-29,5,12.95,6,9,4.82,4.658,1.7458,1.5,0.8944,3.9131,2,0.4,2,Jon Stephens,3,6,Documentary,2,205.22
393,551,CLAYTON BARBEE,Brazil,Alvorada,2,2005-08-22,3,14.97,8,12,5.24,2.9612,3.2875,1.5,0.7559,1.9843,2,0.6667,1,Mike Hillyer,2,6,Documentary,1,204.36
394,253,TERRY CARLSON,Japan,Miyakonojo,1,2005-08-21,3,17.97,8,13,6.23,3.4493,3.4025,1.63,0.7559,1.819,2,0.6667,2,Jon Stephens,2,3,Children,1,204.0
395,212,WILMA RICHARDS,United States,Bellevue,2,2005-08-18,3,12.97,3,5,5.98,1.995,3.5021,1.67,0.7071,1.8856,1,0.3333,2,Jon Stephens,2,13,New,1,203.32
396,394,CHRIS BROTHERS,Spain,Gijn,2,2005-08-18,2,14.98,5,7,3.59,2.6012,4.3803,1.4,1.0,0.6,1,0.5,2,Jon Stephens,1,6,Documentary,2,203.21
397,43,CHRISTINE ROBERTS,French Polynesia,Faaa,2,2005-08-22,2,9.98,6,7,5.49,1.2207,3.6797,1.17,0.4472,1.8634,0,0.0,2,Jon Stephens,2,1,Action,1,203.09
398,502,BRETT CORNWELL,India,Siliguri (Shiliguri),1,2005-07-28,3,14.97,8,10,6.61,3.4168,2.446,1.25,0.5345,3.274,1,0.3333,1,Mike Hillyer,2,3,Children,1,202.73
