suspicious_payment_sum_rank,customer_id,customer_name,customer_city,customer_country,window_start_date,window_end_date,window_sum_7d,window_count_7d,avg_prev30_window_sum_7d,avg_prev30_window_count_7d,sum_spike_ratio,payment_staff,payment_stores,distinct_rented_films,total_suspicious_payment_sum
70,570,IVAN CROMWELL,Monclova,Mexico,2005-07-24,2005-07-30,21.95,5,6.8,3.5,3.23,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,67.84
71,561,IAN STILL,Garland,United States,2005-07-27,2005-08-02,33.93,7,6.48,2.5,5.24,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,67.84
71,561,IAN STILL,Garland,United States,2005-06-15,2005-06-21,33.91,9,9.98,2.0,3.4,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,67.84
71,561,IAN STILL,Garland,United States,2005-06-14,2005-06-20,32.92,8,9.98,2.0,3.3,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,67.84
72,306,CHARLES KOWALSKI,Sungai Petani,Malaysia,2005-07-27,2005-08-02,46.88,12,13.17,2.8,3.56,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,67.83
72,306,CHARLES KOWALSKI,Sungai Petani,Malaysia,2005-07-06,2005-07-12,20.95,5,4.49,1.5,4.67,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,67.83
73,314,GEORGE LINTON,Sorocaba,Brazil,2005-07-24,2005-07-30,42.91,9,12.78,5.67,3.36,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,67.82
73,314,GEORGE LINTON,Sorocaba,Brazil,2005-07-06,2005-07-12,24.91,9,6.98,2.0,3.57,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,67.82
74,157,DARLENE ROSE,Pyongyang,North Korea,2005-07-27,2005-08-02,50.85,15,10.22,3.25,4.98,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",15,67.8
74,157,DARLENE ROSE,Pyongyang,North Korea,2005-07-26,2005-08-01,40.87,13,10.22,3.25,4.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",13,67.8
74,157,DARLENE ROSE,Pyongyang,North Korea,2005-07-25,2005-07-31,35.88,12,10.22,3.25,3.51,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,67.8
74,157,DARLENE ROSE,Pyongyang,North Korea,2005-07-24,2005-07-30,32.89,11,10.22,3.25,3.22,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,67.8
74,157,DARLENE ROSE,Pyongyang,North Korea,2005-07-04,2005-07-10,16.95,5,0.99,1.0,17.12,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,67.8
75,230,JOY GEORGE,Botosani,Romania,2005-07-27,2005-08-02,45.9,10,13.62,4.67,3.37,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,66.84
75,69,JUDY GRAY,Bchar,Algeria,2005-07-06,2005-07-12,33.93,7,5.49,1.5,6.19,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,66.84
75,69,JUDY GRAY,Bchar,Algeria,2005-08-17,2005-08-23,32.91,9,10.31,2.33,3.19,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,66.84
75,69,JUDY GRAY,Bchar,Algeria,2005-07-05,2005-07-11,26.94,6,5.49,1.5,4.91,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,66.84
75,230,JOY GEORGE,Botosani,Romania,2005-06-13,2005-06-19,20.94,6,3.49,1.5,6.01,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,66.84
76,27,SHIRLEY ALLEN,Davao,Philippines,2005-07-27,2005-08-02,35.92,8,11.96,3.8,3.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,66.84
76,27,SHIRLEY ALLEN,Davao,Philippines,2005-06-15,2005-06-21,30.92,8,2.99,1.0,10.34,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,66.84
76,27,SHIRLEY ALLEN,Davao,Philippines,2005-06-14,2005-06-20,26.93,7,2.99,1.0,9.01,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,66.84
76,27,SHIRLEY ALLEN,Davao,Philippines,2005-06-13,2005-06-19,24.94,6,2.99,1.0,8.34,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,66.84
76,27,SHIRLEY ALLEN,Davao,Philippines,2005-06-12,2005-06-18,19.95,5,2.99,1.0,6.67,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,66.84
77,231,GEORGIA JACOBS,Uttarpara-Kotrung,India,2005-08-16,2005-08-22,39.91,9,9.72,2.75,4.1,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,66.83
77,260,CHRISTY VARGAS,Datong,China,2005-06-14,2005-06-20,34.92,8,8.99,1.0,3.88,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,66.83
77,231,GEORGIA JACOBS,Uttarpara-Kotrung,India,2005-08-15,2005-08-21,32.93,7,9.72,2.75,3.39,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,66.83
77,260,CHRISTY VARGAS,Datong,China,2005-07-27,2005-08-02,31.91,9,8.64,2.67,3.69,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,66.83
77,260,CHRISTY VARGAS,Datong,China,2005-06-13,2005-06-19,29.94,6,8.99,1.0,3.33,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,66.83
77,231,GEORGIA JACOBS,Uttarpara-Kotrung,India,2005-07-06,2005-07-12,26.92,8,0.99,1.0,27.19,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,66.83
77,231,GEORGIA JACOBS,Uttarpara-Kotrung,India,2005-07-04,2005-07-10,23.94,6,0.99,1.0,24.18,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,66.83
77,231,GEORGIA JACOBS,Uttarpara-Kotrung,India,2005-07-03,2005-07-09,17.95,5,0.99,1.0,18.13,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,66.83
78,580,ROSS GREY,Iligan,Philippines,2005-07-27,2005-08-02,43.89,11,11.96,4.2,3.67,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,66.82
78,580,ROSS GREY,Iligan,Philippines,2005-07-05,2005-07-11,22.93,7,0.99,1.0,23.16,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,66.82
78,580,ROSS GREY,Iligan,Philippines,2005-07-04,2005-07-10,16.95,5,0.99,1.0,17.12,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,66.82
79,138,HAZEL WARREN,Hohhot,China,2005-07-27,2005-08-02,54.85,15,7.47,3.0,7.34,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",15,66.8
79,138,HAZEL WARREN,Hohhot,China,2005-07-26,2005-08-01,47.88,12,7.47,3.0,6.41,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,66.8
79,138,HAZEL WARREN,Hohhot,China,2005-07-25,2005-07-31,32.91,9,7.47,3.0,4.41,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,66.8
79,138,HAZEL WARREN,Hohhot,China,2005-07-06,2005-07-12,11.95,5,3.98,1.75,3.0,Mike Hillyer (#1),store #1,5,66.8
80,45,JANET PHILLIPS,Antofagasta,Chile,2005-07-27,2005-08-02,47.91,9,13.72,3.5,3.49,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,65.86
80,45,JANET PHILLIPS,Antofagasta,Chile,2005-06-15,2005-06-21,17.95,5,2.99,1.0,6.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,65.86
81,518,GABRIEL HARDER,Sivas,Turkey,2005-07-27,2005-08-02,41.9,10,13.72,3.0,3.05,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,65.85
81,14,BETTY WHITE,Citrus Heights,United States,2005-07-27,2005-08-02,39.91,9,12.72,3.5,3.14,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,65.85
81,14,BETTY WHITE,Citrus Heights,United States,2005-07-04,2005-07-10,25.94,6,4.99,1.0,5.2,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,65.85
81,518,GABRIEL HARDER,Sivas,Turkey,2005-07-06,2005-07-12,23.95,5,6.49,1.5,3.69,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,65.85
81,14,BETTY WHITE,Citrus Heights,United States,2005-07-03,2005-07-09,17.95,5,4.99,1.0,3.6,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,65.85
82,3,LINDA WILLIAMS,Athenai,Greece,2005-07-26,2005-08-01,64.88,12,7.49,1.5,8.67,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,64.88
82,3,LINDA WILLIAMS,Athenai,Greece,2005-07-25,2005-07-31,58.89,11,7.49,1.5,7.87,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,64.88
82,3,LINDA WILLIAMS,Athenai,Greece,2005-07-24,2005-07-30,50.91,9,7.49,1.5,6.8,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,64.88
82,3,LINDA WILLIAMS,Athenai,Greece,2005-07-23,2005-07-29,44.93,7,7.49,1.5,6.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,64.88
82,3,LINDA WILLIAMS,Athenai,Greece,2005-07-22,2005-07-28,41.94,6,7.49,1.5,5.6,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,64.88
83,308,THOMAS GRIGSBY,Kansas City,United States,2005-08-17,2005-08-23,44.9,10,12.3,3.67,3.65,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,64.85
83,308,THOMAS GRIGSBY,Kansas City,United States,2005-08-16,2005-08-22,36.92,8,12.3,3.67,3.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,64.85
83,308,THOMAS GRIGSBY,Kansas City,United States,2005-06-12,2005-06-18,19.95,5,3.99,1.0,5.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,64.85
84,418,JEFF EAST,San Felipe de Puerto Plata,Dominican Republic,2005-07-27,2005-08-02,46.89,11,10.63,3.33,4.41,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,64.84
84,418,JEFF EAST,San Felipe de Puerto Plata,Dominican Republic,2005-07-26,2005-08-01,34.93,7,10.63,3.33,3.28,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,64.84
84,418,JEFF EAST,San Felipe de Puerto Plata,Dominican Republic,2005-07-05,2005-07-11,17.95,5,5.98,2.0,3.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,64.84
85,98,LILLIAN GRIFFIN,al-Ayn,United Arab Emirates,2005-07-27,2005-08-02,35.9,10,7.99,1.33,4.49,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,64.83
85,98,LILLIAN GRIFFIN,al-Ayn,United Arab Emirates,2005-07-26,2005-08-01,31.92,8,10.49,1.5,3.04,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,64.83
85,98,LILLIAN GRIFFIN,al-Ayn,United Arab Emirates,2005-06-15,2005-06-21,25.94,6,3.99,1.0,6.5,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,64.83
85,98,LILLIAN GRIFFIN,al-Ayn,United Arab Emirates,2005-06-13,2005-06-19,20.95,5,3.99,1.0,5.25,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,64.83
86,187,BRITTANY RILEY,Sumy,Ukraine,2005-08-17,2005-08-23,63.91,9,16.64,2.67,3.84,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,63.91
86,187,BRITTANY RILEY,Sumy,Ukraine,2005-08-16,2005-08-22,52.93,7,16.64,2.67,3.18,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,63.91
87,12,NANCY THOMAS,Yamuna Nagar,India,2005-07-26,2005-08-01,36.92,8,9.63,4.0,3.84,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,63.86
87,12,NANCY THOMAS,Yamuna Nagar,India,2005-06-15,2005-06-21,26.94,6,7.49,1.5,3.6,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,63.86
87,12,NANCY THOMAS,Yamuna Nagar,India,2005-06-14,2005-06-20,25.95,5,7.49,1.5,3.47,Jon Stephens (#2),store #2,5,63.86
88,374,JEREMY HURTADO,Vitria de Santo Anto,Brazil,2005-08-16,2005-08-22,41.91,9,11.37,3.0,3.69,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,63.85
88,374,JEREMY HURTADO,Vitria de Santo Anto,Brazil,2005-07-05,2005-07-11,21.94,6,6.73,2.5,3.26,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,63.85
88,374,JEREMY HURTADO,Vitria de Santo Anto,Brazil,2005-07-04,2005-07-10,20.95,5,6.73,2.5,3.12,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,63.85
89,323,MATTHEW MAHAN,Cuautla,Mexico,2005-07-27,2005-08-02,43.88,12,12.97,3.0,3.38,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",12,63.83
89,323,MATTHEW MAHAN,Cuautla,Mexico,2005-07-26,2005-08-01,39.89,11,12.97,3.0,3.08,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,63.83
89,323,MATTHEW MAHAN,Cuautla,Mexico,2005-07-06,2005-07-12,19.95,5,4.65,2.0,4.29,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,63.83
90,332,STEPHEN QUALLS,Dhaka,Bangladesh,2005-07-27,2005-08-02,62.87,13,18.96,4.5,3.32,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",13,62.87
90,332,STEPHEN QUALLS,Dhaka,Bangladesh,2005-07-26,2005-08-01,56.88,12,18.96,4.5,3.0,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",12,62.87
91,150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-15,2005-08-21,62.86,14,9.48,2.5,6.63,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",14,62.86
91,150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-14,2005-08-20,47.9,10,9.48,2.5,5.06,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,62.86
91,150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-13,2005-08-19,41.91,9,9.48,2.5,4.42,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,62.86
92,456,RONNIE RICKETTS,Ziguinchor,Senegal,2005-08-17,2005-08-23,35.92,8,9.31,2.33,3.86,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,61.85
92,456,RONNIE RICKETTS,Ziguinchor,Senegal,2005-08-15,2005-08-21,28.94,6,9.31,2.33,3.11,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,61.85
92,456,RONNIE RICKETTS,Ziguinchor,Senegal,2005-06-13,2005-06-19,25.93,7,4.99,1.0,5.2,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,61.85
92,456,RONNIE RICKETTS,Ziguinchor,Senegal,2005-06-12,2005-06-18,22.94,6,4.99,1.0,4.6,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,61.85
93,566,CASEY MENA,Tokat,Turkey,2005-07-27,2005-08-02,61.84,16,17.63,4.0,3.51,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",15,61.84
93,566,CASEY MENA,Tokat,Turkey,2005-07-26,2005-08-01,58.85,15,17.63,4.0,3.34,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",14,61.84
94,247,STELLA MORENO,Coacalco de Berriozbal,Mexico,2005-08-17,2005-08-23,32.94,6,10.73,2.5,3.07,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,60.88
94,247,STELLA MORENO,Coacalco de Berriozbal,Mexico,2005-07-04,2005-07-10,27.94,6,5.99,1.0,4.66,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,60.88
94,247,STELLA MORENO,Coacalco de Berriozbal,Mexico,2005-07-03,2005-07-09,22.95,5,5.99,1.0,3.83,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,60.88
95,90,RUBY WASHINGTON,Meixian,China,2005-07-27,2005-08-02,60.88,12,9.23,2.5,6.6,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",12,60.88
95,90,RUBY WASHINGTON,Meixian,China,2005-07-26,2005-08-01,55.89,11,9.23,2.5,6.06,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,60.88
95,90,RUBY WASHINGTON,Meixian,China,2005-07-24,2005-07-30,37.92,8,9.23,2.5,4.11,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,60.88
95,589,TRACY HERRMANN,Loja,Ecuador,2005-06-14,2005-06-20,30.95,5,8.48,2.5,3.65,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,60.88
95,589,TRACY HERRMANN,Loja,Ecuador,2005-07-26,2005-08-01,29.93,7,6.64,2.33,4.51,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,60.88
95,589,TRACY HERRMANN,Loja,Ecuador,2005-07-24,2005-07-30,24.94,6,6.64,2.33,3.75,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,60.88
95,589,TRACY HERRMANN,Loja,Ecuador,2005-07-23,2005-07-29,19.95,5,6.64,2.33,3.0,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,60.88
96,468,TIM CARY,Bijapur,India,2005-08-17,2005-08-23,60.87,13,18.96,4.0,3.21,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",13,60.87
96,200,JEANNE LAWSON,Ashgabat,Turkmenistan,2005-06-14,2005-06-20,31.93,7,9.99,1.0,3.2,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,60.87
96,200,JEANNE LAWSON,Ashgabat,Turkmenistan,2005-07-27,2005-08-02,28.94,6,8.48,2.25,3.41,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,60.87
97,41,STEPHANIE MITCHELL,Yerevan,Armenia,2005-07-27,2005-08-02,60.87,13,12.31,2.33,4.94,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",13,60.87
97,41,STEPHANIE MITCHELL,Yerevan,Armenia,2005-07-26,2005-08-01,54.88,12,12.31,2.33,4.46,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,60.87
97,41,STEPHANIE MITCHELL,Yerevan,Armenia,2005-07-25,2005-07-31,49.89,11,12.31,2.33,4.05,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,60.87
97,41,STEPHANIE MITCHELL,Yerevan,Armenia,2005-07-24,2005-07-30,38.91,9,12.31,2.33,3.16,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,60.87
98,342,HAROLD MARTINO,Boa Vista,Brazil,2005-08-17,2005-08-23,60.86,14,16.94,6.0,3.59,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",14,60.86
98,342,HAROLD MARTINO,Boa Vista,Brazil,2005-08-15,2005-08-21,51.88,12,16.94,6.0,3.06,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,60.86
99,193,KATIE ELLIOTT,Kisumu,Kenya,2005-06-15,2005-06-21,35.94,6,3.49,1.5,10.31,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,59.88
99,193,KATIE ELLIOTT,Kisumu,Kenya,2005-06-14,2005-06-20,26.95,5,3.49,1.5,7.73,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,59.88
99,193,KATIE ELLIOTT,Kisumu,Kenya,2005-07-26,2005-08-01,23.94,6,6.99,1.0,3.42,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,59.88
100,190,YOLANDA WEAVER,Tabora,Tanzania,2005-07-27,2005-08-02,39.92,8,10.98,2.5,3.64,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,59.87
100,190,YOLANDA WEAVER,Tabora,Tanzania,2005-06-15,2005-06-21,19.95,5,6.49,1.5,3.08,Mike Hillyer (#1),store #1,5,59.87
101,147,JOANNE ROBERTSON,Urawa,Japan,2005-08-17,2005-08-23,59.87,13,7.37,3.2,8.13,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",13,59.87
101,147,JOANNE ROBERTSON,Urawa,Japan,2005-08-16,2005-08-22,38.9,10,7.37,3.2,5.28,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,59.87
101,147,JOANNE ROBERTSON,Urawa,Japan,2005-08-15,2005-08-21,25.93,7,7.37,3.2,3.52,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,59.87
101,147,JOANNE ROBERTSON,Urawa,Japan,2005-08-14,2005-08-20,23.95,5,7.37,3.2,3.25,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,59.87
102,5,ELIZABETH BROWN,Nantou,Taiwan,2005-07-06,2005-07-12,39.91,9,11.57,3.0,3.45,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,59.86
102,5,ELIZABETH BROWN,Nantou,Taiwan,2005-06-14,2005-06-20,19.95,5,5.48,2.0,3.64,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,59.86
103,356,GERALD FULTZ,Satna,India,2005-07-27,2005-08-02,40.9,10,12.72,2.75,3.21,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,59.85
103,356,GERALD FULTZ,Satna,India,2005-07-06,2005-07-12,18.95,5,4.98,2.0,3.81,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,59.85
104,381,BOBBY BOUDREAU,South Hill,Anguilla,2005-08-17,2005-08-23,42.89,11,12.12,4.5,3.54,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,59.84
104,381,BOBBY BOUDREAU,South Hill,Anguilla,2005-08-16,2005-08-22,37.9,10,12.12,4.5,3.13,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,59.84
104,381,BOBBY BOUDREAU,South Hill,Anguilla,2005-06-15,2005-06-21,16.95,5,3.98,2.0,4.26,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,59.84
105,431,JOEL FRANCISCO,Sucre,Bolivia,2005-06-15,2005-06-21,35.93,7,2.99,1.0,12.02,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,58.88
105,431,JOEL FRANCISCO,Sucre,Bolivia,2005-07-27,2005-08-02,22.95,5,5.98,2.0,3.84,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,58.88
105,431,JOEL FRANCISCO,Sucre,Bolivia,2005-06-13,2005-06-19,19.95,5,2.99,1.0,6.67,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,58.88
106,384,ERNEST STEPP,Huaian,China,2005-06-14,2005-06-20,34.93,7,8.48,2.5,4.12,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,58.87
106,384,ERNEST STEPP,Huaian,China,2005-08-16,2005-08-22,23.94,6,1.99,1.5,12.06,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,58.87
107,184,VIVIAN RUIZ,s-Hertogenbosch,Netherlands,2005-08-17,2005-08-23,39.91,9,11.64,2.33,3.43,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,58.86
107,184,VIVIAN RUIZ,s-Hertogenbosch,Netherlands,2005-08-16,2005-08-22,38.92,8,11.64,2.33,3.34,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,58.86
107,184,VIVIAN RUIZ,s-Hertogenbosch,Netherlands,2005-07-06,2005-07-12,18.95,5,3.49,1.5,5.44,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,58.86
108,291,TONI HOLT,Roanoke,United States,2005-07-27,2005-08-02,38.91,9,11.47,2.75,3.39,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,58.86
108,291,TONI HOLT,Roanoke,United States,2005-07-26,2005-08-01,37.92,8,11.47,2.75,3.31,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,58.86
108,405,LEONARD SCHOFIELD,Tandil,Argentina,2005-07-27,2005-08-02,31.92,8,10.46,4.25,3.05,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,58.86
108,405,LEONARD SCHOFIELD,Tandil,Argentina,2005-06-15,2005-06-21,26.94,6,5.49,1.5,4.91,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,58.86
108,291,TONI HOLT,Roanoke,United States,2005-07-06,2005-07-12,19.95,5,5.98,2.0,3.34,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,58.86
109,77,JANE BENNETT,Araatuba,Brazil,2005-08-16,2005-08-22,34.94,6,11.63,4.0,3.01,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,58.85
109,77,JANE BENNETT,Araatuba,Brazil,2005-07-27,2005-08-02,23.91,9,2.98,2.0,8.02,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,58.85
109,77,JANE BENNETT,Araatuba,Brazil,2005-07-26,2005-08-01,15.95,5,2.98,2.0,5.35,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,58.85
110,521,ROLAND SOUTH,Yingkou,China,2005-08-16,2005-08-22,38.9,10,9.64,2.67,4.04,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,58.84
110,521,ROLAND SOUTH,Yingkou,China,2005-08-15,2005-08-21,30.92,8,9.64,2.67,3.21,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,58.84
110,521,ROLAND SOUTH,Yingkou,China,2005-07-04,2005-07-10,19.94,6,1.49,1.5,13.43,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,58.84
111,423,ALFRED CASILLAS,Sawhaj,Egypt,2005-07-27,2005-08-02,57.89,11,4.64,3.0,12.49,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,57.89
111,423,ALFRED CASILLAS,Sawhaj,Egypt,2005-07-26,2005-08-01,54.9,10,4.64,3.0,11.84,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,57.89
111,423,ALFRED CASILLAS,Sawhaj,Egypt,2005-07-24,2005-07-30,51.91,9,4.64,3.0,11.2,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,57.89
111,423,ALFRED CASILLAS,Sawhaj,Egypt,2005-07-23,2005-07-29,48.92,8,4.64,3.0,10.55,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,57.89
111,423,ALFRED CASILLAS,Sawhaj,Egypt,2005-07-22,2005-07-28,38.93,7,4.64,3.0,8.4,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,57.89
111,423,ALFRED CASILLAS,Sawhaj,Egypt,2005-07-21,2005-07-27,24.95,5,4.64,3.0,5.38,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,57.89
112,496,TYLER WREN,Rizhao,China,2005-08-17,2005-08-23,33.93,7,9.31,2.33,3.64,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,57.87
