average_payment,customer_id,customer_name,is_potentially_suspicious,max_payment,payment_count,staff_id,staff_name,total_amount
4.99,266,NORA HERRERA,0,4.99,1,1,Mike Hillyer,4.99
4.99,269,CASSANDRA WALTERS,0,6.99,2,2,Jon Stephens,9.98
4.99,289,VIOLET RODRIQUEZ,0,6.99,4,2,Jon Stephens,19.96
4.99,290,KRISTINA CHAMBERS,0,8.99,3,2,Jon Stephens,14.97
4.99,297,SHERRI RHODES,0,4.99,1,2,Jon Stephens,4.99
4.99,303,WILLIAM SATTERFIELD,0,4.99,1,2,Jon Stephens,4.99
4.99,304,DAVID ROYAL,0,4.99,2,2,Jon Stephens,9.98
4.99,308,THOMAS GRIGSBY,0,4.99,2,2,Jon Stephens,9.98
4.99,309,CHRISTOPHER GRECO,0,4.99,1,1,Mike Hillyer,4.99
4.99,311,PAUL TROUT,0,4.99,1,1,Mike Hillyer,4.99
4.99,316,STEVEN CURLEY,0,4.99,3,1,Mike Hillyer,14.97
4.99,317,EDWARD BAUGH,0,6.99,2,2,Jon Stephens,9.98
4.99,320,ANTHONY SCHWAB,0,4.99,1,1,Mike Hillyer,4.99
4.99,323,MATTHEW MAHAN,0,4.99,1,1,Mike Hillyer,4.99
4.99,326,JOSE ANDREW,0,4.99,2,1,Mike Hillyer,9.98
4.99,327,LARRY THRASHER,0,4.99,2,1,Mike Hillyer,9.98
4.99,334,RAYMOND MCWHORTER,0,4.99,1,1,Mike Hillyer,4.99
4.99,335,GREGORY MAULDIN,0,4.99,1,1,Mike Hillyer,4.99
4.99,337,JERRY JORDON,0,4.99,1,2,Jon Stephens,4.99
4.99,338,DENNIS GILMAN,0,4.99,2,2,Jon Stephens,9.98
4.99,338,DENNIS GILMAN,0,6.99,5,1,Mike Hillyer,24.950000000000003
4.99,344,HENRY BILLINGSLEY,0,4.99,1,2,Jon Stephens,4.99
4.99,345,CARL ARTIS,0,4.99,1,1,Mike Hillyer,4.99
4.99,347,RYAN SALISBURY,0,8.99,2,2,Jon Stephens,9.98
4.99,35,VIRGINIA GREEN,0,4.99,1,2,Jon Stephens,4.99
4.99,352,ALBERT CROUSE,0,4.99,1,2,Jon Stephens,4.99
4.99,357,KEITH RICO,0,6.99,3,2,Jon Stephens,14.97
4.99,363,ROY WHITING,0,4.99,2,1,Mike Hillyer,9.98
4.99,37,PAMELA BAKER,0,4.99,1,1,Mike Hillyer,4.99
4.99,373,LOUIS LEONE,0,6.99,2,1,Mike Hillyer,9.98
4.99,382,VICTOR BARKLEY,0,4.99,1,2,Jon Stephens,4.99
4.99,386,TODD TAN,0,5.99,2,2,Jon Stephens,9.98
4.99,394,CHRIS BROTHERS,0,4.99,1,2,Jon Stephens,4.99
4.99,405,LEONARD SCHOFIELD,0,5.99,3,2,Jon Stephens,14.97
4.99,41,STEPHANIE MITCHELL,0,4.99,1,1,Mike Hillyer,4.99
4.99,415,GLENN PULLEN,0,4.99,1,2,Jon Stephens,4.99
4.99,416,JEFFERY PINSON,0,4.99,1,1,Mike Hillyer,4.99
4.99,421,LEE HAWKS,0,4.99,2,1,Mike Hillyer,9.98
4.99,43,CHRISTINE ROBERTS,0,4.99,1,2,Jon Stephens,4.99
4.99,438,BARRY LOVELACE,0,4.99,3,1,Mike Hillyer,14.97
4.99,44,MARIE TURNER,0,4.99,1,2,Jon Stephens,4.99
4.99,441,MARIO CHEATHAM,0,4.99,1,1,Mike Hillyer,4.99
4.99,441,MARIO CHEATHAM,0,4.99,1,2,Jon Stephens,4.99
4.99,442,LEROY BUSTAMANTE,0,8.99,2,2,Jon Stephens,9.98
4.99,444,MARCUS HIDALGO,0,7.99,4,2,Jon Stephens,19.96
4.99,447,CLIFFORD BOWENS,0,4.99,1,1,Mike Hillyer,4.99
4.99,46,CATHERINE CAMPBELL,0,8.99,5,2,Jon Stephens,24.950000000000003
4.99,462,WARREN SHERROD,0,4.99,1,1,Mike Hillyer,4.99
4.99,463,DARRELL POWER,0,4.99,1,2,Jon Stephens,4.99
4.99,464,JEROME KENYON,0,4.99,1,2,Jon Stephens,4.99
4.99,471,DEAN SAUER,0,4.99,1,1,Mike Hillyer,4.99
4.99,477,DAN PAINE,0,4.99,1,2,Jon Stephens,4.99
4.99,484,ROBERTO VU,0,5.99,3,1,Mike Hillyer,14.97
4.99,488,SHANE MILLARD,0,5.99,2,2,Jon Stephens,9.98
4.99,507,EDGAR RHOADS,0,4.99,1,1,Mike Hillyer,4.99
4.99,507,EDGAR RHOADS,0,4.99,2,2,Jon Stephens,9.98
4.99,508,MILTON HOWLAND,0,4.99,1,2,Jon Stephens,4.99
4.99,509,RAUL FORTIER,0,4.99,1,2,Jon Stephens,4.99
4.99,512,CECIL VINES,0,4.99,1,2,Jon Stephens,4.99
4.99,512,CECIL VINES,0,6.99,2,1,Mike Hillyer,9.98
4.99,513,DUANE TUBBS,0,7.99,2,2,Jon Stephens,9.98
4.99,515,ANDRE RAPP,0,4.99,1,1,Mike Hillyer,4.99
4.99,517,BRAD MCCURDY,0,8.99,3,1,Mike Hillyer,14.97
4.99,522,ARNOLD HAVENS,0,8.99,2,2,Jon Stephens,9.98
4.99,528,CLAUDE HERZOG,0,4.99,1,1,Mike Hillyer,4.99
4.99,532,NEIL RENNER,0,4.99,1,1,Mike Hillyer,4.99
4.99,535,JAVIER ELROD,0,4.99,2,1,Mike Hillyer,9.98
4.99,536,FERNANDO CHURCHILL,0,4.99,1,1,Mike Hillyer,4.99
4.99,542,LONNIE TIRADO,0,4.99,1,1,Mike Hillyer,4.99
4.99,551,CLAYTON BARBEE,0,4.99,1,2,Jon Stephens,4.99
4.99,559,EVERETT BANDA,0,4.99,2,2,Jon Stephens,9.98
4.99,560,JORDAN ARCHULETA,0,4.99,1,1,Mike Hillyer,4.99
4.99,562,WALLACE SLONE,0,4.99,1,2,Jon Stephens,4.99
4.99,565,JAIME NETTLES,0,4.99,1,2,Jon Stephens,4.99
4.99,566,CASEY MENA,0,4.99,1,2,Jon Stephens,4.99
4.99,567,ALFREDO MCADAMS,0,4.99,1,2,Jon Stephens,4.99
4.99,568,ALBERTO HENNING,0,4.99,1,1,Mike Hillyer,4.99
4.99,570,IVAN CROMWELL,0,4.99,1,1,Mike Hillyer,4.99
4.99,573,BYRON BOX,0,7.99,3,1,Mike Hillyer,14.97
4.99,581,VIRGIL WOFFORD,0,4.99,1,1,Mike Hillyer,4.99
4.99,583,MARSHALL THORN,0,5.99,3,2,Jon Stephens,14.97
4.99,583,MARSHALL THORN,0,9.99,3,1,Mike Hillyer,14.97
4.99,593,RENE MCALISTER,0,4.99,2,1,Mike Hillyer,9.98
4.99,594,EDUARDO HIATT,0,6.99,3,1,Mike Hillyer,14.97
4.99,60,MILDRED BAILEY,0,4.99,2,2,Jon Stephens,9.98
4.99,66,JANICE WARD,0,6.99,2,2,Jon Stephens,9.98
4.99,70,CHRISTINA RAMIREZ,0,4.99,1,1,Mike Hillyer,4.99
4.99,71,KATHY JAMES,0,4.99,1,1,Mike Hillyer,4.99
4.99,72,THERESA WATSON,0,4.99,1,2,Jon Stephens,4.99
4.99,73,BEVERLY BROOKS,0,4.99,1,2,Jon Stephens,4.99
4.99,77,JANE BENNETT,0,8.99,2,2,Jon Stephens,9.98
4.99,92,TINA SIMMONS,0,4.99,1,2,Jon Stephens,4.99
4.99,92,TINA SIMMONS,0,8.99,2,1,Mike Hillyer,9.98
4.99,93,PHYLLIS FOSTER,0,4.99,1,2,Jon Stephens,4.99
5.19,109,EDNA WEST,0,6.99,5,2,Jon Stephens,25.950000000000003
5.19,12,NANCY THOMAS,0,5.99,5,2,Jon Stephens,25.950000000000003
5.24,148,ELEANOR HUNT,0,6.99,4,2,Jon Stephens,20.96
5.24,221,BESSIE MORRISON,0,10.99,4,1,Mike Hillyer,20.96
5.24,316,STEVEN CURLEY,0,8.99,4,2,Jon Stephens,20.96
5.24,322,JASON MORRISSEY,0,8.99,4,1,Mike Hillyer,20.96
5.24,327,LARRY THRASHER,0,6.99,4,2,Jon Stephens,20.96
5.24,39,DEBRA NELSON,0,5.99,4,1,Mike Hillyer,20.96
5.323333333333333,11,LISA ANDERSON,0,7.99,3,1,Mike Hillyer,15.97
5.323333333333333,137,RHONDA KENNEDY,0,6.99,3,1,Mike Hillyer,15.97
5.323333333333333,204,ROSEMARY SCHMIDT,0,7.99,3,1,Mike Hillyer,15.97
5.323333333333333,204,ROSEMARY SCHMIDT,0,7.99,3,2,Jon Stephens,15.97
5.323333333333333,239,MINNIE ROMERO,0,5.99,3,1,Mike Hillyer,15.97
5.323333333333333,26,JESSICA HALL,0,6.99,3,2,Jon Stephens,15.97
5.323333333333333,266,NORA HERRERA,0,5.99,3,2,Jon Stephens,15.97
5.323333333333333,270,LEAH CURTIS,0,6.99,3,1,Mike Hillyer,15.97
5.323333333333333,303,WILLIAM SATTERFIELD,0,8.99,3,1,Mike Hillyer,15.97
5.323333333333333,328,JEFFREY SPEAR,0,6.99,3,2,Jon Stephens,15.97
5.323333333333333,340,PATRICK NEWSOM,0,5.99,3,2,Jon Stephens,15.97
5.323333333333333,403,MIKE WAY,0,6.99,3,2,Jon Stephens,15.97
5.323333333333333,538,TED BREAUX,0,5.99,3,1,Mike Hillyer,15.97
5.323333333333333,543,LANCE PEMBERTON,0,5.99,3,2,Jon Stephens,15.97
5.323333333333333,98,LILLIAN GRIFFIN,0,5.99,3,2,Jon Stephens,15.97
5.390000000000001,120,SYLVIA ORTIZ,0,9.99,5,1,Mike Hillyer,26.950000000000003
5.390000000000001,431,JOEL FRANCISCO,0,8.99,5,2,Jon Stephens,26.950000000000003
5.49,113,CINDY FISHER,0,8.99,4,1,Mike Hillyer,21.96
5.49,139,AMBER DIXON,0,7.99,2,2,Jon Stephens,10.98
5.49,156,BERTHA FERGUSON,0,9.99,2,2,Jon Stephens,10.98
5.49,163,CATHY SPENCER,0,7.99,4,2,Jon Stephens,21.96
5.49,181,ANA BRADLEY,0,5.99,2,2,Jon Stephens,10.98
5.49,193,KATIE ELLIOTT,0,6.99,4,2,Jon Stephens,21.96
5.49,203,TARA RYAN,0,7.99,2,2,Jon Stephens,10.98
5.49,212,WILMA RICHARDS,0,9.99,2,2,Jon Stephens,10.98
5.49,224,PEARL GARZA,0,7.99,2,1,Mike Hillyer,10.98
5.49,244,VIOLA HANSON,0,6.99,2,2,Jon Stephens,10.98
5.49,263,HILDA HOPKINS,0,8.99,2,2,Jon Stephens,10.98
5.49,272,KAY CALDWELL,0,5.99,2,2,Jon Stephens,10.98
5.49,290,KRISTINA CHAMBERS,0,6.99,2,1,Mike Hillyer,10.98
5.49,304,DAVID ROYAL,0,6.99,2,1,Mike Hillyer,10.98
5.49,375,AARON SELBY,0,5.99,2,1,Mike Hillyer,10.98
5.49,383,MARTIN BALES,0,7.99,4,1,Mike Hillyer,21.96
5.49,40,AMANDA CARTER,0,7.99,2,2,Jon Stephens,10.98
5.49,413,MARVIN YEE,0,5.99,2,2,Jon Stephens,10.98
5.49,453,CALVIN MARTEL,0,5.99,2,2,Jon Stephens,10.98
5.49,461,DEREK BLAKELY,0,5.99,2,2,Jon Stephens,10.98
5.49,48,ANN EVANS,0,9.99,2,2,Jon Stephens,10.98
5.49,486,GLEN TALBERT,0,5.99,2,1,Mike Hillyer,10.98
5.49,505,RAFAEL ABNEY,0,5.99,2,2,Jon Stephens,10.98
5.49,553,MAX PITT,0,6.99,2,2,Jon Stephens,10.98
5.49,582,ANDY VANHORN,0,7.99,2,1,Mike Hillyer,10.98
5.49,584,SALVADOR TEEL,0,6.99,2,2,Jon Stephens,10.98
5.49,588,MARION OCAMPO,0,7.99,4,2,Jon Stephens,21.96
5.49,593,RENE MCALISTER,0,5.99,2,2,Jon Stephens,10.98
5.656666666666666,18,CAROL GARCIA,0,5.99,3,2,Jon Stephens,16.97
5.656666666666666,213,GINA WILLIAMSON,0,6.99,3,2,Jon Stephens,16.97
5.656666666666666,259,LENA JENSEN,0,7.99,3,2,Jon Stephens,16.97
5.656666666666666,339,WALTER PERRYMAN,0,6.99,3,1,Mike Hillyer,16.97
5.656666666666666,343,DOUGLAS GRAF,0,8.99,3,1,Mike Hillyer,16.97
5.656666666666666,429,FREDERICK ISBELL,0,7.99,3,2,Jon Stephens,16.97
5.656666666666666,434,EDDIE TOMLIN,0,7.99,3,2,Jon Stephens,16.97
5.656666666666666,465,FLOYD GANDY,0,8.99,3,1,Mike Hillyer,16.97
5.656666666666666,495,CHARLIE BESS,0,7.99,3,1,Mike Hillyer,16.97
5.656666666666666,500,REGINALD KINDER,0,6.99,3,2,Jon Stephens,16.97
5.656666666666666,589,TRACY HERRMANN,0,8.99,3,1,Mike Hillyer,16.97
5.739999999999999,293,MAE FLETCHER,0,9.99,4,1,Mike Hillyer,22.959999999999997
5.74,149,VALERIE BLACK,0,7.99,4,2,Jon Stephens,22.96
5.74,49,JOYCE EDWARDS,0,9.99,4,2,Jon Stephens,22.96
5.74,68,NICOLE PETERSON,0,8.99,4,2,Jon Stephens,22.96
5.74,89,JULIA FLORES,0,8.99,4,1,Mike Hillyer,22.96
5.790000000000001,236,MARCIA DEAN,0,8.99,5,2,Jon Stephens,28.950000000000003
5.989999999999999,305,RICHARD MCCRARY,0,11.99,3,1,Mike Hillyer,17.97
5.989999999999999,353,JONATHAN SCARBOROUGH,0,7.99,3,2,Jon Stephens,17.97
5.989999999999999,378,EUGENE CULPEPPER,0,7.99,3,2,Jon Stephens,17.97
5.989999999999999,379,CARLOS COUGHLIN,0,8.99,3,1,Mike Hillyer,17.97
5.989999999999999,75,TAMMY SANDERS,0,7.99,3,1,Mike Hillyer,17.97
5.989999999999999,87,WANDA PATTERSON,0,9.99,3,2,Jon Stephens,17.97
5.99,100,ROBIN HAYES,0,6.99,2,2,Jon Stephens,11.98
5.99,102,CRYSTAL FORD,0,8.99,2,2,Jon Stephens,11.98
5.99,150,DANIELLE DANIELS,0,5.99,1,1,Mike Hillyer,5.99
5.99,167,SALLY PIERCE,0,5.99,1,2,Jon Stephens,5.99
5.99,17,DONNA THOMPSON,0,5.99,2,2,Jon Stephens,11.98
5.99,205,EILEEN CARR,0,5.99,1,2,Jon Stephens,5.99
5.99,223,MELINDA FERNANDEZ,0,5.99,1,2,Jon Stephens,5.99
5.99,243,LYDIA BURKE,0,5.99,1,2,Jon Stephens,5.99
5.99,244,VIOLA HANSON,0,5.99,1,1,Mike Hillyer,5.99
5.99,247,STELLA MORENO,0,5.99,1,1,Mike Hillyer,5.99
5.99,270,LEAH CURTIS,0,5.99,1,2,Jon Stephens,5.99
5.99,272,KAY CALDWELL,0,5.99,1,1,Mike Hillyer,5.99
5.99,276,BRANDY GRAVES,0,6.99,2,2,Jon Stephens,11.98
5.99,281,LEONA OBRIEN,0,5.99,1,1,Mike Hillyer,5.99
5.99,281,LEONA OBRIEN,0,5.99,1,2,Jon Stephens,5.99
5.99,285,MIRIAM MCKINNEY,0,5.99,1,1,Mike Hillyer,5.99
5.99,285,MIRIAM MCKINNEY,0,7.99,2,2,Jon Stephens,11.98
5.99,288,BOBBIE CRAIG,0,5.99,1,1,Mike Hillyer,5.99
5.99,295,DAISY BATES,0,8.99,2,2,Jon Stephens,11.98
5.99,321,KEVIN SCHULER,0,5.99,1,2,Jon Stephens,5.99
5.99,330,SCOTT SHELLEY,0,6.99,2,1,Mike Hillyer,11.98
5.99,337,JERRY JORDON,0,5.99,1,1,Mike Hillyer,5.99
5.99,34,REBECCA SCOTT,0,5.99,1,2,Jon Stephens,5.99
5.99,342,HAROLD MARTINO,0,5.99,1,2,Jon Stephens,5.99
5.99,348,ROGER QUINTANILLA,0,8.99,2,1,Mike Hillyer,11.98
5.99,351,JACK FOUST,0,5.99,1,2,Jon Stephens,5.99
5.99,378,EUGENE CULPEPPER,0,5.99,1,1,Mike Hillyer,5.99
5.99,393,PHILIP CAUSEY,0,6.99,2,1,Mike Hillyer,11.98
5.99,397,JIMMY SCHRADER,0,5.99,1,1,Mike Hillyer,5.99
5.99,399,DANNY ISOM,0,5.99,1,1,Mike Hillyer,5.99
5.99,448,MIGUEL BETANCOURT,0,5.99,1,1,Mike Hillyer,5.99
5.99,47,FRANCES PARKER,0,5.99,1,2,Jon Stephens,5.99
5.99,47,FRANCES PARKER,0,6.99,2,1,Mike Hillyer,11.98
5.99,478,LEWIS LYMAN,0,8.99,4,2,Jon Stephens,23.96
5.99,501,RUBEN GEARY,0,5.99,1,2,Jon Stephens,5.99
5.99,537,CLINTON BUFORD,0,8.99,2,1,Mike Hillyer,11.98
5.99,537,CLINTON BUFORD,0,8.99,2,2,Jon Stephens,11.98
5.99,556,ARMANDO GRUBER,0,6.99,2,1,Mike Hillyer,11.98
5.99,565,JAIME NETTLES,0,5.99,2,1,Mike Hillyer,11.98
5.99,569,DAVE GARDINER,0,5.99,1,2,Jon Stephens,5.99
5.99,571,JOHNNIE CHISHOLM,0,10.99,4,1,Mike Hillyer,23.96
5.99,573,BYRON BOX,0,5.99,1,2,Jon Stephens,5.99
5.99,574,JULIAN VEST,0,5.99,1,2,Jon Stephens,5.99
5.99,576,MORRIS MCCARTER,0,8.99,4,2,Jon Stephens,23.96
5.99,578,WILLARD LUMPKIN,0,6.99,2,2,Jon Stephens,11.98
5.99,579,DARYL LARUE,0,5.99,1,2,Jon Stephens,5.99
5.99,599,AUSTIN CINTRON,0,6.99,2,2,Jon Stephens,11.98
5.99,62,JOAN COOPER,0,6.99,2,2,Jon Stephens,11.98
5.99,75,TAMMY SANDERS,0,6.99,2,2,Jon Stephens,11.98
5.99,8,SUSAN WILSON,0,5.99,1,1,Mike Hillyer,5.99
5.99,83,LOUISE JENKINS,0,5.99,2,1,Mike Hillyer,11.98
5.99,84,SARA PERRY,0,5.99,1,1,Mike Hillyer,5.99
6.24,466,LEO EBERT,0,8.99,4,2,Jon Stephens,24.96
6.24,550,GUY BROWNLEE,0,10.99,4,1,Mike Hillyer,24.96
6.323333333333333,21,MICHELLE CLARK,0,10.99,3,1,Mike Hillyer,18.97
6.323333333333333,273,PRISCILLA LOWE,0,6.99,3,2,Jon Stephens,18.97
6.323333333333333,3,LINDA WILLIAMS,0,8.99,3,1,Mike Hillyer,18.97
6.323333333333333,341,PETER MENARD,0,7.99,3,2,Jon Stephens,18.97
6.323333333333333,384,ERNEST STEPP,0,9.99,3,1,Mike Hillyer,18.97
6.323333333333333,511,CHESTER BENNER,0,10.99,3,2,Jon Stephens,18.97
6.323333333333333,554,DWAYNE OLVERA,0,6.99,3,1,Mike Hillyer,18.97
6.323333333333333,82,KATHRYN COLEMAN,0,8.99,3,1,Mike Hillyer,18.97
6.323333333333334,176,JUNE CARROLL,0,8.99,6,1,Mike Hillyer,37.940000000000005
6.49,21,MICHELLE CLARK,0,7.99,2,2,Jon Stephens,12.98
6.49,24,KIMBERLY LEE,0,7.99,2,2,Jon Stephens,12.98
6.49,26,JESSICA HALL,0,9.99,4,1,Mike Hillyer,25.96
6.49,265,JENNIE TERRY,0,7.99,2,2,Jon Stephens,12.98
6.49,398,ANTONIO MEEK,0,9.99,2,2,Jon Stephens,12.98
6.49,456,RONNIE RICKETTS,0,6.99,2,2,Jon Stephens,12.98
6.49,65,ROSE HOWARD,0,7.99,2,1,Mike Hillyer,12.98
6.49,9,MARGARET MOORE,0,7.99,2,2,Jon Stephens,12.98
6.656666666666666,287,BECKY MILES,0,9.99,3,2,Jon Stephens,19.97
6.656666666666666,322,JASON MORRISSEY,0,8.99,3,2,Jon Stephens,19.97
6.656666666666666,403,MIKE WAY,0,8.99,3,1,Mike Hillyer,19.97
6.656666666666666,423,ALFRED CASILLAS,0,8.99,3,1,Mike Hillyer,19.97
6.656666666666666,506,LESLIE SEWARD,0,9.99,3,1,Mike Hillyer,19.97
6.989999999999999,155,GAIL KNIGHT,0,7.99,3,1,Mike Hillyer,20.97
6.989999999999999,158,VERONICA STONE,0,8.99,3,2,Jon Stephens,20.97
6.989999999999999,309,CHRISTOPHER GRECO,0,9.99,3,2,Jon Stephens,20.97
6.989999999999999,414,VINCENT RALSTON,0,9.99,3,1,Mike Hillyer,20.97
6.989999999999999,477,DAN PAINE,0,10.99,3,1,Mike Hillyer,20.97
6.99,111,CARMEN OWENS,0,6.99,1,1,Mike Hillyer,6.99
6.99,114,GRACE ELLIS,0,7.99,2,2,Jon Stephens,13.98
6.99,115,WENDY HARRISON,0,6.99,1,1,Mike Hillyer,6.99
6.99,193,KATIE ELLIOTT,0,8.99,2,1,Mike Hillyer,13.98
6.99,201,VICKI FIELDS,0,6.99,1,2,Jon Stephens,6.99
6.99,222,DELORES HANSEN,0,6.99,1,2,Jon Stephens,6.99
6.99,286,VELMA LUCAS,0,8.99,2,1,Mike Hillyer,13.98
6.99,3,LINDA WILLIAMS,0,6.99,1,2,Jon Stephens,6.99
6.99,331,ERIC ROBERT,0,6.99,1,2,Jon Stephens,6.99
6.99,349,JOE GILLILAND,0,6.99,1,2,Jon Stephens,6.99
6.99,370,WAYNE TRUONG,0,6.99,1,2,Jon Stephens,6.99
6.99,390,SHAWN HEATON,0,7.99,2,1,Mike Hillyer,13.98
6.99,398,ANTONIO MEEK,0,6.99,1,1,Mike Hillyer,6.99
6.99,424,KYLE SPURLOCK,0,6.99,1,1,Mike Hillyer,6.99
6.99,425,FRANCIS SIKES,0,6.99,1,1,Mike Hillyer,6.99
6.99,454,ALEX GRESHAM,0,9.99,5,2,Jon Stephens,34.95
6.99,472,GREG ROBINS,0,6.99,1,2,Jon Stephens,6.99
6.99,483,VERNON CHAPA,0,8.99,2,1,Mike Hillyer,13.98
6.99,497,GILBERT SLEDGE,0,8.99,2,2,Jon Stephens,13.98
6.99,505,RAFAEL ABNEY,0,7.99,2,1,Mike Hillyer,13.98
6.99,520,MITCHELL WESTMORELAND,0,6.99,1,2,Jon Stephens,6.99
6.99,533,JESSIE MILAM,0,6.99,1,2,Jon Stephens,6.99
6.99,54,TERESA ROGERS,0,6.99,1,2,Jon Stephens,6.99
6.99,541,DARREN WINDHAM,0,6.99,1,1,Mike Hillyer,6.99
6.99,557,FELIX GAFFNEY,0,6.99,1,2,Jon Stephens,6.99
6.99,56,GLORIA COOK,0,6.99,1,2,Jon Stephens,6.99
6.99,569,DAVE GARDINER,0,6.99,1,1,Mike Hillyer,6.99
6.99,589,TRACY HERRMANN,0,8.99,2,2,Jon Stephens,13.98
7.323333333333333,178,MARION SNYDER,0,9.99,3,1,Mike Hillyer,21.97
7.323333333333333,347,RYAN SALISBURY,0,8.99,3,1,Mike Hillyer,21.97
7.49,388,CRAIG MORRELL,0,7.99,2,2,Jon Stephens,14.98
7.49,409,RODNEY MOELLER,0,8.99,2,2,Jon Stephens,14.98
7.49,467,ALVIN DELOACH,0,9.99,2,2,Jon Stephens,14.98
7.49,519,RON DELUCA,0,8.99,2,2,Jon Stephens,14.98
7.49,550,GUY BROWNLEE,0,9.99,2,2,Jon Stephens,14.98
7.49,78,LORI WOOD,0,7.99,2,2,Jon Stephens,14.98
7.99,119,SHERRY MARSHALL,0,7.99,1,1,Mike Hillyer,7.99
7.99,128,MARJORIE TUCKER,0,7.99,1,2,Jon Stephens,7.99
7.99,134,EMMA BOYD,0,9.99,2,1,Mike Hillyer,15.98
7.99,138,HAZEL WARREN,0,7.99,1,1,Mike Hillyer,7.99
7.99,141,DEBBIE REYES,0,7.99,2,2,Jon Stephens,15.98
7.99,179,DANA HART,0,7.99,1,2,Jon Stephens,7.99
7.99,211,STACEY MONTGOMERY,0,8.99,2,2,Jon Stephens,15.98
7.99,225,ARLENE HARVEY,0,7.99,1,2,Jon Stephens,7.99
7.99,25,DEBORAH WALKER,0,8.99,2,2,Jon Stephens,15.98
7.99,251,VICKIE BREWER,0,7.99,1,2,Jon Stephens,7.99
7.99,259,LENA JENSEN,0,7.99,1,1,Mike Hillyer,7.99
7.99,287,BECKY MILES,0,7.99,1,1,Mike Hillyer,7.99
7.99,313,DONALD MAHON,0,7.99,1,1,Mike Hillyer,7.99
7.99,41,STEPHANIE MITCHELL,0,7.99,1,2,Jon Stephens,7.99
7.99,453,CALVIN MARTEL,0,7.99,1,1,Mike Hillyer,7.99
7.99,462,WARREN SHERROD,0,9.99,2,2,Jon Stephens,15.98
7.99,467,ALVIN DELOACH,0,8.99,2,1,Mike Hillyer,15.98
7.99,474,DUSTIN GILLETTE,0,7.99,1,2,Jon Stephens,7.99
7.99,501,RUBEN GEARY,0,7.99,1,1,Mike Hillyer,7.99
7.99,57,EVELYN MORGAN,0,7.99,1,2,Jon Stephens,7.99
7.99,585,PERRY SWAFFORD,0,7.99,1,2,Jon Stephens,7.99
7.99,89,JULIA FLORES,0,7.99,1,2,Jon Stephens,7.99
8.49,523,HARVEY GUAJARDO,0,8.99,2,1,Mike Hillyer,16.98
8.49,590,SETH HANNON,0,9.99,2,1,Mike Hillyer,16.98
8.99,110,TIFFANY JORDAN,0,8.99,1,2,Jon Stephens,8.99
8.99,164,JOANN GARDNER,0,8.99,1,1,Mike Hillyer,8.99
8.99,17,DONNA THOMPSON,0,8.99,1,1,Mike Hillyer,8.99
8.99,18,CAROL GARCIA,0,8.99,1,1,Mike Hillyer,8.99
8.99,222,DELORES HANSEN,0,8.99,1,1,Mike Hillyer,8.99
8.99,232,CONSTANCE REID,0,8.99,1,1,Mike Hillyer,8.99
8.99,262,PATSY DAVIDSON,0,8.99,1,2,Jon Stephens,8.99
8.99,289,VIOLET RODRIQUEZ,0,10.99,2,1,Mike Hillyer,17.98
8.99,33,ANNA HILL,0,8.99,1,2,Jon Stephens,8.99
8.99,474,DUSTIN GILLETTE,0,8.99,1,1,Mike Hillyer,8.99
8.99,485,CLYDE TOBIAS,0,8.99,1,1,Mike Hillyer,8.99
8.99,547,KURT EMMONS,0,8.99,1,2,Jon Stephens,8.99
8.99,553,MAX PITT,0,8.99,1,1,Mike Hillyer,8.99
8.99,80,MARILYN ROSS,0,8.99,1,2,Jon Stephens,8.99
9.99,131,MONICA HICKS,0,9.99,1,1,Mike Hillyer,9.99
9.99,274,NAOMI JENNINGS,0,9.99,1,2,Jon Stephens,9.99
9.99,436,TROY QUIGLEY,0,9.99,1,1,Mike Hillyer,9.99
9.99,469,WESLEY BULL,0,9.99,1,1,Mike Hillyer,9.99
9.99,492,LESTER KRAUS,0,9.99,1,1,Mike Hillyer,9.99
