month,customer_full_name,customer_country,payment_count,payment_amount,deviation_from_historical_avg,distinct_staff_count,distinct_store_count,customer_rank_in_month
2005-08,CRAIG MORRELL,Philippines,11,50.89,26.62,2,2,130
2005-08,DARRELL POWER,Canada,10,42.9,26.62,2,2,131
2005-08,PAMELA BAKER,China,12,43.88,26.58,2,2,132
2005-08,ANGEL BARCLAY,Japan,15,48.85,26.57,2,2,133
2005-08,CORY MEEHAN,Belarus,10,43.9,26.47,2,2,134
2005-08,JEREMY HURTADO,Brazil,10,44.9,26.29,2,2,135
2005-08,RONNIE RICKETTS,Senegal,10,44.9,26.28,2,2,136
2005-08,JIMMY SCHRADER,Russian Federation,13,45.87,25.92,2,2,137
2005-08,EDITH MCDONALD,India,10,36.9,25.26,2,2,138
2005-08,BOB PFEIFFER,China,12,41.88,25.25,2,2,139
2005-08,SANDRA MARTIN,United Kingdom,10,48.9,24.96,2,2,140
2005-08,LUCILLE HOLMES,South Africa,10,45.9,24.96,2,2,141
2005-08,CONNIE WALLACE,Russian Federation,9,43.91,24.96,2,2,142
2005-08,ROLAND SOUTH,China,11,41.89,24.95,2,2,143
2005-08,MILDRED BAILEY,India,10,40.9,24.94,2,2,144
2005-08,LAWRENCE LAWTON,Cameroon,13,42.87,24.92,2,2,145
2005-08,LEAH CURTIS,Poland,12,44.88,24.92,2,2,145
2005-08,BRENT HARKINS,Turkey,9,45.91,24.62,2,2,147
2005-08,PHILLIP HOLM,Japan,10,43.9,24.62,2,2,148
2005-08,BOBBY BOUDREAU,Anguilla,13,44.87,24.28,2,2,149
2005-08,JEFFREY SPEAR,Indonesia,11,40.89,24.26,2,2,150
2005-08,FRANKLIN TROUTMAN,China,11,36.89,24.26,2,2,151
2005-08,ALICIA MILLS,India,11,37.89,24.25,2,2,152
2005-08,GABRIEL HARDER,Turkey,10,45.9,23.95,2,2,153
2005-08,DUSTIN GILLETTE,Netherlands,12,42.88,23.92,2,2,154
2005-08,MANUEL MURRELL,Sri Lanka,12,46.88,23.61,2,2,155
2005-08,GERALDINE PERKINS,Israel,12,45.88,23.61,2,2,156
2005-08,BARBARA JONES,Myanmar,11,42.89,23.45,2,2,157
2005-08,DARRYL ASHCRAFT,Argentina,9,35.91,23.29,2,2,158
2005-08,JESSE SCHILLING,"Congo, The Democratic Republic of the",11,42.89,23.27,2,2,159
2005-08,EMMA BOYD,Egypt,9,40.91,22.96,2,2,160
2005-08,VIVIAN RUIZ,Netherlands,9,39.91,22.96,2,2,161
2005-08,KELLY TORRES,China,8,41.92,22.63,2,2,162
2005-08,SAMUEL MARLOW,India,7,36.93,22.31,2,2,163
2005-08,GARY COY,China,9,41.91,22.29,2,2,164
2005-08,LEONARD SCHOFIELD,Argentina,12,43.88,22.28,2,2,165
2005-08,IRENE PRICE,Kazakstan,6,35.94,22.0,2,2,166
2005-08,GLENN PULLEN,Netherlands,9,39.91,21.96,2,2,167
2005-08,DONALD MAHON,China,9,38.91,21.96,2,2,168
2005-08,JULIO NOLAND,Ukraine,9,38.91,21.95,2,2,169
2005-08,CARL ARTIS,Paraguay,7,42.93,21.65,2,2,170
2005-08,ANITA MORALES,India,7,31.93,21.62,2,2,171
2005-08,JOAN COOPER,United States,9,36.91,20.96,2,2,172
2005-08,CHRISTIAN JUNG,India,9,36.91,20.62,2,2,173
2005-08,CARMEN OWENS,Venezuela,9,38.91,20.3,2,2,174
2005-08,ANNA HILL,Italy,9,37.91,20.28,2,2,175
2005-08,MARVIN YEE,India,11,33.89,19.92,2,2,176
2005-08,LOUISE JENKINS,South Africa,8,38.92,19.64,2,2,177
2005-08,MEGAN PALMER,China,10,37.9,19.62,2,2,178
2005-08,WAYNE TRUONG,India,10,35.9,18.45,2,2,179
2005-08,MELINDA FERNANDEZ,Pakistan,7,33.93,18.3,2,2,180
2005-08,RUBEN GEARY,Poland,8,35.92,17.96,2,2,181
2005-08,NORMAN CURRIER,Indonesia,8,30.92,15.98,2,2,182
2005-08,JO FOWLER,Nigeria,7,29.93,15.31,2,2,183
2005-08,JUAN FRALEY,Russian Federation,9,29.91,15.29,2,2,184
